observation,param_1,param_2,param_3,param_4,param_5,param_6,validation_good,validation_bad,validation_missed,validation_f17,objective_score,train_good,train_bad,train_missed,n_patterns,trie_nodes
99,1,14,22,22,2,2,11451,1391,667,0.892690091303697,0.89267620398166,89204,33,18,613,1231
100,4,29,5,1,2,2,11443,839,675,0.9319375309478513,0.9319220642390676,89177,13,45,744,1371
101,29,7,30,7,2,1,11423,86,695,0.9914783034376686,0.9914661760037209,88981,134,241,645,1075
102,27,1,3,29,2,2,11438,98,680,0.990505419289136,0.9904871660908778,89194,16,28,966,1618
103,30,30,3,3,1,2,11441,99,677,0.9904289983344242,0.9904109143561747,89200,26,22,948,1603
104,12,3,3,1,1,4,11417,307,701,0.9731603119022696,0.9731442021574533,88931,1,291,963,1428
105,25,28,23,25,2,4,11443,294,675,0.9743184538963371,0.9743015995834832,89195,26,27,842,1494
106,28,29,27,30,2,2,11439,100,679,0.9903398790363774,0.9903217499327922,89195,26,27,941,1607
107,15,2,30,28,2,4,11432,305,686,0.9733818548407697,0.9733644364612205,89180,6,42,878,1544
108,23,19,1,26,1,5,11445,312,673,0.9728651793319064,0.9728472081669959,89217,40,5,929,1593
109,12,21,29,1,1,1,11438,100,680,0.9903373276996607,0.9903192324400771,89186,21,36,946,1604
110,18,5,10,7,1,2,11438,120,680,0.9886595443072987,0.9886421710530852,89194,23,28,890,1540
111,29,2,24,19,2,1,11423,86,695,0.9914783034376686,0.9914661985663886,88980,133,242,642,1073
112,13,2,4,29,1,1,11439,100,679,0.9903398790363774,0.9903219417154686,89194,23,28,930,1590
113,30,28,2,28,2,3,11442,111,676,0.9894243490743063,0.9894067163494129,89211,37,11,916,1563
114,25,30,28,7,1,2,11439,100,679,0.9903398790363774,0.9903217837767939,89195,26,27,940,1604
115,30,8,3,1,2,2,11440,96,678,0.990678614851173,0.9906606211235947,89181,13,41,939,1595
116,23,16,28,5,1,2,11439,100,679,0.9903398790363774,0.9903219755594703,89194,23,28,930,1587
117,9,8,21,26,2,1,11431,124,687,0.9883056407170511,0.9882953408591959,89010,153,212,516,913
118,13,30,3,15,1,3,11444,308,674,0.9731855243330396,0.9731694935575608,89209,35,13,796,1421
119,30,1,5,29,1,3,11435,108,683,0.9896577091176599,0.9896387677580336,89193,16,29,1043,1679
120,18,4,2,2,2,5,11424,305,694,0.9733504419440426,0.9733344224498977,89028,2,194,874,1420
121,17,24,14,1,2,1,11426,89,692,0.9912328035075725,0.9912210145136419,88988,144,234,608,1045
122,29,4,26,28,1,2,11439,100,679,0.9903398790363774,0.9903219078714669,89194,23,28,932,1593
123,11,30,27,22,1,1,11439,102,679,0.9901718583099475,0.9901538081756996,89195,26,27,935,1600
124,12,15,1,27,1,1,11442,102,676,0.9901795511739884,0.9901614784770727,89209,35,13,949,1602
125,28,2,1,1,1,2,11425,97,693,0.9905565497246384,0.99053855599706,89070,4,152,1006,1595
126,29,26,2,29,2,3,11441,122,677,0.9885001857595839,0.9884827109733652,89211,37,11,911,1549
127,27,2,26,29,2,1,11423,86,695,0.9914783034376686,0.9914661872850548,88980,133,242,643,1074
128,20,12,19,6,1,2,11439,108,679,0.9896681380327068,0.9896505842771508,89195,26,27,902,1556
129,11,29,3,1,1,1,11438,101,680,0.9902533032973236,0.990235343413747,89186,21,36,936,1592
130,12,30,29,25,1,1,11439,101,679,0.990255861545973,0.9902376421917165,89195,26,27,946,1615
131,20,25,30,9,2,2,11439,108,679,0.9896681380327068,0.9896503812131404,89195,26,27,912,1574
132,15,30,15,30,1,1,11439,101,679,0.990255861545973,0.9902376083477148,89195,26,27,947,1618
133,12,4,12,6,2,1,11431,100,687,0.9903194562123031,0.9903086599757561,89000,150,222,543,957
134,30,30,1,2,1,2,11442,105,676,0.9899276890786112,0.9899088154069883,89199,32,23,998,1673
135,25,3,1,30,1,1,11436,89,682,0.9912575865530135,0.9912386339120532,89208,34,14,1032,1680
136,30,20,5,1,2,1,11423,86,695,0.9914783034376686,0.9914661308783852,88979,132,243,647,1079
137,10,29,8,30,2,1,11431,114,687,0.9891437343269479,0.9891330621850739,89007,154,215,533,946
138,25,1,26,18,1,3,11431,196,687,0.9823130374105642,0.9822940622069362,89176,5,46,1010,1682
139,11,6,2,16,1,1,11440,101,678,0.9902584193605908,0.9902407189476939,89199,28,23,920,1569
140,10,20,27,5,1,1,11439,109,679,0.9895842344758378,0.9895663535615985,89195,26,27,918,1585
141,11,7,24,28,1,1,11439,101,679,0.990255861545973,0.9902381385704083,89195,26,27,919,1571
142,1,30,22,3,2,1,11447,1148,671,0.9095416456768366,0.9095333651777504,89102,215,120,350,734
143,28,30,29,24,1,2,11439,100,679,0.9903398790363774,0.9903217499327922,89195,26,27,941,1607
144,29,2,28,2,1,2,11436,99,682,0.9904162762218687,0.990398327619626,89193,21,29,947,1591
145,19,25,1,20,2,3,11446,302,672,0.9736801810231893,0.9736623452342856,89217,40,5,909,1581
146,14,29,2,30,2,1,11431,102,687,0.9901513248503643,0.9901402465804696,89008,158,214,556,982
147,9,25,29,15,2,1,11431,126,687,0.9881381923926066,0.9881276669080733,89012,157,210,526,933
148,23,1,30,30,2,1,11423,87,695,0.9913939747408472,0.99138225343492,88979,133,243,604,1039
149,30,15,18,1,1,1,11432,85,686,0.9915847140520183,0.9915655357843799,89186,21,36,1051,1700
150,21,1,1,14,1,2,11437,115,681,0.9890758017593563,0.9890564768343771,89218,40,4,1078,1713
151,19,2,18,5,1,1,11435,88,683,0.9913393267388534,0.9913205433179016,89194,23,28,996,1665
152,19,2,4,5,1,1,11435,88,683,0.9913393267388534,0.9913205433179016,89194,23,28,996,1665
153,18,6,3,13,1,1,11435,88,683,0.9913393267388534,0.9913205320365678,89195,26,27,1001,1666
