observation,param_1,param_2,param_3,param_4,param_5,param_6,validation_good,validation_bad,validation_missed,validation_f17,objective_score,train_good,train_bad,train_missed,n_patterns,trie_nodes
20,20,20,29,1,1,4,21426,76,1006,0.9956042117784821,0.9955918783891271,170742,0,154,1022,1908
21,15,2,26,15,1,1,21421,54,1011,0.9965972120773382,0.9965834178148206,170804,7,92,1204,2134
22,26,30,3,29,1,1,21421,53,1011,0.996642652825364,0.9966284319361706,170819,9,77,1260,2200
23,11,29,29,27,2,1,21408,44,1024,0.997037947800816,0.9970286007981916,170540,79,356,758,1446
24,26,27,23,4,1,1,21416,50,1016,0.9967736110050955,0.9967592608350913,170802,5,94,1257,2220
25,14,21,1,1,2,5,21259,66,1173,0.995871109666213,0.9958613101807505,169136,0,1760,858,1516
26,7,3,18,28,2,1,21415,74,1017,0.9956825086270786,0.9956736787476976,170574,104,322,709,1366
27,26,1,28,2,2,2,21423,53,1009,0.9966448198474815,0.9966310126568828,170801,4,95,1216,2136
28,9,18,8,1,2,1,21414,70,1018,0.9958628951548996,0.9958536903611671,170558,96,338,750,1424
29,18,30,27,8,1,5,21452,83,980,0.9953166482159743,0.9953049483025924,170818,12,78,936,1810
30,15,30,2,26,1,1,21425,61,1007,0.9962836411388649,0.996269950300996,170823,11,73,1216,2118
31,18,1,27,18,2,1,21399,40,1033,0.997210476232195,0.9972007478511786,170530,70,366,803,1505
32,29,18,1,2,1,2,21422,74,1010,0.9956903924382935,0.9956763202220326,170756,25,140,1321,2177
33,2,30,29,3,2,3,21485,211,947,0.9896032927512308,0.9895912049954164,170823,19,73,917,1870
34,2,30,3,30,2,2,21484,217,948,0.9893339448747032,0.9893216502695914,170846,31,50,914,1902
35,4,2,3,7,2,3,21481,129,951,0.9932748986888273,0.9932633280562564,170828,19,68,1055,1790
36,29,29,10,29,2,1,21393,36,1039,0.9973863656495902,0.9973761912497763,170524,66,372,847,1574
37,30,2,29,24,1,2,21420,54,1012,0.9965961263955605,0.9965823192049618,170803,6,93,1205,2136
38,22,28,30,8,1,1,21420,49,1012,0.9968233816977272,0.9968091543444932,170803,6,93,1240,2201
39,16,1,23,3,2,5,21434,81,998,0.9953866887347713,0.9953741743522811,170778,2,118,1207,1936
40,13,6,1,24,2,3,21440,133,992,0.9930440598457263,0.9930301880147222,170876,39,20,1245,2146
41,17,30,25,4,2,1,21399,41,1033,0.9971649369240405,0.9971552279351458,170534,70,362,799,1502
42,30,1,30,1,1,4,21425,74,1007,0.9956937696756989,0.9956803632556138,170788,0,108,1216,2074
43,13,9,30,30,1,3,21440,80,992,0.9954388102277623,0.9954265479428532,170816,12,80,1018,1897
44,30,1,2,29,2,2,21419,64,1013,0.9961408205197847,0.9961268840483751,170844,24,52,1252,2156
45,9,11,4,12,1,1,21433,73,999,0.995748104951934,0.9957348859890247,170817,11,79,1148,2045
46,8,2,28,18,1,1,21432,75,1000,0.9956563146036097,0.9956432830978761,170807,10,89,1120,2016
47,14,29,28,29,1,5,21463,97,969,0.99469631244485,0.9946850973345088,170821,14,75,868,1735
48,29,20,10,26,2,1,21393,36,1039,0.9973863656495902,0.9973761912497763,170524,66,372,847,1574
49,23,2,4,6,1,1,21418,51,1014,0.9967303076191371,0.9967162612590383,170814,8,82,1233,2173
50,26,19,29,1,2,3,21427,73,1005,0.9957413665547639,0.9957280506312464,170781,2,115,1152,2060
51,23,8,30,15,2,1,21391,35,1041,0.9974298381245651,0.9974197542213189,170526,66,370,830,1560
52,29,1,1,24,2,1,21412,58,1020,0.9964056430101762,0.996396095622295,170601,157,295,839,1477
53,24,29,15,29,1,5,21440,80,992,0.9954388102277623,0.9954264768384072,170826,12,70,1026,1908
54,26,30,27,2,1,2,21423,54,1009,0.996599383143919,0.9965855565611987,170802,6,94,1211,2139
55,16,26,1,1,2,4,21244,57,1188,0.9962661124143085,0.9962556342045892,169177,0,1719,1004,1621
56,26,28,2,29,2,2,21424,65,1008,0.996100960300095,0.9960870302927259,170847,27,49,1254,2155
57,24,1,3,1,2,4,20519,62,1913,0.9951974049884519,0.9951860347411376,163387,0,7509,1109,1759
58,14,16,30,23,2,1,21401,42,1031,0.9971215285251958,0.9971119035688281,170534,72,362,788,1489
59,30,26,25,1,2,2,21420,54,1012,0.9965961263955605,0.9965822674926375,170800,4,96,1204,2144
60,19,1,11,29,1,1,21420,52,1012,0.9966870160810005,0.9966729244726179,170804,6,92,1236,2180
61,9,8,29,2,2,1,21415,70,1017,0.9958640137574789,0.9958547701795032,170560,95,336,751,1430
62,23,1,3,1,2,2,21403,58,1029,0.9963957874194267,0.9963825232082335,170590,8,306,1179,2052
63,30,30,28,17,1,1,21417,47,1015,0.9969110977053868,0.9968965536141662,170803,6,93,1287,2250
64,13,30,2,5,1,4,21455,103,977,0.9944158832155762,0.9944036015385455,170819,26,77,1016,1900
65,12,16,10,27,1,1,21427,55,1005,0.9965582996139712,0.9965447509849943,170805,7,91,1171,2096
66,27,1,3,1,2,1,21391,41,1041,0.9971564422897633,0.9971467591570307,170542,89,354,823,1498
67,13,28,30,19,1,1,21424,54,1008,0.9966004685287491,0.9965866678021909,170804,7,92,1210,2135
68,29,2,27,30,2,2,21420,54,1012,0.9965961263955605,0.9965823192049618,170803,6,93,1205,2136
69,18,30,8,2,1,5,21439,84,993,0.9952565272654516,0.9952447497835832,170736,0,160,977,1822
70,20,18,1,29,1,5,21448,107,984,0.9942269199639913,0.9942122789121626,170866,42,30,1364,2265
71,25,25,29,5,2,1,21391,35,1041,0.9974298381245651,0.9974196766528324,170526,66,370,841,1572
72,14,6,2,29,2,1,21411,55,1021,0.9965408939685328,0.9965319024881383,170573,125,323,767,1391
73,30,2,26,24,1,1,21417,46,1015,0.9969565755749595,0.9969420831960634,170803,6,93,1287,2242
74,30,11,1,1,2,1,21407,53,1025,0.9966274725970509,0.9966179381372507,170576,130,320,854,1475
75,17,29,6,13,2,5,21444,90,988,0.9949907108216606,0.994978823451103,170839,16,57,946,1839
76,28,30,8,28,2,1,21392,36,1040,0.9973853137437011,0.99737517166409,170523,67,373,846,1569
77,26,12,28,19,2,1,21391,36,1041,0.9973842617416807,0.9973740097733804,170526,66,370,852,1586
78,11,25,2,1,1,1,21430,62,1002,0.9962437473269241,0.9962304314034066,170809,10,87,1176,2060
79,11,1,6,29,1,1,21426,57,1006,0.9964663719341196,0.9964529202657507,170809,6,87,1163,2081
80,12,1,21,2,1,5,21425,84,1007,0.995240497485537,0.9952280283513306,170738,0,158,1277,1929
81,9,30,15,28,2,1,21417,70,1015,0.9958662506567966,0.9958570135428614,170562,99,334,750,1429
82,30,7,15,1,1,1,21417,47,1015,0.9969110977053868,0.9968966764309365,170801,6,95,1278,2231
83,17,25,30,1,2,3,21428,79,1004,0.9954704884903953,0.9954579353236619,170772,2,124,1037,1942
84,27,2,1,27,1,3,21437,104,995,0.9943494124446514,0.9943339246035117,170881,50,15,1507,2396
85,10,2,30,21,1,2,21436,80,996,0.9954342649315138,0.9954218604377127,170813,9,83,1031,1919
86,22,26,8,7,2,1,21391,36,1041,0.9973842617416807,0.9973743006552048,170528,70,368,824,1541
87,30,4,30,4,1,1,21417,46,1015,0.9969565755749595,0.9969420702679822,170802,5,94,1284,2244
88,25,4,4,24,1,1,21418,51,1014,0.9967303076191371,0.9967162095467139,170814,8,82,1237,2181
89,27,28,23,30,1,1,21416,50,1016,0.9967736110050955,0.996759222050848,170803,6,93,1262,2226
90,13,4,28,30,2,4,21448,90,984,0.9949953330599355,0.9949837430352428,170815,11,81,911,1793
91,20,20,28,1,2,1,21398,40,1034,0.997209416773698,0.997199513863587,170526,68,370,821,1532
92,29,30,4,17,2,1,21394,39,1038,0.997250731599992,0.9972408545460432,170534,80,362,829,1528
93,30,6,29,23,1,3,21428,58,1004,0.9964231440991179,0.9964097247509518,170805,7,91,1157,2076
94,13,3,1,29,1,1,21424,65,1008,0.996100960300095,0.9960870432208071,170847,27,49,1257,2153
95,10,30,24,30,1,2,21437,79,995,0.9954807024322104,0.9954682462260851,170815,11,81,1024,1927
96,10,1,29,28,2,1,21407,44,1025,0.9970368810961212,0.9970276051979428,170541,79,355,750,1435
97,19,30,4,2,2,1,21399,43,1033,0.9970738707843704,0.9970642781482053,170541,85,355,803,1484
98,13,25,13,30,1,1,21424,54,1008,0.9966004685287491,0.9965866354819882,170805,7,91,1211,2140
99,30,20,23,17,1,2,21421,54,1011,0.9965972120773382,0.9965833661024962,170805,7,91,1203,2142
100,18,5,2,19,1,4,21450,134,982,0.9930114217145904,0.9929980993270324,170871,34,25,1188,2061
101,22,3,8,6,2,1,21391,36,1041,0.9973842617416807,0.9973743265113669,170527,69,369,822,1537
102,12,2,30,24,2,1,21407,44,1025,0.9970368810961212,0.9970275276294562,170539,80,357,760,1447
103,17,24,26,2,2,2,21431,73,1001,0.995745859228642,0.9957325626972462,170805,9,91,1138,2057
104,29,30,30,29,1,3,21429,58,1003,0.9964242370698273,0.9964108565059044,170805,7,91,1150,2070
105,11,28,3,20,2,2,21437,83,995,0.9952995230808087,0.995287002234278,170832,15,64,1049,1937
106,19,25,21,29,2,1,21399,40,1033,0.997210476232195,0.997200560394003,170531,70,365,823,1534
107,29,30,27,2,1,3,21425,58,1007,0.9964198645892147,0.9964064646331702,170794,2,102,1153,2073
108,9,1,6,30,2,1,21413,72,1019,0.995771007545594,0.9957620160651994,170563,101,333,736,1391
109,30,1,28,20,2,3,21425,57,1007,0.9964652806846194,0.9964516932713992,170802,3,94,1198,2102
110,25,4,1,5,1,1,21414,60,1018,0.9963169678167378,0.9963025853265308,170844,18,52,1293,2225
111,30,30,16,13,2,1,21393,35,1039,0.9974319379636779,0.9974216666032559,170521,65,375,864,1589
112,6,20,30,24,2,1,21419,81,1013,0.995369595848065,0.9953610891707111,170594,127,302,654,1316
113,5,2,4,16,2,1,21421,83,1011,0.9952812304855928,0.9952732538595634,170604,134,292,618,1234
114,25,1,22,6,1,1,21415,49,1017,0.9968180023981351,0.9968037233325768,170802,5,94,1252,2209
115,16,30,1,29,1,3,21439,100,993,0.994532598903551,0.9945181388448575,170883,50,13,1297,2237
116,30,20,28,26,2,1,21392,34,1040,0.9974764666056145,0.997466104748625,170520,64,376,870,1603
117,14,28,6,29,2,1,21402,45,1030,0.9969860295247988,0.996976617881769,170543,84,353,772,1456
118,14,3,2,4,2,1,21411,55,1021,0.9965408939685328,0.9965319089521788,170573,125,323,768,1390
119,3,1,27,27,2,1,21445,93,987,0.9948561598969748,0.9948488296749997,170621,126,275,523,1134
120,24,30,14,1,1,4,21419,76,1013,0.9955963026419395,0.9955836977628817,170729,0,167,1066,1950
121,24,5,8,29,2,1,21391,36,1041,0.9973842617416807,0.9973742618709616,170526,68,370,829,1547
122,28,28,2,8,2,1,21403,49,1029,0.9968050820618863,0.996795508817843,170562,118,334,828,1481
123,13,25,30,1,1,2,21429,81,1003,0.9953809936994971,0.9953680720824527,170789,2,107,1088,1999
124,26,2,28,9,2,5,21435,79,997,0.9954784333904876,0.9954659125439569,170806,4,90,1082,1937
125,25,29,28,27,2,4,21435,80,997,0.9954331283488768,0.9954204394372919,170817,10,79,1049,1963
126,28,30,27,2,2,1,21391,35,1041,0.9974298381245651,0.9974195603001026,170521,64,375,855,1590
127,8,18,30,22,1,1,21432,75,1000,0.9956563146036097,0.995643199065349,170807,10,89,1120,2029
128,17,1,1,25,1,1,21420,64,1012,0.9961419265068623,0.9961279124669662,170846,26,50,1258,2168
129,28,25,11,30,1,2,21422,56,1010,0.996507432637363,0.996493670695048,170811,7,85,1196,2129
130,11,29,1,8,1,1,21426,66,1006,0.9960577942242967,0.9960441809549143,170846,18,50,1209,2106
131,30,5,30,7,1,1,21417,46,1015,0.9969565755749595,0.9969420573399012,170803,6,93,1284,2246
132,12,7,1,1,2,1,21424,64,1008,0.9961463494472469,0.9961377199531227,170606,143,290,749,1335
133,22,27,25,30,2,1,21391,35,1041,0.9974298381245651,0.9974197348291972,170527,67,369,833,1563
134,29,16,5,20,2,2,21426,57,1006,0.9964663719341196,0.9964527457366561,170820,11,76,1207,2108
135,9,1,20,27,1,1,21431,75,1001,0.9956551876650443,0.9956419299178918,170806,9,90,1157,2051
136,22,1,30,23,2,1,21390,35,1042,0.9974287880610713,0.9974187106218656,170525,65,371,832,1559
137,29,28,14,30,1,1,21418,50,1014,0.9967757668723078,0.996761397310182,170804,7,92,1262,2223
138,30,17,25,1,2,2,21420,54,1012,0.9965961263955605,0.9965822674926375,170800,4,96,1204,2144
139,12,9,1,27,1,1,21427,67,1005,0.9960135287150509,0.9959998766614252,170847,27,49,1214,2112
140,14,25,3,4,2,4,21450,93,982,0.9948619669603789,0.9948500860538618,170823,17,73,1000,1838
141,10,3,29,30,2,1,21408,44,1024,0.997037947800816,0.9970286719026376,170542,80,354,749,1435
142,25,1,18,6,2,1,21391,36,1041,0.9973842617416807,0.9973742166226778,170525,65,371,834,1554
143,29,30,29,18,1,3,21429,58,1003,0.9964242370698273,0.9964108565059044,170805,7,91,1150,2070
144,21,25,3,1,2,3,21400,70,1032,0.9958472240060608,0.9958349423290301,170509,2,387,1122,1900
145,11,30,2,30,1,1,21431,63,1001,0.9961994648757295,0.9961860778477661,170823,11,73,1181,2071
146,16,25,23,29,2,1,21400,41,1032,0.9971659983169329,0.9971563151842002,170534,70,362,794,1498
147,6,1,30,22,2,1,21415,81,1017,0.9953650338001144,0.9953565917631659,170587,118,309,653,1306
148,14,1,2,1,2,1,21410,55,1022,0.9965398052721193,0.9965308331838464,170570,124,326,769,1388
149,28,9,3,27,2,1,21393,40,1039,0.9972041180292902,0.9971943961123143,170539,88,357,824,1504
150,24,30,14,3,2,1,21392,36,1040,0.9973853137437011,0.997375242768536,170526,66,370,835,1558
151,29,25,19,18,2,1,21393,36,1039,0.9973863656495902,0.9973761718576547,170523,65,373,849,1577
152,28,26,19,30,2,1,21393,36,1039,0.9973863656495902,0.9973761718576547,170523,65,373,849,1577
153,29,17,21,26,2,1,21392,35,1040,0.9974308880920963,0.9974206038035933,170522,64,374,855,1591
