observation,param_1,param_2,param_3,param_4,param_5,param_6,validation_good,validation_bad,validation_missed,validation_f17,objective_score,train_good,train_bad,train_missed,n_patterns,trie_nodes
55,30,8,29,5,2,4,3493,61,215,0.9819852238352806,0.9819417511417663,28245,23,33,845,1358
56,24,10,30,29,1,4,3494,64,214,0.9811850603762988,0.9811433803711769,28250,27,28,816,1302
57,26,28,2,29,2,2,3489,44,219,0.9865686413120317,0.9865204307991948,28259,28,19,945,1506
58,8,20,4,2,1,1,3492,39,216,0.987964487599518,0.9879207267953692,28255,27,23,855,1367
59,14,1,27,2,1,3,3486,62,222,0.9816400090110384,0.9815933991128375,28221,5,57,964,1456
60,1,1,13,29,1,1,3496,562,212,0.8629967909158233,0.8629552389598721,28256,26,22,817,1298
61,8,1,18,5,1,1,3492,38,216,0.9882384903609955,0.9881937371757724,28248,24,30,882,1398
62,30,1,28,15,1,4,3484,40,224,0.9876179245283018,0.9875690737696105,28232,12,46,1003,1526
63,22,29,22,1,1,5,3483,68,225,0.9799839060926132,0.9799430584071019,28122,3,156,806,1276
64,30,30,2,20,2,2,3489,44,219,0.9865686413120317,0.9865193423812423,28259,28,19,972,1540
65,18,18,29,27,1,1,3482,34,226,0.9892495113414246,0.9891980355747302,28249,27,29,1004,1608
66,22,28,29,2,1,3,3491,61,217,0.981964040594973,0.9819194794835062,28213,6,65,848,1392
67,22,29,2,29,1,3,3494,63,214,0.9814551603642677,0.9814105672405082,28268,38,10,861,1393
68,7,1,9,23,2,2,3496,91,212,0.9739735110407811,0.9739320551217082,28251,24,27,857,1295
69,25,6,1,4,1,3,3493,39,215,0.9879734805629724,0.9879271587754059,28249,26,29,918,1447
70,30,7,30,26,2,3,3492,36,216,0.9887869520897046,0.9887400220685765,28250,27,28,925,1466
71,11,27,2,1,2,1,3478,38,230,0.9881130960498204,0.9880795791793422,28127,149,151,610,1047
72,17,5,18,18,2,1,3459,30,249,0.9901585284166051,0.9901224825750019,28075,126,203,656,1126
73,30,27,13,30,1,5,3495,64,213,0.9811958517453776,0.981154363814012,28255,27,23,807,1296
74,30,12,10,2,1,4,3492,60,216,0.982245325052319,0.9822004758302177,28221,6,57,858,1401
75,12,17,5,30,2,1,3474,36,234,0.9886282143223031,0.9885946654395321,28111,140,167,610,1048
76,6,27,1,13,1,2,3499,223,209,0.9401567017400556,0.9401165263126915,28268,38,10,770,1255
77,28,29,28,2,1,5,3492,66,216,0.9806234203875316,0.9805819964807514,28196,6,82,809,1294
78,29,7,1,5,1,2,3490,36,218,0.9887693929125915,0.9887193256867768,28264,34,14,973,1564
79,10,3,25,1,1,2,3495,67,213,0.9803866566430662,0.9803441763306262,28223,6,55,820,1327
80,15,1,9,30,1,2,3490,57,218,0.9830376709049017,0.9829914131419207,28240,15,38,930,1445
81,30,10,1,6,2,1,3465,28,243,0.9907643038915734,0.9907243205379657,28099,112,179,735,1249
82,17,2,3,28,1,1,3485,33,223,0.9895507978874439,0.9894996422436767,28255,27,23,1012,1598
83,25,1,29,4,1,2,3483,33,225,0.9895336151643256,0.989482843668071,28235,15,43,999,1586
84,30,30,23,15,1,2,3488,36,220,0.9887518142235123,0.9887023552312593,28250,27,28,967,1545
85,9,15,17,1,2,2,3496,71,212,0.9793210862172324,0.9792817751217717,28236,23,42,771,1228
86,10,24,27,5,1,2,3497,69,211,0.979870209928156,0.9798302585868409,28255,27,23,779,1248
87,22,19,5,2,2,4,3493,74,215,0.9784807077107529,0.9784388356318746,28219,6,59,810,1308
88,14,30,16,28,2,2,3494,63,214,0.9814551603642677,0.9814122638920224,28251,31,27,827,1340
89,28,1,30,8,1,3,3485,36,223,0.988725409533753,0.988675374320231,28232,12,46,1016,1563
90,7,1,1,20,1,3,3493,231,215,0.938050530657844,0.9380057774726209,28269,41,9,1145,1398
91,7,25,5,30,1,1,3495,63,213,0.9814658803706823,0.9814229518861443,28256,31,22,828,1341
92,28,21,30,30,1,3,3492,40,216,0.9876906367380189,0.9876448271471361,28251,31,27,899,1431
93,28,30,1,1,1,4,3481,57,227,0.98294459818151,0.9829011895125812,28084,5,194,887,1356
94,22,1,29,5,1,1,3482,32,226,0.9898006754067791,0.9897462545091544,28246,23,32,1059,1700
95,26,1,1,24,2,4,3492,67,216,0.9803536235464545,0.9803058612057156,28269,41,9,1088,1492
96,17,28,4,13,2,3,3494,74,214,0.9784922146297749,0.9784518791409471,28259,28,19,784,1260
97,8,14,26,1,2,1,3483,40,225,0.9876088127711458,0.9875789773143303,28131,146,147,553,932
98,30,2,3,4,2,1,3463,27,245,0.9910255382959972,0.990985715003853,28086,108,192,730,1244
99,9,6,1,30,1,1,3493,48,215,0.9855149336688919,0.9854700204222051,28260,32,18,885,1403
100,30,5,30,27,2,1,3449,27,259,0.9909097177530569,0.9908695103134001,28054,101,224,731,1256
101,20,30,5,11,2,1,3465,27,243,0.9910420098846786,0.9910043634284394,28091,122,187,686,1176
102,16,5,1,25,2,3,3498,66,210,0.9806890055174269,0.9806470374016705,28267,34,11,820,1311
103,27,2,30,30,2,1,3456,28,252,0.9906893546759621,0.9906501716296723,28060,108,218,709,1224
104,30,12,16,16,1,5,3495,64,213,0.9811958517453776,0.981154139727963,28255,27,23,817,1303
105,11,9,23,3,1,1,3490,37,218,0.9884949385660309,0.9884472722621702,28250,27,28,933,1489
106,10,20,3,25,1,1,3493,37,215,0.9885214910741577,0.9884746891022004,28255,27,23,917,1462
107,12,21,29,1,1,1,3486,37,222,0.9884594663566506,0.9884110317577647,28245,23,33,942,1513
108,28,29,27,30,2,2,3486,36,222,0.9887342159899256,0.988685621329576,28249,27,29,939,1518
109,27,30,1,1,2,3,3489,37,219,0.9884860779002957,0.9884397881250221,28180,6,98,925,1446
110,20,1,4,8,1,4,3494,76,214,0.9779554182200875,0.9779119455265731,28242,22,36,999,1358
111,23,30,17,3,1,1,3481,33,227,0.9895164132943705,0.9894626326426001,28248,26,30,1047,1680
112,8,17,30,10,1,1,3491,40,217,0.9876815653522101,0.9876377085111832,28251,31,27,855,1370
113,11,1,6,8,2,2,3493,65,215,0.9809042403819151,0.9808620481801097,28250,23,28,854,1318
114,29,17,8,28,2,1,3453,27,255,0.9909429024037469,0.9909036873451644,28062,105,216,719,1225
115,18,4,29,30,2,5,3499,110,209,0.9689890279093212,0.9689483082729808,28251,24,27,822,1272
116,23,8,9,15,1,1,3483,33,225,0.9895336151643256,0.9894803467092388,28249,26,29,1041,1664
117,11,28,1,23,1,3,3500,144,208,0.960145722687969,0.9601029222526019,28272,41,6,807,1337
118,29,24,30,19,2,5,3494,66,214,0.9806453061499428,0.9806040423046263,28250,27,28,808,1289
119,3,28,29,6,1,1,3498,224,210,0.9398880087701386,0.9398494659697032,28257,32,21,750,1204
120,9,2,29,19,1,1,3492,38,216,0.9882384903609955,0.9881936411388943,28250,27,28,890,1401
121,28,30,2,9,1,2,3489,44,219,0.9865686413120317,0.9865203027500239,28259,28,19,944,1510
122,29,3,15,3,2,1,3450,27,258,0.9909180209212954,0.9908783256783221,28058,105,220,724,1240
123,14,1,23,25,1,1,3487,35,221,0.9890178460002497,0.9889684830448748,28247,24,31,954,1542
124,9,23,28,1,2,1,3481,40,227,0.9875905740565262,0.9875595541448801,28125,148,153,578,969
125,25,29,28,27,2,4,3494,65,214,0.9809151090124033,0.9808735570564522,28251,31,27,804,1298
126,18,29,26,23,1,2,3492,40,216,0.9876906367380189,0.9876458515405031,28251,31,27,879,1399
127,13,16,17,3,1,2,3493,64,215,0.9811742630659378,0.9811323909870595,28245,23,33,809,1308
128,22,14,3,30,2,3,3494,69,214,0.9798367873468129,0.9797935387393476,28259,28,19,844,1351
129,29,1,1,2,1,2,3483,34,225,0.9892581841730052,0.989207604750507,28189,28,89,1051,1580
130,21,1,30,11,1,5,3484,46,224,0.9859744846557015,0.9859258579830592,28233,12,45,1045,1519
131,18,14,1,27,2,2,3493,40,215,0.9876997030962816,0.9876540215545696,28262,33,16,898,1427
132,12,30,23,21,2,1,3474,36,234,0.9886282143223031,0.9885946654395321,28111,140,167,610,1048
133,11,4,18,6,2,4,3499,223,209,0.9401567017400556,0.9401170064970823,28253,23,25,788,1240
134,29,3,27,28,1,4,3490,60,218,0.9822242736043411,0.9821784640134582,28238,16,40,902,1431
135,29,29,27,1,2,3,3489,36,219,0.9887606060090798,0.9887133558650245,28206,6,72,914,1476
136,28,8,1,3,1,3,3492,39,216,0.987964487599518,0.9879168212956574,28247,27,31,954,1489
137,17,30,13,9,2,1,3459,30,249,0.9901585284166051,0.9901224825750019,28075,126,203,656,1126
138,10,2,27,1,2,1,3482,38,226,0.9881490226349128,0.9881163380840452,28118,149,160,602,1021
139,27,1,28,26,1,3,3485,36,223,0.988725409533753,0.9886759185292072,28232,12,46,1004,1546
140,13,12,5,30,1,1,3489,36,219,0.9887606060090798,0.9887125875699991,28255,27,23,937,1500
141,19,1,5,17,2,2,3492,36,216,0.9887869520897046,0.9887400220685765,28250,23,28,932,1466
142,26,27,29,1,2,1,3456,28,252,0.9906893546759621,0.9906502676665505,28062,108,216,709,1221
143,16,27,16,30,1,4,3497,74,211,0.9785266975213641,0.9784870022783908,28257,32,21,776,1240
144,7,9,21,3,2,1,3486,64,222,0.9810985151245651,0.9810690958275551,28139,146,139,543,919
145,30,4,30,28,1,3,3493,36,215,0.9887957243714225,0.9887484102027817,28248,24,30,929,1478
146,23,7,1,14,2,2,3489,37,219,0.9884860779002957,0.9884373551907752,28261,29,17,955,1522
147,11,2,20,28,1,1,3490,36,218,0.9887693929125915,0.9887215025226818,28250,27,28,941,1496
148,28,30,12,4,1,3,3493,39,215,0.9879734805629724,0.9879275749352113,28247,23,31,900,1434
149,14,29,2,30,2,1,3477,34,231,0.989206074641388,0.9891721416111043,28124,138,154,615,1060
150,25,1,30,2,2,1,3457,28,251,0.9906977010769574,0.9906582939446186,28057,105,221,711,1231
151,16,1,2,18,1,3,3495,66,213,0.9806562400040404,0.9806118069417444,28267,34,11,1022,1388
152,16,3,2,18,1,3,3497,66,211,0.9806780896828291,0.9806358014441454,28266,32,12,841,1321
153,16,17,2,26,1,3,3497,66,211,0.9806780896828291,0.9806366017514635,28267,34,11,798,1296
