observation,weight_1,weight_2,weight_3,weight_4,weight_code_1,weight_code_2,weight_code_3,weight_code_4,good_wt_1,good_wt_2,good_wt_3,good_wt_4,bad_wt_1,bad_wt_2,bad_wt_3,bad_wt_4,threshold_1,threshold_2,threshold_3,threshold_4,validation_good,validation_bad,validation_missed,validation_f17,objective_score,train_good,train_bad,train_missed,n_patterns,trie_nodes
36,12,29,30,7,15,32,33,10,1,1,1,1,12,29,30,7,11,40,5,40,3604,129,476,0.9636518232912828,0.9636198845419236,29216,620,2370,485,997
37,30,1,30,22,33,4,33,25,1,1,1,1,30,1,30,22,41,10,39,10,2476,48,1604,0.9690347224396505,0.9690180643156115,20300,217,11286,145,520
38,14,12,5,1/4,17,15,8,1,1,1,1,4,14,12,5,1,33,27,15,15,3439,67,641,0.9776885725007677,0.9776674294971798,27614,410,3972,278,660
39,15,1/5,1/4,25,18,0,1,28,1,5,4,1,15,1,1,25,17,2,4,37,3886,983,194,0.8007055109803388,0.8006479123129887,31559,4758,27,1287,1798
40,10,28,20,1/2,13,31,23,3,1,1,1,2,10,28,20,1,1,6,37,1,3679,182,401,0.9517822309837584,0.951675618989909,30568,0,1018,2258,3328
41,18,4,1/5,1/4,21,7,0,1,1,1,5,4,18,4,1,1,42,5,42,39,2766,259,1314,0.9080463543547487,0.9080232251902177,22333,910,9253,468,722
42,29,26,16,12,32,29,19,15,1,1,1,1,29,26,16,12,42,13,4,19,3587,105,493,0.9695223473955067,0.9694772423211858,29261,352,2325,758,1408
43,17,14,24,28,20,17,27,31,1,1,1,1,17,14,24,28,29,30,41,3,3038,63,1042,0.9735369706913458,0.9735181982669481,24823,379,6763,205,586
44,25,1/3,28,1/3,28,2,31,2,1,3,1,3,25,1,28,1,5,5,3,41,3582,102,498,0.9702268738217512,0.9701642136474816,29515,210,2071,1092,1956
45,4,1/3,2,1/3,7,2,5,2,1,3,1,3,4,1,2,1,40,42,11,6,3577,194,503,0.9470027904415462,0.946978956510229,28624,407,2962,385,744
46,8,3,13,29,11,6,16,32,1,1,1,1,8,3,13,29,41,40,42,38,3254,138,826,0.9554401954336184,0.9554246905643206,26108,944,5478,146,484
47,26,30,28,24,29,33,31,27,1,1,1,1,26,30,28,24,2,1,26,42,3626,118,454,0.9667477177715212,0.9666572833789021,29935,30,1651,1754,2823
48,22,22,1/4,2,25,25,1,5,1,1,4,1,22,22,1,2,13,32,4,40,3861,836,219,0.8241793427911525,0.8241267415610141,31364,3609,222,1027,1642
49,2,7,21,1/4,5,10,24,1,1,1,1,4,2,7,21,1,3,9,5,17,3489,468,591,0.8811807670742982,0.8811570933172505,28082,717,3504,414,739
50,22,1,28,15,25,4,31,18,1,1,1,1,22,1,28,15,34,5,21,1,2928,51,1152,0.9756682727872523,0.9756293504397382,24007,2,7579,486,1215
51,9,1,26,13,12,4,29,16,1,1,1,1,9,1,26,13,4,11,42,41,3686,191,394,0.9497405348023479,0.9497089804712356,29726,888,1860,508,985
52,15,26,21,27,18,29,24,30,1,1,1,1,15,26,21,27,1,40,3,40,3742,222,338,0.9434437967687932,0.9433395233192802,31086,584,500,2081,3255
53,12,27,24,4,15,30,27,7,1,1,1,1,12,27,24,4,38,3,15,22,3353,80,727,0.9730291299326164,0.9730077306501971,27031,453,4555,268,668
54,28,1/5,11,1/5,31,0,14,0,1,5,1,5,28,1,11,1,30,19,41,6,2916,51,1164,0.9754922622990304,0.9754703184240945,23887,194,7699,257,685
55,7,18,4,29,10,21,7,32,1,1,1,1,7,18,4,29,15,13,27,8,3538,256,542,0.9311212405124588,0.9311010265196347,28535,1025,3051,259,631
56,17,30,14,12,20,33,17,15,1,1,1,1,17,30,14,12,3,40,3,40,3660,124,420,0.9657195930257103,0.9656681450503131,29856,505,1730,879,1606
57,28,29,30,2,31,32,33,5,1,1,1,1,28,29,30,2,21,3,32,31,2908,53,1172,0.9747333561262731,0.9747118927741459,23786,243,7800,258,670
58,28,27,8,4,31,30,11,7,1,1,1,1,28,27,8,4,42,23,4,7,3662,146,418,0.960287824116808,0.9602505355468439,29662,575,1924,605,1164
59,7,1/5,5,1/4,10,0,8,1,1,5,1,4,7,1,5,1,17,29,24,27,3448,202,632,0.9424369977587056,0.9424169119052971,27772,564,3814,274,627
60,21,1,14,27,24,4,17,30,1,1,1,1,21,1,14,27,31,19,38,2,2886,52,1194,0.9747233893084395,0.9747029831064917,23665,252,7921,222,637
61,14,7,7,2,17,10,10,5,1,1,1,1,14,7,7,2,32,42,11,23,3527,96,553,0.9710528779177013,0.971030261310833,28376,616,3210,305,706
62,29,20,14,1/4,32,23,17,1,1,1,1,4,29,20,14,1,2,33,28,41,3631,124,449,0.9653063937259073,0.9652231351405665,29894,255,1692,1626,2599
63,18,27,30,10,21,30,33,13,1,1,1,1,18,27,30,10,37,7,2,41,3664,147,416,0.9600721102196323,0.9599910300043581,30346,390,1240,1442,2531
64,11,15,29,27,14,18,32,30,1,1,1,1,11,15,29,27,1,41,4,5,3758,226,322,0.9428187219010918,0.9427236424546541,31078,664,508,1865,2968
65,19,2,7,20,22,5,10,23,1,1,1,1,19,2,7,20,16,24,39,1,3222,57,858,0.9778392847387876,0.9777928982703099,26174,3,5412,641,1448
66,29,4,8,15,32,7,11,18,1,1,1,1,29,4,8,15,1,23,39,40,3684,193,396,0.9492252116689771,0.9490872055182852,30921,257,665,2976,4308
67,17,22,10,25,20,25,13,28,1,1,1,1,17,22,10,25,22,42,39,4,3169,70,911,0.9733339066656019,0.9733137887773395,25783,402,5803,242,628
68,8,30,26,30,11,33,29,33,1,1,1,1,8,30,26,30,32,7,42,36,3328,143,752,0.955448756595984,0.9554318101582598,26956,914,4630,177,529
69,19,1/5,26,14,22,0,29,17,1,5,1,1,19,1,26,14,2,1,20,4,3573,102,507,0.9701067035920828,0.9700274173286282,29374,1,2212,1605,2475
70,30,1/3,19,1/4,33,2,22,1,1,3,1,4,30,1,19,1,40,13,5,38,3510,85,570,0.9737287430299333,0.973686681266735,28679,303,2907,689,1313
71,4,20,30,29,7,23,33,32,1,1,1,1,4,20,30,29,33,22,8,42,3638,308,442,0.9213205425610584,0.9212989190346618,29201,1525,2385,281,675
72,22,1/3,26,1/3,25,2,29,2,1,3,1,3,22,1,26,1,7,9,10,33,3455,71,625,0.9767944179945041,0.9767604930842017,27981,318,3605,532,1059
73,28,1/5,11,30,31,0,14,33,1,5,1,1,28,1,11,30,5,40,30,8,3442,80,638,0.9741987342775306,0.9741534049592323,28209,266,3377,765,1415
74,10,25,1/5,20,13,28,0,23,1,1,5,1,10,25,1,20,41,36,33,15,3837,736,243,0.840868349426053,0.840844835843275,30963,3803,623,414,734
75,1/5,13,1/3,11,0,16,2,14,5,1,3,1,1,13,1,11,17,5,2,2,3856,1088,224,0.782670823590543,0.7825915373270883,31578,1333,8,1294,2475
76,30,24,30,22,33,27,33,25,1,1,1,1,30,24,30,22,1,33,40,42,3684,193,396,0.9492252116689771,0.9490860842983979,30921,255,665,3005,4343
77,26,30,5,29,29,33,8,32,1,1,1,1,26,30,5,29,11,1,4,14,3631,97,449,0.9721448766278273,0.9720879827272635,29526,213,2060,954,1776
78,27,30,26,8,30,33,29,11,1,1,1,1,27,30,26,8,42,20,3,36,3591,122,489,0.9652343603004025,0.9651710914639084,29556,288,2030,1112,1975
79,14,1/5,18,11,17,0,21,14,1,5,1,1,14,1,18,11,41,16,28,7,3075,60,1005,0.9749833539427376,0.9749654144245418,24992,330,6594,194,560
80,11,1/4,16,1/4,14,1,19,1,1,4,1,4,11,1,16,1,4,26,5,39,3650,146,430,0.9601018497085501,0.9600663871252595,29520,559,2066,586,1107
81,30,30,26,25,33,33,29,28,1,1,1,1,30,30,26,25,32,31,7,39,3352,68,728,0.976348596061983,0.9763104745858169,27402,244,4184,586,1190
82,6,3,25,1,9,6,28,4,1,1,1,1,6,3,25,1,39,39,42,28,3315,240,765,0.9297433740008414,0.9297278050618357,26725,1126,4861,150,486
83,23,20,13,22,26,23,16,25,1,1,1,1,23,20,13,22,2,6,21,24,3657,121,423,0.9664274162006744,0.9663540563851951,30056,334,1530,1403,2290
84,12,12,4,1/3,15,15,7,2,1,1,1,3,12,12,4,1,40,5,3,2,3598,104,482,0.9699263524515038,0.969869074132693,29285,1,2301,1020,1788
85,24,9,10,30,27,12,13,33,1,1,1,1,24,9,10,30,29,26,42,1,2968,52,1112,0.9759305537287912,0.9758890045232556,24286,3,7300,516,1297
86,30,2,25,5,33,5,28,8,1,1,1,1,30,2,25,5,31,36,11,21,3213,56,867,0.9780166929459823,0.9779871568106671,26196,241,5390,427,922
87,21,19,27,1/5,24,22,30,0,1,1,1,5,21,19,27,1,23,2,33,38,3003,55,1077,0.9754940814178611,0.9754723297520487,24453,250,7133,265,679
88,1,1/5,9,27,4,0,12,30,1,5,1,1,1,1,9,27,3,38,39,32,3324,375,756,0.8967738802466938,0.8967548835783186,26639,975,4947,294,593
89,27,29,3,24,30,32,6,27,1,1,1,1,27,29,3,24,6,2,41,8,3434,72,646,0.9762671003104495,0.9762255190700599,28073,261,3513,678,1298
90,1/2,29,24,20,3,32,27,23,2,1,1,1,1,29,24,20,41,1,2,28,3780,685,300,0.8480470239831288,0.8479060065561683,31349,201,237,2715,4402
91,22,19,19,29,25,22,22,32,1,1,1,1,22,19,19,29,40,35,1,41,3722,211,358,0.9456444966132613,0.9454915301857882,31496,345,90,2920,4775
92,13,1/5,7,8,16,0,10,11,1,5,1,1,13,1,7,8,20,9,42,14,3273,63,807,0.9767583440767799,0.9767362720624283,26441,266,5145,299,689
93,24,18,9,29,27,21,12,32,1,1,1,1,24,18,9,29,2,7,27,36,3657,124,423,0.9656771358707994,0.9656024305914555,30049,327,1537,1432,2332
94,10,11,29,1,13,14,32,4,1,1,1,1,10,11,29,1,11,1,1,30,3726,215,354,0.9447788669753384,0.9446418218702641,31500,54,86,2713,4278
95,24,25,19,1/4,27,28,22,1,1,1,1,4,24,25,19,1,5,39,21,12,3482,72,598,0.9768496179008674,0.9768075241028151,28451,278,3135,706,1314
96,15,22,28,29,18,25,31,32,1,1,1,1,15,22,28,29,40,37,41,37,2924,66,1156,0.9708479978750248,0.9708317882389408,23710,435,7876,152,506
97,30,7,19,1/4,33,10,22,1,1,1,1,4,30,7,19,1,24,36,3,42,3602,113,478,0.9676812723316229,0.9676193489589935,29557,275,2029,1093,1933
98,20,1/3,19,1,23,2,22,4,1,3,1,1,20,1,19,1,2,23,38,7,3670,127,410,0.9651138939584397,0.9650438978026222,30114,396,1472,1321,2185
99,11,1/5,11,29,14,0,14,32,1,5,1,1,11,1,11,29,15,4,23,35,3319,66,761,0.9764923945982524,0.9764546895751873,26898,10,4688,601,1177
100,4,27,7,10,7,30,10,13,1,1,1,1,4,27,7,10,41,1,1,26,3758,283,322,0.9297883605738066,0.9296606055763694,31508,122,78,2540,3988
101,16,1/2,30,19,19,3,33,22,1,2,1,1,16,1,30,19,5,40,35,28,3567,94,513,0.972098828684955,0.9720650319140682,29011,537,2575,543,1055
102,9,26,21,28,12,29,24,31,1,1,1,1,9,26,21,28,42,17,39,35,3235,117,845,0.9609215341476165,0.9609059331737569,25931,778,5655,146,487
103,22,29,9,1/4,25,32,12,1,1,1,1,4,22,29,9,1,13,25,10,40,3423,72,657,0.9761314055950039,0.976102958644722,27610,358,3976,424,888
104,9,1/5,6,1/4,12,0,9,1,1,5,1,4,9,1,6,1,27,18,42,9,3252,75,828,0.973052548428215,0.9730333275158624,26259,348,5327,233,600
105,27,14,13,13,30,17,16,16,1,1,1,1,27,14,13,13,42,4,3,2,3647,121,433,0.9662872525329603,0.9662325370024631,29824,314,1762,927,1708
106,26,1/5,22,4,29,0,25,7,1,5,1,1,26,1,22,4,42,42,29,41,2833,55,1247,0.9729243365020058,0.9729055320427542,23230,273,8356,196,587
107,6,30,28,4,9,33,31,7,1,1,1,1,6,30,28,4,1,7,7,37,3791,347,289,0.9163999574554492,0.9163234261894317,31099,1197,487,1444,2389
108,25,1,27,24,28,4,30,27,1,1,1,1,25,1,27,24,14,1,38,20,3147,54,933,0.9777603788005891,0.9777205915120191,25646,21,5940,571,1242
109,6,26,11,1/5,9,29,14,0,1,1,1,5,6,26,11,1,32,42,1,3,3561,208,519,0.9432562870508208,0.9431331130374943,29759,0,1827,2328,3845
110,28,1/5,1/3,1,31,0,2,4,1,5,3,1,28,1,1,1,1,18,11,16,3723,223,357,0.9428467234620176,0.942711440273909,31200,578,386,2919,4223
111,30,21,25,3,33,24,28,6,1,1,1,1,30,21,25,3,5,12,39,40,3432,78,648,0.9746123700800818,0.9745655030887953,28116,245,3470,796,1463
112,16,1/3,19,28,19,2,22,31,1,3,1,1,16,1,19,28,39,35,40,38,2910,65,1170,0.970938573954823,0.9709221721096154,23554,419,8032,153,512
113,26,1/2,4,29,29,3,7,32,1,2,1,1,26,1,4,29,10,23,6,25,3601,101,479,0.9707350737014632,0.9706984578634313,29144,517,2442,599,1143
114,13,28,14,14,16,31,17,17,1,1,1,1,13,28,14,14,30,2,7,33,3551,79,529,0.9758175322890904,0.9757861381322478,28707,374,2879,461,980
115,15,4,28,1/2,18,7,31,3,1,1,1,2,15,4,28,1,3,38,27,1,3607,117,473,0.9667338493535452,0.9666696515062874,29447,0,2139,1185,2004
116,12,1/5,5,25,15,0,8,28,1,5,1,1,12,1,5,25,42,16,28,39,3277,80,803,0.9719824645702455,0.9719643008080723,26411,441,5175,206,567
117,30,28,3,1/2,33,31,6,3,1,1,1,2,30,28,3,1,1,25,30,35,3684,193,396,0.9492252116689771,0.9490860842983979,30921,255,665,3005,4343
118,24,6,30,29,27,9,33,32,1,1,1,1,24,6,30,29,15,6,40,6,3148,60,932,0.9759908725631231,0.9759664299695814,25590,286,5996,330,763
119,18,1/3,17,6,21,2,20,9,1,3,1,1,18,1,17,6,10,5,4,30,3577,86,503,0.9743036602439435,0.9742583629604992,29142,254,2444,751,1414
120,9,15,30,15,12,18,33,18,1,1,1,1,9,15,30,15,41,40,2,14,3715,183,365,0.952163705518705,0.9521004687170648,30531,755,1055,1037,1974
121,29,28,2,1/3,32,31,5,2,1,1,1,3,29,28,2,1,42,21,28,37,3471,207,609,0.941660969495719,0.9416417165485124,27943,848,3643,244,601
122,29,11,24,27,32,14,27,30,1,1,1,1,29,11,24,27,1,42,32,39,3684,193,396,0.9492252116689771,0.9490872055182852,30921,257,665,2976,4308
123,1/2,1,1/4,2,3,4,1,5,2,1,4,1,1,1,1,2,15,6,42,25,3774,783,306,0.829913842012904,0.8298949734839445,30159,2455,1427,306,589
124,10,26,17,28,13,29,20,31,1,1,1,1,10,26,17,28,39,42,12,10,3487,114,593,0.9657728121243678,0.965751605051072,28043,691,3543,269,662
125,26,1/5,20,11,29,0,23,14,1,5,1,1,26,1,20,11,1,9,1,4,3694,208,386,0.9458310716004876,0.945660486003358,31492,204,94,3378,5325
126,28,26,22,30,31,29,25,33,1,1,1,1,28,26,22,30,22,15,12,42,3210,60,870,0.9768121234252328,0.9767847976948382,26030,263,5556,384,853
127,7,1,23,25,10,4,26,28,1,1,1,1,7,1,23,25,2,42,31,42,3753,305,327,0.9247395550999892,0.9246949305484772,30499,1233,1087,762,1393
128,25,17,5,1/5,28,20,8,0,1,1,1,5,25,17,5,1,30,38,37,36,3169,63,911,0.9753890475721462,0.9753694102066925,25624,375,5962,229,613
129,15,30,30,1/4,18,33,33,1,1,1,1,4,15,30,30,1,1,15,42,4,3670,178,410,0.9525935462436148,0.9524770675147578,30600,2,986,2439,3636
130,13,2,16,25,16,5,19,28,1,1,1,1,13,2,16,25,4,2,3,8,3685,143,395,0.9613779141360382,0.9613298618551567,29952,402,1634,825,1500
131,30,5,6,25,33,8,9,28,1,1,1,1,30,5,6,25,13,42,2,39,3712,144,368,0.9615384615384617,0.961468529452352,30480,469,1106,1241,2183
132,1/5,1/4,11,22,0,1,14,25,5,4,1,1,1,1,11,22,2,29,42,12,3334,407,746,0.8895933059037616,0.8895658520339512,26749,1062,4837,453,857
133,22,29,24,3,25,32,27,6,1,1,1,1,22,29,24,3,40,19,3,40,3608,119,472,0.9662404996170388,0.9661802740916673,29608,311,1978,1048,1880
134,9,1/5,1,1/4,12,0,4,1,1,5,1,4,9,1,1,1,24,1,3,10,3554,206,526,0.9436066270178421,0.943563251825633,28673,409,2913,959,1354
135,28,27,18,26,31,30,21,29,1,1,1,1,28,27,18,26,20,7,30,1,2968,50,1112,0.9765599294560481,0.9765201101326242,24250,2,7336,512,1243
136,24,15,14,1/3,27,18,17,2,1,1,1,3,24,15,14,1,18,32,33,41,3117,60,963,0.9755685339242456,0.9755461415613548,25234,299,6352,288,699
137,29,1/4,4,4,32,1,7,7,1,4,1,1,29,1,4,4,40,6,42,21,3204,93,876,0.9671985655032511,0.9671789601726514,25902,564,5684,222,612
138,10,9,13,30,13,12,16,33,1,1,1,1,10,9,13,30,42,10,1,13,3755,234,325,0.9409093870432642,0.940782849370276,31502,707,84,2224,3950
139,29,24,27,14,32,27,30,17,1,1,1,1,29,24,27,14,9,1,4,32,3501,82,579,0.9744109280978809,0.9743452246124887,28781,27,2805,1106,2051
140,10,30,29,22,13,33,32,25,1,1,1,1,10,30,29,22,29,39,39,3,3284,94,796,0.9681489605075412,0.968128746514717,26476,531,5110,232,631
141,14,6,19,1/2,17,9,22,3,1,1,1,2,14,6,19,1,21,24,41,42,3296,82,784,0.9716866546385068,0.9716677220398394,26639,554,4947,224,591
142,14,1/4,9,30,17,1,12,33,1,4,1,1,14,1,9,30,4,40,36,12,3647,144,433,0.9605507825051753,0.9605141346322896,29449,580,2137,609,1144
143,30,1/3,28,28,33,2,31,31,1,3,1,1,30,1,28,28,29,3,29,16,2647,41,1433,0.9746524095675742,0.9746220725609109,21889,18,9697,368,947
144,25,29,10,26,28,32,13,29,1,1,1,1,25,29,10,26,26,40,3,3,3660,138,420,0.9622361737703884,0.9621845976555755,29871,403,1715,881,1610
145,20,19,5,2,23,22,8,5,1,1,1,1,20,19,5,2,2,7,18,1,3654,116,426,0.9676394258778667,0.9675496321823259,30110,3,1476,1676,2803
146,12,30,7,5,15,33,10,8,1,1,1,1,12,30,7,5,42,36,28,42,3270,93,810,0.9682175913588801,0.9682002284680549,26471,609,5115,181,542
147,30,26,11,21,33,29,14,24,1,1,1,1,30,26,11,21,10,41,3,29,3618,120,462,0.9661293940462077,0.966068367649488,29627,287,1959,1076,1905
148,28,19,25,29,31,22,28,32,1,1,1,1,28,19,25,29,28,4,40,37,2724,49,1356,0.9731560407839552,0.9731369800458722,22340,234,9246,201,595
149,16,1/3,13,1/5,19,2,16,0,1,3,1,5,16,1,13,1,39,22,40,11,2914,51,1166,0.9754627924882001,0.9754450772139818,23608,283,7978,184,553
150,12,12,25,10,15,15,28,13,1,1,1,1,12,12,25,10,13,12,7,1,3542,79,538,0.9757091934835188,0.9756497367946413,28797,7,2789,905,1856
151,30,1/2,8,4,33,3,11,7,1,2,1,1,30,1,8,4,35,21,29,18,3122,73,958,0.9717682945808821,0.9717489455291137,25482,444,6104,221,604
152,26,29,28,1/2,29,32,31,3,1,1,1,2,26,29,28,1,21,6,14,32,3129,57,951,0.9766283381400053,0.9766029024659919,25423,260,6163,343,794
153,25,1/5,19,6,28,0,22,9,1,5,1,1,25,1,19,6,35,3,28,16,2784,43,1296,0.9761365469169654,0.9761076835135825,22958,40,8628,383,901
