observation,weight_1,weight_2,weight_3,weight_4,weight_code_1,weight_code_2,weight_code_3,weight_code_4,good_wt_1,good_wt_2,good_wt_3,good_wt_4,bad_wt_1,bad_wt_2,bad_wt_3,bad_wt_4,threshold_1,threshold_2,threshold_3,threshold_4,validation_good,validation_bad,validation_missed,validation_f17,objective_score,train_good,train_bad,train_missed,n_patterns,trie_nodes
70,23,15,27,1,26,18,30,4,1,1,1,1,23,15,27,1,15,38,27,1,21690,624,19878,0.9555453348770082,0.9555121727664416,179067,658,154487,4979,10110
71,19,19,27,1/2,22,22,30,3,1,1,1,2,19,19,27,1,19,40,34,1,22327,629,19241,0.9570803455382831,0.957044923418401,184786,618,148768,5282,10799
72,20,20,27,1/2,23,23,30,3,1,1,1,2,20,20,27,1,15,40,35,1,22814,666,18754,0.9568924441819731,0.9568563233944796,188364,597,145190,5619,11012
73,19,20,27,1/2,22,23,30,3,1,1,1,2,19,20,27,1,15,40,36,1,23284,688,18284,0.9572470226838437,0.9572093503950349,192690,619,140864,5881,11485
74,19,20,27,1/2,22,23,30,3,1,1,1,2,19,20,27,1,19,40,34,1,22327,629,19241,0.9570803455382831,0.957044923418401,184786,618,148768,5282,10799
75,19,20,27,1/2,22,23,30,3,1,1,1,2,19,20,27,1,15,40,37,1,23288,688,18280,0.9572571999815849,0.9572195112921279,192683,617,140871,5881,11490
76,19,21,29,1/2,22,24,32,3,1,1,1,2,19,21,29,1,15,41,37,4,23705,812,17863,0.9536157747077201,0.9535997151930481,194325,3949,139229,2675,4896
77,18,20,29,1/2,21,23,32,3,1,1,1,2,18,20,29,1,15,41,37,4,24592,899,16976,0.9527152306592067,0.9526991842650532,201089,4419,132465,2653,4892
78,19,21,29,1/2,22,24,32,3,1,1,1,2,19,21,29,1,14,41,38,4,24064,858,17504,0.9528440398940089,0.9528272521905589,197300,4021,136254,2839,5118
79,19,20,29,1/2,22,23,32,3,1,1,1,2,19,20,29,1,15,41,38,4,23687,811,17881,0.9536059647173443,0.9535899314437093,194214,3949,139340,2671,4888
80,18,21,29,1/2,21,24,32,3,1,1,1,2,18,21,29,1,15,41,37,4,24592,899,16976,0.9527152306592067,0.9526991842650532,201089,4419,132465,2653,4892
81,16,23,27,1/4,19,26,30,1,1,1,1,4,16,23,27,1,10,39,34,7,27140,1026,14428,0.9544897594573265,0.9544682746082452,222559,4569,110995,3842,6550
82,20,23,26,1/4,23,26,29,1,1,1,1,4,20,23,26,1,9,39,35,7,25009,900,16559,0.9537345865217919,0.9537106448556172,205879,3350,127675,4488,7299
83,16,24,27,1/4,19,27,30,1,1,1,1,4,16,24,27,1,8,39,34,8,27934,1126,13634,0.9530483627520286,0.9530245522910392,229579,5033,103975,4437,7259
84,20,24,27,1/4,23,27,30,1,1,1,1,4,20,24,27,1,8,39,34,7,25433,933,16135,0.9536168674662655,0.9535907773151827,209823,3391,123731,5004,7954
85,20,25,27,1/4,23,28,30,1,1,1,1,4,20,25,27,1,8,39,34,7,25433,933,16135,0.9536168674662655,0.9535907773151827,209823,3391,123731,5004,7954
86,21,18,25,2,24,21,28,5,1,1,1,1,21,18,25,2,18,37,40,2,21713,667,19855,0.9538406660411108,0.9538268632556247,178094,3427,155460,2237,4208
87,21,18,25,2,24,21,28,5,1,1,1,1,21,18,25,2,16,37,40,3,22359,747,19209,0.9524503263864396,0.9524365957638053,183251,3890,150303,2339,4186
88,21,19,25,2,24,22,28,5,1,1,1,1,21,19,25,2,18,37,31,2,22011,686,19557,0.9539134678141424,0.953899241891934,180476,3455,153078,2296,4337
89,21,19,25,2,24,22,28,5,1,1,1,1,21,19,25,2,18,37,40,2,21713,667,19855,0.9538406660411108,0.9538268632556247,178094,3427,155460,2237,4208
90,21,18,25,1,24,21,28,4,1,1,1,1,21,18,25,1,18,37,40,2,21701,661,19867,0.9540528230748805,0.9540389481265426,178044,3369,155510,2249,4230
91,18,16,30,1/3,21,19,33,2,1,1,1,3,18,16,30,1,13,42,33,5,25091,888,16477,0.9543649903121932,0.9543463558957611,205486,3984,128068,3175,5681
92,14,22,30,1/3,17,25,33,2,1,1,1,3,14,22,30,1,22,42,32,5,26272,1030,15296,0.9523215738244961,0.9523064917884541,214002,5240,119552,2280,4598
93,14,16,28,1/5,17,19,31,0,1,1,1,5,14,16,28,1,22,42,32,6,25332,862,16236,0.9558711438002708,0.9558555074223212,206517,3938,127037,2505,4767
94,18,16,30,1/3,21,19,33,2,1,1,1,3,18,16,30,1,22,42,32,5,22934,741,18634,0.9542767693899104,0.9542630781288317,187579,3743,145975,2070,4174
95,18,22,30,1/3,21,25,33,2,1,1,1,3,18,22,30,1,22,42,32,5,22934,741,18634,0.9542767693899104,0.9542630781288317,187579,3743,145975,2070,4174
96,22,13,28,1/5,25,16,31,0,1,1,1,5,22,13,28,1,20,40,35,10,20332,566,21236,0.9540433758457915,0.9540301634836389,166907,2519,166647,2118,4028
97,16,13,28,1/5,19,16,31,0,1,1,1,5,16,13,28,1,16,40,36,11,25422,929,16146,0.9537300968586409,0.9537165860046919,207236,4919,126318,2281,4119
98,16,13,28,1/5,19,16,31,0,1,1,1,5,16,13,28,1,16,40,36,12,25467,942,16101,0.9533853096228012,0.9533721038209079,207666,5071,125888,2243,4026
99,13,16,28,1/5,16,19,31,0,1,1,1,5,13,16,28,1,20,40,36,3,25523,785,16045,0.9590353659086468,0.9589945020537073,210741,497,122813,6774,12458
100,10,13,28,1/5,13,16,31,0,1,1,1,5,10,13,28,1,20,40,36,3,27195,964,14373,0.9566548634088926,0.9566094959359701,224049,539,109505,7729,13831
101,9,16,26,1,12,19,29,4,1,1,1,1,9,16,26,1,23,38,38,3,31736,2004,9832,0.9362601986750279,0.9362507847029877,256931,12393,76623,1463,2870
102,8,19,26,1,11,22,29,4,1,1,1,1,8,19,26,1,14,38,38,3,33513,2202,8055,0.935279746684952,0.9352682563908555,272001,13563,61553,1912,3503
103,11,16,22,1,14,19,25,4,1,1,1,1,11,16,22,1,23,2,39,3,29788,1666,11780,0.9409823264135899,0.9409688352404187,241958,9762,91596,2079,4113
104,10,19,26,1,13,22,29,4,1,1,1,1,10,19,26,1,13,38,38,3,32002,1900,9566,0.939706336631105,0.9396942985553602,260117,11679,73437,2012,3670
105,9,16,26,1,12,19,29,4,1,1,1,1,9,16,26,1,23,33,30,3,31778,2007,9790,0.9362811447980093,0.9362716324220802,257287,12394,76267,1475,2900
106,14,17,28,4,17,20,31,7,1,1,1,1,14,17,28,4,21,36,36,1,26669,1096,14899,0.9510696100646696,0.9510148942222996,219373,1785,114181,7732,16681
107,7,14,28,3,10,17,31,6,1,1,1,1,7,14,28,3,20,36,36,1,33440,2024,8128,0.9396932733248508,0.9396053199289326,276127,3074,57427,13869,26814
108,4,17,1/2,3,7,20,3,6,1,1,2,1,4,17,1,3,20,36,36,6,39789,6868,1779,0.854662484679484,0.8546540317854256,321150,34585,12404,1618,2577
109,11,17,1/2,3,14,20,3,6,1,1,2,1,11,17,1,3,20,36,36,6,39833,6987,1735,0.8526818817783427,0.8526702143572462,321230,34615,12324,2519,3557
110,13,17,1/2,3,16,20,3,6,1,1,2,1,13,17,1,3,20,36,36,6,39800,7565,1768,0.8423448000870282,0.8423321551873018,321175,34860,12379,2783,3855
111,13,20,23,1/5,16,23,26,0,1,1,1,5,13,20,23,1,14,40,33,2,26290,808,15278,0.9599304789793848,0.9598878766557409,217470,401,116084,7552,12988
112,13,20,23,1/5,16,23,26,0,1,1,1,5,13,20,23,1,5,40,35,2,28538,1024,13030,0.9575828833653445,0.9575281544024559,237253,411,96301,10742,16685
113,17,20,23,1/5,20,23,26,0,1,1,1,5,17,20,23,1,14,40,30,2,24100,686,17468,0.9593322728930118,0.9592951221448143,199636,368,133918,6388,11326
114,13,20,23,1/5,16,23,26,0,1,1,1,5,13,20,23,1,16,40,33,2,25970,800,15598,0.9595078098098129,0.9594661620038916,214475,399,119079,7292,12697
115,13,20,24,1/5,16,23,27,0,1,1,1,5,13,20,24,1,5,40,30,2,28549,1025,13019,0.9575741231936266,0.9575193712698306,237380,411,96174,10746,16692
116,13,20,23,1/5,16,23,26,0,1,1,1,5,13,20,23,1,6,41,33,2,28253,972,13315,0.9586432617418785,0.9585913012083982,234621,411,98933,10014,15841
117,13,20,23,1/5,16,23,26,0,1,1,1,5,13,20,23,1,5,41,33,2,28545,1025,13023,0.9575658605378875,0.9575111184544803,237320,411,96234,10744,16689
118,13,20,23,1/5,16,23,26,0,1,1,1,5,13,20,23,1,5,41,33,2,28545,1025,13023,0.9575658605378875,0.9575111184544803,237320,411,96234,10744,16689
119,13,20,23,1/5,16,23,26,0,1,1,1,5,13,20,23,1,5,41,33,2,28545,1025,13023,0.9575658605378875,0.9575111184544803,237320,411,96234,10744,16689
120,13,20,23,1/5,16,23,26,0,1,1,1,5,13,20,23,1,1,41,33,2,30692,1878,10876,0.9371614499681831,0.9370606122230754,257789,420,75765,24926,30742
121,13,22,22,1/4,16,25,25,1,1,1,1,4,13,22,22,1,5,41,30,4,30141,1215,11427,0.9550307602223558,0.9549705829641505,250573,1174,82981,10563,18346
122,13,22,22,1/4,16,25,25,1,1,1,1,4,13,22,22,1,5,41,30,4,30141,1215,11427,0.9550307602223558,0.9549705829641505,250573,1174,82981,10563,18346
123,13,22,22,1/4,16,25,25,1,1,1,1,4,13,22,22,1,5,41,29,4,30153,1215,11415,0.9550551121246674,0.9549949217459437,250660,1175,82894,10565,18350
124,13,21,22,1/4,16,24,25,1,1,1,1,4,13,21,22,1,5,41,29,4,30153,1215,11415,0.9550551121246674,0.9549949217459437,250660,1175,82894,10565,18350
125,12,22,22,1/4,15,25,25,1,1,1,1,4,12,22,22,1,5,41,33,4,30700,1259,10868,0.9548638650276602,0.9548026643690102,255121,1251,78433,10687,18658
126,11,20,24,1/3,14,23,27,2,1,1,1,3,11,20,24,1,3,39,33,2,31831,1566,9737,0.9484684637438983,0.9483952053287257,265296,933,68258,14106,22334
127,11,20,24,1/3,14,23,27,2,1,1,1,3,11,20,24,1,3,39,33,2,31831,1566,9737,0.9484684637438983,0.9483952053287257,265296,933,68258,14106,22334
128,11,20,24,1/5,14,23,27,0,1,1,1,5,11,20,24,1,3,39,33,2,29771,1326,11797,0.9509551076105157,0.95089120412505,248278,444,85276,13255,19482
129,11,20,24,1/3,14,23,27,2,1,1,1,3,11,20,24,1,2,39,33,2,32292,1715,9276,0.9453654200950752,0.9452832725286033,269624,935,63930,16744,25044
130,11,20,24,1/3,14,23,27,2,1,1,1,3,11,20,24,1,2,39,33,2,32292,1715,9276,0.9453654200950752,0.9452832725286033,269624,935,63930,16744,25044
131,14,18,23,1/5,17,21,26,0,1,1,1,5,14,18,23,1,6,42,31,3,28095,986,13473,0.957868775216718,0.9578165063510524,233625,503,99929,9822,15935
132,14,18,23,1/5,17,21,26,0,1,1,1,5,14,18,23,1,7,42,31,3,27822,956,13746,0.9582624389504646,0.9582122956087997,230952,502,102602,9261,15287
133,14,18,23,1/5,17,21,26,0,1,1,1,5,14,18,23,1,7,42,31,3,27822,956,13746,0.9582624389504646,0.9582122956087997,230952,502,102602,9261,15287
134,14,18,23,1/5,17,21,26,0,1,1,1,5,14,18,23,1,7,42,35,3,27803,955,13765,0.9582549234512757,0.958204796510259,230841,502,102713,9258,15282
135,14,21,23,1/5,17,24,26,0,1,1,1,5,14,21,23,1,7,42,31,3,27822,956,13746,0.9582624389504646,0.9582122956087997,230952,502,102602,9261,15287
136,15,18,20,1/5,18,21,23,0,1,1,1,5,15,18,20,1,7,42,31,3,27445,941,14123,0.9579527002782583,0.95790320968239,228037,487,105517,9107,15088
137,14,18,23,1/5,17,21,26,0,1,1,1,5,14,18,23,1,7,42,31,3,27822,956,13746,0.9582624389504646,0.9582122956087997,230952,502,102602,9261,15287
138,15,18,20,1/5,18,21,23,0,1,1,1,5,15,18,20,1,7,42,31,3,27445,941,14123,0.9579527002782583,0.95790320968239,228037,487,105517,9107,15088
139,15,18,20,1/5,18,21,23,0,1,1,1,5,15,18,20,1,7,42,31,3,27445,941,14123,0.9579527002782583,0.95790320968239,228037,487,105517,9107,15088
140,15,18,20,1/5,18,21,23,0,1,1,1,5,15,18,20,1,7,42,31,3,27445,941,14123,0.9579527002782583,0.95790320968239,228037,487,105517,9107,15088
141,15,18,19,1/4,18,21,22,1,1,1,1,4,15,18,19,1,9,42,31,5,28014,1102,13554,0.9539915491346173,0.9539678534781649,229998,4448,103556,4289,7224
142,15,18,20,1/4,18,21,23,1,1,1,1,4,15,18,20,1,7,42,31,5,28686,1170,12882,0.9533323762123533,0.9533048756055293,236003,4517,97551,5191,8384
143,15,18,19,1/4,18,21,22,1,1,1,1,4,15,18,19,1,7,42,28,5,28729,1171,12839,0.9533951739865717,0.9533676077771551,236299,4521,97255,5200,8404
144,15,19,19,1/4,18,22,22,1,1,1,1,4,15,19,19,1,7,42,28,5,28729,1171,12839,0.9533951739865717,0.9533676077771551,236299,4521,97255,5200,8404
145,15,18,19,1/4,18,21,22,1,1,1,1,4,15,18,19,1,7,42,28,5,28729,1171,12839,0.9533951739865717,0.9533676077771551,236299,4521,97255,5200,8404
146,14,17,17,1/5,17,20,20,0,1,1,1,5,14,17,17,1,9,42,30,3,27205,883,14363,0.9593548114085819,0.9593079416362885,225871,502,107683,8370,14289
147,14,17,21,1/5,17,20,24,0,1,1,1,5,14,17,21,1,6,42,31,3,28108,986,13460,0.9578959278176958,0.9578436458315117,233697,503,99857,9824,15939
148,14,17,21,1/5,17,20,24,0,1,1,1,5,14,17,21,1,10,42,30,3,26874,862,14694,0.9593526350961565,0.9593071659392155,222800,498,110754,8036,13862
149,14,17,21,1/5,17,20,24,0,1,1,1,5,14,17,21,1,10,42,31,3,26874,862,14694,0.9593526350961565,0.9593071659392155,222800,498,110754,8036,13862
150,14,17,21,1/5,17,20,24,0,1,1,1,5,14,17,21,1,10,42,31,3,26874,862,14694,0.9593526350961565,0.9593071659392155,222800,498,110754,8036,13862
151,12,19,21,1/3,15,22,24,2,1,1,1,3,12,19,21,1,11,38,30,4,29961,1356,11607,0.9504784274611843,0.9504567294036771,244884,6008,88670,3704,6615
152,12,19,17,1/3,15,22,20,2,1,1,1,3,12,19,17,1,10,38,30,6,30500,1482,11068,0.947978660844938,0.9479588127805425,249114,7211,84440,3380,6051
153,12,19,17,1/3,15,22,20,2,1,1,1,3,12,19,17,1,11,41,30,8,30430,1506,11138,0.947130037250254,0.9471151225008231,248119,8536,85435,2573,4547
