observation,weight_1,weight_2,weight_3,weight_4,weight_code_1,weight_code_2,weight_code_3,weight_code_4,good_wt_1,good_wt_2,good_wt_3,good_wt_4,bad_wt_1,bad_wt_2,bad_wt_3,bad_wt_4,threshold_1,threshold_2,threshold_3,threshold_4,validation_good,validation_bad,validation_missed,validation_f17,objective_score,train_good,train_bad,train_missed,n_patterns,trie_nodes
50,3,1/3,1/2,1/5,6,2,3,0,1,3,2,5,3,1,1,1,4,29,3,14,128430,4091,45343,0.9631332134047627,0.9631204040323765,1033584,2785,363880,13120,14977
51,27,1/2,7,29,30,3,10,32,1,2,1,1,27,1,7,29,40,25,27,19,164151,3213,9622,0.980051725399956,0.9800458317373325,1322561,14880,74903,3976,6891
52,6,8,19,22,9,11,22,25,1,1,1,1,6,8,19,22,34,34,4,21,171400,6332,2373,0.964803148072741,0.9647879157216563,1382457,33056,15007,9978,17810
53,1/2,27,14,25,3,30,17,28,2,1,1,1,1,27,14,25,14,38,17,1,171163,25256,2610,0.8734317694164213,0.8733910115449478,1385487,969,11977,33626,47655
54,18,1/2,1/3,20,21,3,2,23,1,2,3,1,18,1,1,20,4,35,30,4,171958,9873,1815,0.9465412640865428,0.9465208428149622,1387084,15529,10380,17957,23877
55,1/4,15,12,27,1,18,15,30,4,1,1,1,1,15,12,27,15,5,7,32,172329,37063,1444,0.8258065641484301,0.8257944911631458,1388564,37476,8900,10093,14116
56,29,9,6,26,32,12,9,29,1,1,1,1,29,9,6,26,10,41,1,41,172458,7025,1315,0.9614715602713515,0.9614324522148832,1394859,23645,2605,31655,45726
57,1/3,30,9,9,2,33,12,12,3,1,1,1,1,30,9,9,35,40,42,32,171958,42858,1815,0.8035603051545936,0.8035562084133417,1383959,83168,13505,2982,4790
58,1/4,27,14,30,1,30,17,33,4,1,1,1,1,27,14,30,4,24,41,22,172505,42031,1268,0.8071514257343485,0.8071444869323074,1388436,75203,9028,5312,8113
59,9,1/3,23,15,12,2,26,18,1,3,1,1,9,1,23,15,18,39,5,21,170059,4084,3714,0.9765895084060927,0.9765733421006348,1373214,14120,24250,11370,18902
60,1/5,12,1/4,1,0,15,1,4,5,1,4,1,1,12,1,1,5,28,32,25,169667,48437,4106,0.7810931151089291,0.7810871496036614,1366103,52262,31361,5022,6975
61,20,2,27,24,23,5,30,27,1,1,1,1,20,2,27,24,40,31,26,18,162814,3082,10959,0.9804909910381916,0.9804847698073218,1312022,14691,85442,3857,7274
62,16,1/3,30,30,19,2,33,33,1,3,1,1,16,1,30,30,30,23,14,35,165788,2551,7985,0.9842106462968205,0.9842010544485659,1337020,8777,60444,6421,11215
63,29,27,12,18,32,30,15,21,1,1,1,1,29,27,12,18,12,8,20,15,165819,3257,7954,0.9801918709671471,0.9801827965569838,1336563,12627,60901,6390,10610
64,18,20,12,18,21,23,15,21,1,1,1,1,18,20,12,18,25,38,2,12,171863,5406,1910,0.969886525370222,0.969856267643289,1388933,16020,8531,22659,35378
65,28,26,1/4,1/5,31,29,1,0,1,1,4,5,28,26,1,1,16,35,42,7,99974,1601,73799,0.9704427223881894,0.9704346948279827,807277,786,590187,7367,9386
66,17,9,29,25,20,12,32,28,1,1,1,1,17,9,29,25,36,20,18,12,165430,3142,8343,0.9807558893077986,0.9807480020118017,1333244,14843,64220,4958,9222
67,15,16,26,10,18,19,29,13,1,1,1,1,15,16,26,10,6,2,32,27,165606,2940,8167,0.9819476415551354,0.9819360774552467,1335089,9654,62375,9271,13521
68,18,9,1/2,19,21,12,3,22,1,1,2,1,18,9,1,19,22,33,22,36,172125,12214,1648,0.9348132773953378,0.9348070980726771,1385541,74412,11923,5060,7225
69,25,5,12,1,28,8,15,4,1,1,1,1,25,5,12,1,41,26,10,29,168217,3714,5556,0.9781887124941501,0.9781774708308902,1356266,16133,41198,7539,13144
70,1/4,26,24,30,1,29,27,33,4,1,1,1,1,26,24,30,42,24,33,40,172150,42599,1623,0.804704428767835,0.8046997778119002,1385160,80591,12304,3593,5438
71,27,8,14,23,30,11,17,26,1,1,1,1,27,8,14,23,17,27,37,40,162697,3343,11076,0.9789544381269532,0.9789482314356661,1310512,15705,86952,4313,7257
72,20,4,1,1/5,23,7,4,0,1,1,1,5,20,4,1,1,15,25,17,19,146860,1616,26913,0.9857570655879498,0.9857489559218642,1182498,4422,214966,6996,9482
73,2,28,13,5,5,31,16,8,1,1,1,1,2,28,13,5,20,42,21,14,169903,13053,3870,0.9295881422757951,0.9295828532887593,1367501,35990,29963,3600,6184
74,3,8,27,13,6,11,30,16,1,1,1,1,3,8,27,13,29,8,9,2,169980,5979,3793,0.9662605772505948,0.9662400370965436,1372577,4958,24887,14205,24016
75,18,5,1/3,1,21,8,2,4,1,1,3,1,18,5,1,1,6,7,6,27,164511,10111,9262,0.9421894055508827,0.9421769528259083,1324703,41324,72761,11164,14560
76,18,9,12,22,21,12,15,25,1,1,1,1,18,9,12,22,2,11,30,38,166782,4198,6991,0.9751288414020312,0.9751159516343053,1344350,17531,53114,11054,15071
77,14,15,1/2,12,17,18,3,15,1,1,2,1,14,15,1,12,23,11,12,16,172469,9418,1304,0.949067358585007,0.9490586998358559,1389263,49843,8201,7145,10124
78,2,6,3,1/2,5,9,6,3,1,1,1,2,2,6,3,1,6,20,9,16,168496,10675,5277,0.9409870400949296,0.9409792562865511,1358111,16487,39353,6264,9101
79,1/3,6,24,22,2,9,27,25,3,1,1,1,1,6,24,22,8,9,16,21,170929,36033,2844,0.8285529560070853,0.8285455254250402,1376821,38644,20643,6078,8688
80,14,20,1/4,24,17,23,1,27,1,1,4,1,14,20,1,24,27,4,37,39,172676,15183,1097,0.9205592489666127,0.9205519706225515,1389766,90145,7698,6270,8510
81,6,9,18,16,9,12,21,19,1,1,1,1,6,9,18,16,15,42,26,10,167429,4732,6344,0.9723320148921062,0.9723257534635665,1348990,22977,48474,4132,7321
82,1/3,14,10,30,2,17,13,33,3,1,1,1,1,14,10,30,5,17,41,37,171712,40279,2061,0.8129277632783442,0.8129218516550596,1382077,65339,15387,4791,6912
83,23,13,1/3,15,26,16,2,18,1,1,3,1,23,13,1,15,25,32,19,6,172348,11831,1425,0.9368221753355748,0.9368074202249115,1389176,26181,8288,12270,17252
84,1/5,7,4,8,0,10,7,11,5,1,1,1,1,7,4,8,6,38,25,29,171210,41466,2563,0.8079833149864506,0.8079789351509703,1378088,70802,19376,3438,5121
85,1/2,2,5,2,3,5,8,5,2,1,1,1,1,2,5,2,8,12,8,38,171221,26649,2552,0.867433420238286,0.8674263608432352,1379563,36985,17901,5950,8254
86,13,11,8,28,16,14,11,31,1,1,1,1,13,11,8,28,35,41,6,31,170495,5256,3278,0.9703124622961374,0.9702993664084446,1375220,26985,22244,8793,15312
87,23,3,8,11,26,6,11,14,1,1,1,1,23,3,8,11,22,11,5,26,170583,4960,3190,0.9719408162381572,0.9719243805227841,1376365,16830,21099,11733,19217
88,24,5,2,19,27,8,5,22,1,1,1,1,24,5,2,19,40,24,25,12,168017,4728,5756,0.9725144293804853,0.9725083475585559,1353508,25757,43956,4313,7111
89,1/3,30,7,24,2,33,10,27,3,1,1,1,1,30,7,24,11,29,32,26,172371,42676,1402,0.80463904840186,0.8046335875056401,1387209,80328,10255,4042,6385
90,6,16,2,13,9,19,5,16,1,1,1,1,6,16,2,13,23,3,15,6,169875,4099,3898,0.9764615711285362,0.9764499163700728,1369803,15218,27661,8413,13627
91,18,8,1,23,21,11,4,26,1,1,1,1,18,8,1,23,27,23,38,34,168353,7134,5420,0.9595348536061453,0.9595303018614809,1354688,46284,42776,3420,5322
92,10,24,11,9,13,27,14,12,1,1,1,1,10,24,11,9,20,13,32,22,165554,4637,8219,0.972344843237483,0.9723397603704141,1332993,23177,64471,3429,5943
93,4,27,10,15,7,30,13,18,1,1,1,1,4,27,10,15,39,27,5,40,171426,9646,2347,0.9474922401985076,0.9474813893934424,1381994,46080,15470,6971,12687
94,3,2,2,24,6,5,5,27,1,1,1,1,3,2,2,24,28,22,16,37,170002,10130,3771,0.944430265811771,0.9444259321608476,1369445,42435,28019,3212,5067
95,28,3,1/3,22,31,6,2,25,1,1,3,1,28,3,1,22,25,36,6,34,173163,21775,610,0.8902309182802124,0.8902210655747381,1394623,90741,2841,8182,11520
96,2,7,5,22,5,10,8,25,1,1,1,1,2,7,5,22,2,24,33,37,170728,16157,3045,0.9148294666738398,0.9148230778101338,1375036,55226,22428,5251,7470
97,8,24,1/2,25,11,27,3,28,1,1,2,1,8,24,1,25,6,17,34,7,171350,5616,2423,0.9686146250124504,0.9686032379533632,1380624,25018,16840,8812,13314
98,3,27,16,10,6,30,19,13,1,1,1,1,3,27,16,10,20,40,7,25,171139,10771,2634,0.9416318023171297,0.9416241057462476,1378430,46817,19034,4811,8999
99,4,21,21,18,7,24,24,21,1,1,1,1,4,21,21,18,30,23,11,15,169728,7790,4045,0.9565207100191555,0.9565138174016714,1367214,33350,30250,4523,8059
100,14,17,1/5,26,17,20,0,29,1,1,5,1,14,17,1,26,40,24,30,39,172981,17232,792,0.9109815350618956,0.9109757885056385,1392219,99420,5245,5010,6719
101,21,2,16,17,24,5,19,20,1,1,1,1,21,2,16,17,18,31,40,39,162562,3376,11211,0.9787308083882268,0.9787251858460577,1309239,17012,88225,3866,6574
102,15,28,8,8,18,31,11,11,1,1,1,1,15,28,8,8,31,19,10,20,169035,4286,4738,0.9752204522655161,0.975210807390548,1362725,21267,34739,6442,11277
103,12,1/2,30,25,15,3,33,28,1,2,1,1,12,1,30,25,6,39,37,22,165220,3847,8553,0.9767019750164814,0.9766947633834467,1330837,17915,66627,5542,8432
104,1,2,13,11,4,5,16,14,1,1,1,1,1,2,13,11,39,16,25,27,168559,24652,5214,0.8741678345817371,0.8741640696850793,1356797,36008,40667,2842,4402
105,17,10,1/4,8,20,13,1,11,1,1,4,1,17,10,1,8,34,1,15,17,172030,10700,1743,0.9423675133603863,0.9423537033226005,1385728,52788,11736,12496,16147
106,10,16,2,3,13,19,5,6,1,1,1,1,10,16,2,3,37,40,16,12,169441,5093,4332,0.9709041055638826,0.9708977534767683,1365231,25276,32233,4539,7427
107,14,17,1/3,22,17,20,2,25,1,1,3,1,14,17,1,22,9,38,9,9,172934,8715,839,0.9528491364994105,0.9528350296830831,1393557,38399,3907,12171,16494
108,18,10,1/5,2,21,13,0,5,1,1,5,1,18,10,1,2,31,28,2,10,163613,10911,10160,0.9375620670065231,0.9375506842237838,1317205,25567,80259,10209,13309
109,1/4,13,16,1/3,1,16,19,2,4,1,1,3,1,13,16,1,33,20,23,19,161613,30381,12160,0.8433614476428953,0.8433547200924387,1301619,10651,95845,5799,7866
110,1/5,19,3,29,0,22,6,32,5,1,1,1,1,19,3,29,7,18,4,42,172981,54110,792,0.7653192147546392,0.7653118106859508,1393039,72088,4425,5813,8657
111,18,10,15,11,21,13,18,14,1,1,1,1,18,10,15,11,13,40,33,6,164383,2669,9390,0.9832317720542135,0.983223722256998,1324398,10027,73066,5505,9412
112,11,27,24,8,14,30,27,11,1,1,1,1,11,27,24,8,11,16,25,12,166588,4218,7185,0.9749666023548135,0.9749596011180937,1341998,19147,55466,4812,8186
113,1/2,5,21,26,3,8,24,29,2,1,1,1,1,5,21,26,35,17,29,9,170202,28548,3571,0.8585200760694326,0.8585130081216862,1370319,31620,27145,4763,8264
114,4,19,1/5,1/2,7,22,0,3,1,1,5,2,4,19,1,1,34,8,28,11,152177,4636,21596,0.9683415186042575,0.9683337715724706,1225515,9270,171949,6940,9058
115,6,27,1/5,1/3,9,30,0,2,1,1,5,3,6,27,1,1,9,2,8,25,147745,3179,26028,0.9759812626394677,0.975966166276245,1189011,8237,208453,14248,17651
116,26,13,27,24,29,16,30,27,1,1,1,1,26,13,27,24,18,1,12,23,166438,2425,7335,0.9850663939413309,0.9850505560593888,1343657,5177,53807,11569,18518
117,18,5,1,25,21,8,4,28,1,1,1,1,18,5,1,25,42,23,8,12,171831,6506,1942,0.9640119269062954,0.9640031851959958,1384645,37900,12819,6771,10221
118,2,28,11,10,5,31,14,13,1,1,1,1,2,28,11,10,22,2,7,31,171236,11636,2537,0.9373035264871064,0.9372861397119687,1381177,21493,16287,14096,20329
119,4,1/5,1,27,7,0,4,30,1,5,1,1,4,1,1,27,37,26,26,28,169495,9590,4278,0.9470118130218358,0.9470066865360187,1364280,49642,33184,4631,5994
120,1/5,28,1,16,0,31,4,19,5,1,1,1,1,28,1,16,12,24,28,35,172624,55418,1149,0.7606035021141925,0.7605979881912591,1389468,82938,7996,4298,6447
121,21,13,20,11,24,16,23,14,1,1,1,1,21,13,20,11,11,35,34,30,163906,3505,9867,0.978319934601199,0.9783128615218352,1320502,17268,76962,5038,8270
122,17,1/4,13,17,20,1,16,20,1,4,1,1,17,1,13,17,15,33,5,4,169894,2817,3879,0.9835685567442418,0.9835494987723596,1372346,5987,25118,13986,22283
123,6,17,9,1/2,9,20,12,3,1,1,1,2,6,17,9,1,39,6,40,19,164287,3195,9486,0.9801869626369462,0.9801809252890344,1323470,12700,73994,4116,7059
124,16,13,19,28,19,16,22,31,1,1,1,1,16,13,19,28,31,10,2,12,171804,5302,1969,0.9704283804944145,0.9703967868364094,1388545,15366,8919,23478,36940
125,1/3,17,5,10,2,20,8,13,3,1,1,1,1,17,5,10,13,15,31,13,171899,39299,1874,0.8168182865723131,0.8168106336201791,1384005,47894,13459,5617,8948
126,5,13,4,30,8,16,7,33,1,1,1,1,5,13,4,30,40,2,30,39,167196,4789,6577,0.9719524550408917,0.9719413579181896,1348176,18734,49288,8335,12975
127,3,15,26,21,6,18,29,24,1,1,1,1,3,15,26,21,34,28,30,36,167961,11036,5812,0.9388933645744383,0.9388903583018913,1351772,51217,45692,2070,3515
128,3,16,28,1/4,6,19,31,1,1,1,1,4,3,16,28,1,30,13,39,41,162138,6033,11635,0.9634839018833983,0.9634790157283311,1305325,13702,92139,3675,5713
129,29,13,26,25,32,16,29,28,1,1,1,1,29,13,26,25,14,35,2,26,171513,5328,2260,0.9702078814053473,0.9701719455437231,1387106,13466,10358,27258,42017
130,4,1,1/3,20,7,4,2,23,1,1,3,1,4,1,1,20,15,31,3,14,173248,11471,525,0.939013142975331,0.9389978439132196,1396766,54613,698,12937,17888
131,23,10,13,18,26,13,16,21,1,1,1,1,23,10,13,18,37,42,33,18,162107,3113,11666,0.9801436667737662,0.980138302523008,1306277,15365,91187,3407,6272
132,26,1/5,26,14,29,0,29,17,1,5,1,1,26,1,26,14,40,34,42,15,157517,1637,16256,0.987899505777428,0.9878940722498345,1269612,6261,127852,3529,6353
133,11,22,5,1/2,14,25,8,3,1,1,1,2,11,22,5,1,15,13,13,10,167367,3094,6406,0.9814678288348536,0.9814584071852439,1349944,8440,47520,6802,11016
134,15,23,7,18,18,26,10,21,1,1,1,1,15,23,7,18,38,26,10,2,168911,2398,4862,0.9857183440450034,0.985700896545726,1363655,3826,33809,12123,20400
135,1/4,1/5,30,11,1,0,33,14,4,5,1,1,1,1,30,11,17,29,10,40,167251,4109,6522,0.975746443024391,0.9757325320647956,1349581,12165,47883,10297,16265
136,30,4,29,19,33,7,32,22,1,1,1,1,30,4,29,19,26,22,10,8,167163,2906,6610,0.9824848592137865,0.9824710508865399,1349000,8773,48464,9155,16145
137,30,2,10,22,33,5,13,25,1,1,1,1,30,2,10,22,30,7,35,10,162172,2743,11601,0.9823119401914665,0.9823058284351021,1306494,11008,90970,4071,7146
138,23,1/2,11,26,26,3,14,29,1,2,1,1,23,1,11,26,40,20,26,8,163442,2544,10331,0.9837503808495085,0.9837438149450011,1317365,9818,80099,4314,7677
139,4,3,23,8,7,6,26,11,1,1,1,1,4,3,23,8,3,41,38,39,168907,9757,4866,0.9459070020986058,0.9459008065258232,1360695,46883,36769,4984,7244
140,4,15,17,16,7,18,20,19,1,1,1,1,4,15,17,16,4,37,12,6,170365,6564,3408,0.9632440129209774,0.9632325086899588,1373511,19094,23953,8389,13451
141,25,13,13,17,28,16,16,20,1,1,1,1,25,13,13,17,35,15,29,24,162758,3198,11015,0.9798067982186031,0.9798009054112491,1311988,15315,85476,3769,6890
142,6,26,24,19,9,29,27,22,1,1,1,1,6,26,24,19,36,37,30,36,166036,6588,7737,0.9617081051750804,0.9617045669248594,1337288,40318,60176,2236,4137
143,27,29,26,24,30,32,29,27,1,1,1,1,27,29,26,24,28,24,4,18,170408,4734,3365,0.9731226324792299,0.9730991057238318,1376186,13181,21278,16696,27508
144,9,5,21,13,12,8,24,16,1,1,1,1,9,5,21,13,4,10,29,4,167582,3416,6191,0.9797051799583171,0.979693038551467,1350730,9557,46734,8897,14196
145,20,20,18,22,23,23,21,25,1,1,1,1,20,20,18,22,7,37,37,2,164320,2132,9453,0.9863238799023426,0.9863093497275768,1325258,2976,72206,10314,16989
146,23,1/2,22,15,26,3,25,18,1,2,1,1,23,1,22,15,41,15,27,40,161837,2338,11936,0.9846078554960193,0.9846012074856328,1304761,8661,92703,4273,7773
147,25,1,8,22,28,4,11,25,1,1,1,1,25,1,8,22,7,35,35,22,165182,3652,8591,0.9777972043081278,0.9777888774035707,1331270,16453,66194,6441,9736
148,8,18,1/4,26,11,21,1,29,1,1,4,1,8,18,1,26,41,41,32,6,172569,7341,1204,0.9598511040214973,0.9598362702260334,1390739,27112,6725,11850,17344
149,1/2,28,20,1/3,3,31,23,2,2,1,1,3,1,28,20,1,13,30,3,25,159842,22249,13931,0.8786165524362175,0.8786079039503012,1287815,12962,109649,6663,10112
150,1/5,6,17,30,0,9,20,33,5,1,1,1,1,6,17,30,27,11,27,23,169981,37022,3792,0.8237972185497222,0.8237913685058469,1368279,41427,29185,4645,6840
151,6,30,11,12,9,33,14,15,1,1,1,1,6,30,11,12,7,34,30,10,168253,4931,5520,0.9714613138957543,0.9714540389727713,1355450,23235,42014,5193,8506
152,22,1/5,1/5,8,25,0,0,11,1,5,5,1,22,1,1,8,21,33,29,19,171888,17905,1885,0.9071918578200753,0.9071836822982325,1383511,58962,13953,7777,9559
153,1/3,20,19,6,2,23,22,9,3,1,1,1,1,20,19,6,40,7,19,40,171702,37938,2071,0.821844791752125,0.8218357404342401,1383009,43651,14455,7204,10583
