method,eval,param_1,param_2,param_3,param_4,param_5,good,bad,missed,trie_nodes,n_patterns,f_17,score,best_score_so_far,best_f17_so_far
random,28,28,25,20,27,1,400529.00,4548.00,16707.00,66158.0,44576,0.988179,0.987963,0.992065,0.992266
random,29,25,6,27,17,1,399508.00,4327.00,17728.00,64981.0,43149,0.988629,0.988416,0.992065,0.992266
random,30,25,27,10,4,1,403497.00,4847.00,13739.00,60228.0,41233,0.987700,0.987503,0.992065,0.992266
random,31,7,13,25,26,1,409174.00,8440.00,8062.00,55262.0,36025,0.979808,0.979627,0.992065,0.992266
random,32,1,16,13,7,1,412146.00,10322.00,5090.00,57338.0,37153,0.975809,0.975621,0.992065,0.992266
random,33,4,11,29,10,1,411070.00,9395.00,6166.00,55297.0,36029,0.977806,0.977625,0.992065,0.992266
random,34,16,22,11,30,1,406002.00,6666.00,11234.00,57945.0,38156,0.983629,0.983439,0.992065,0.992266
random,35,29,8,15,10,1,401562.00,4593.00,15674.00,65144.0,44273,0.988152,0.987939,0.992065,0.992266
random,36,9,2,19,16,1,404175.00,5171.00,13061.00,59474.0,41967,0.986987,0.986792,0.992065,0.992266
random,37,2,9,28,8,1,410728.00,9799.00,6508.00,57443.0,36753,0.976851,0.976663,0.992065,0.992266
random,38,5,15,30,8,1,410925.00,9062.00,6311.00,55501.0,36244,0.978551,0.978369,0.992065,0.992266
random,39,21,23,8,22,1,406693.00,6625.00,10543.00,59329.0,40175,0.983785,0.983590,0.992065,0.992266
random,40,12,19,20,17,1,405389.00,6762.00,11847.00,56599.0,37029,0.983351,0.983165,0.992065,0.992266
random,41,3,26,10,6,1,411771.00,10094.00,5465.00,58869.0,37978,0.976287,0.976094,0.992065,0.992266
random,42,2,18,21,1,1,368732.00,1264.00,48504.00,48744.0,34976,0.994045,0.993886,0.993886,0.994045
random,43,16,7,20,6,1,403757.00,5564.00,13479.00,57527.0,37559,0.986025,0.985837,0.993886,0.994045
random,44,21,12,29,5,1,399830.00,4106.00,17406.00,62715.0,41277,0.989184,0.988978,0.993886,0.994045
random,45,11,4,28,27,1,406693.00,6682.00,10543.00,55182.0,36527,0.983652,0.983471,0.993886,0.994045
random,46,8,20,25,17,1,408960.00,8264.00,8276.00,56067.0,36749,0.980192,0.980009,0.993886,0.994045
random,47,16,8,3,27,1,412202.00,9807.00,5034.00,57264.0,39363,0.976982,0.976795,0.993886,0.994045
random,48,28,19,11,11,1,404340.00,5518.00,12896.00,62640.0,42991,0.986182,0.985977,0.993886,0.994045
random,49,22,27,27,24,1,400512.00,4840.00,16724.00,63794.0,42028,0.987481,0.987272,0.993886,0.994045
random,50,20,3,5,27,1,409393.00,7541.00,7843.00,57820.0,40663,0.981899,0.981710,0.993886,0.994045
random,51,19,1,4,20,1,410405.00,8497.00,6831.00,62800.0,51044,0.979794,0.979588,0.993886,0.994045
random,52,1,5,17,21,1,407049.00,6914.00,10187.00,55941.0,36916,0.983143,0.982959,0.993886,0.994045
random,53,20,7,22,8,1,401837.00,4849.00,15399.00,61093.0,40116,0.987564,0.987364,0.993886,0.994045
random,54,10,23,20,26,1,408374.00,8051.00,8862.00,56280.0,36826,0.980628,0.980444,0.993886,0.994045
random,55,20,18,3,12,1,412087.00,9870.00,5149.00,59307.0,41979,0.976828,0.976633,0.993886,0.994045
random,56,8,8,30,12,1,408379.00,7695.00,8857.00,54143.0,35595,0.981451,0.981273,0.993886,0.994045
random,57,27,19,24,16,1,399661.00,4365.00,17575.00,66588.0,44572,0.988550,0.988332,0.993886,0.994045
random,58,18,15,6,22,1,408946.00,7732.00,8290.00,57742.0,38927,0.981417,0.981228,0.993886,0.994045
random,59,9,1,20,6,1,398083.00,3018.00,19153.00,67125.0,50127,0.991678,0.991458,0.993886,0.994045
random,60,29,29,28,12,1,398624.00,4065.00,18612.00,68411.0,46042,0.989191,0.988967,0.993886,0.994045
random,61,1,28,13,29,1,414134.00,12817.00,3102.00,62775.0,40244,0.970422,0.970216,0.993886,0.994045
random,62,29,26,9,12,1,405165.00,5885.00,12071.00,62561.0,43357,0.985386,0.985181,0.993886,0.994045
random,63,26,10,6,17,1,408523.00,7346.00,8713.00,60161.0,42104,0.982271,0.982074,0.993886,0.994045
random,64,29,21,18,3,1,399495.00,3711.00,17741.00,65548.0,44629,0.990107,0.989892,0.993886,0.994045
random,65,19,30,5,16,1,410012.00,8159.00,7224.00,58714.0,40175,0.980533,0.980340,0.993886,0.994045
random,66,27,23,21,22,1,400208.00,4509.00,17028.00,66106.0,44348,0.988247,0.988031,0.993886,0.994045
random,67,11,9,25,25,1,407807.00,7667.00,9429.00,55439.0,36230,0.981463,0.981281,0.993886,0.994045
random,68,27,28,16,16,1,401692.00,4811.00,15544.00,64708.0,43627,0.987643,0.987431,0.993886,0.994045
random,69,24,20,22,24,1,400692.00,4698.00,16544.00,64461.0,42748,0.987834,0.987623,0.993886,0.994045
random,70,27,11,12,3,1,401864.00,4255.00,15372.00,62348.0,42514,0.988981,0.988777,0.993886,0.994045
random,71,18,2,14,17,1,401637.00,4168.00,15599.00,62245.0,43768,0.989172,0.988968,0.993886,0.994045
random,72,9,18,1,2,1,377186.00,3023.00,40050.00,48806.0,35978,0.990121,0.989961,0.993886,0.994045
random,73,25,11,4,16,1,410507.00,8500.00,6729.00,60458.0,43365,0.979797,0.979599,0.993886,0.994045
random,74,24,7,19,3,1,399923.00,3864.00,17313.00,63045.0,42045,0.989771,0.989565,0.993886,0.994045
random,75,2,16,17,20,1,413312.00,12028.00,3924.00,58431.0,37359,0.972092,0.971900,0.993886,0.994045
random,76,22,30,16,10,1,402341.00,5035.00,14895.00,62023.0,41141,0.987163,0.986959,0.993886,0.994045
random,77,24,9,14,3,1,401349.00,4150.00,15887.00,61693.0,41416,0.989193,0.988991,0.993886,0.994045
random,78,1,29,26,21,1,414056.00,12725.00,3180.00,62879.0,40365,0.970618,0.970412,0.993886,0.994045
random,79,13,6,5,8,1,409613.00,7578.00,7623.00,54835.0,36855,0.981834,0.981654,0.993886,0.994045
random,80,17,22,20,9,1,403752.00,5772.00,13484.00,58870.0,38580,0.985534,0.985342,0.993886,0.994045
random,81,29,23,17,19,1,401114.00,4589.00,16122.00,65875.0,44688,0.988127,0.987911,0.993886,0.994045
random,82,13,8,11,23,1,406297.00,6666.00,10939.00,55521.0,36432,0.983655,0.983473,0.993886,0.994045
random,83,1,4,2,2,1,366585.00,2947.00,50651.00,45472.0,35278,0.989470,0.989321,0.993886,0.994045
random,84,26,22,15,3,1,400640.00,4008.00,16596.00,62961.0,42526,0.989479,0.989273,0.993886,0.994045
random,85,15,15,6,14,1,409150.00,7817.00,8086.00,56417.0,37584,0.981240,0.981055,0.993886,0.994045
random,86,12,19,20,2,1,395182.00,2740.00,22054.00,55170.0,37347,0.992151,0.991970,0.993886,0.994045
random,87,12,19,16,26,1,405685.00,6891.00,11551.00,56549.0,37002,0.983076,0.982890,0.993886,0.994045
random,88,20,5,3,20,1,411928.00,9616.00,5308.00,58771.0,42193,0.977388,0.977196,0.993886,0.994045
random,89,1,18,29,18,1,413391.00,12119.00,3845.00,59528.0,38253,0.971897,0.971702,0.993886,0.994045
random,90,12,20,14,17,1,405985.00,6867.00,11251.00,56591.0,37048,0.983158,0.982973,0.993886,0.994045
random,91,29,12,29,28,1,398378.00,4022.00,18858.00,68801.0,46177,0.989276,0.989050,0.993886,0.994045
random,92,6,3,4,1,1,372398.00,1300.00,44838.00,47521.0,36168,0.994205,0.994049,0.994049,0.994205
random,93,3,21,3,10,1,413574.00,11443.00,3662.00,59636.0,38245,0.973433,0.973237,0.994049,0.994205
random,94,26,1,25,9,1,395672.00,2452.00,21564.00,72093.0,53927,0.992888,0.992652,0.994049,0.994205
random,95,4,21,19,27,1,412052.00,10359.00,5184.00,57686.0,37329,0.975716,0.975527,0.994049,0.994205
random,96,23,25,9,6,1,405000.00,5644.00,12236.00,59699.0,40564,0.985939,0.985744,0.994049,0.994205
random,97,23,25,30,13,1,399996.00,4661.00,17240.00,64645.0,42723,0.987867,0.987656,0.994049,0.994205
random,98,12,24,11,28,1,406747.00,7166.00,10489.00,56728.0,37191,0.982529,0.982344,0.994049,0.994205
random,99,26,13,23,23,1,400220.00,4493.00,17016.00,65469.0,43673,0.988287,0.988072,0.994049,0.994205
random,100,4,28,16,25,1,412240.00,10493.00,4996.00,58870.0,38035,0.975432,0.975239,0.994049,0.994205
random,101,10,27,12,1,1,377705.00,1291.00,39531.00,50196.0,35860,0.994587,0.994422,0.994422,0.994587
random,102,28,3,10,29,1,404471.00,5466.00,12765.00,61817.0,43011,0.986315,0.986112,0.994422,0.994587
random,103,29,18,19,14,1,400405.00,4398.00,16831.00,66623.0,45096,0.988528,0.988310,0.994422,0.994587
random,104,9,10,21,23,1,408197.00,7848.00,9039.00,54932.0,35896,0.981080,0.980901,0.994422,0.994587
random,105,24,24,3,15,1,412085.00,9903.00,5151.00,61105.0,44219,0.976752,0.976552,0.994422,0.994587
random,106,2,17,14,27,1,413424.00,12147.00,3812.00,58769.0,37541,0.971838,0.971645,0.994422,0.994587
random,107,11,4,5,23,1,409498.00,7545.00,7738.00,54157.0,37094,0.981899,0.981722,0.994422,0.994587
random,108,19,4,3,22,1,411856.00,9512.00,5380.00,58295.0,41820,0.977618,0.977427,0.994422,0.994587
random,109,3,25,22,3,1,406148.00,6999.00,11088.00,55580.0,36715,0.982865,0.982683,0.994422,0.994587
random,110,3,30,12,12,1,413992.00,12071.00,3244.00,63088.0,39916,0.972071,0.971865,0.994422,0.994587
random,111,25,29,30,23,1,399390.00,4482.00,17846.00,65778.0,43598,0.988248,0.988033,0.994422,0.994587
random,112,12,3,24,17,1,403447.00,5392.00,13789.00,56324.0,37132,0.986406,0.986222,0.994422,0.994587
random,113,13,28,4,15,1,410878.00,8841.00,6358.00,57121.0,38214,0.979052,0.978865,0.994422,0.994587
random,114,1,15,2,4,1,409158.00,7903.00,8078.00,57847.0,39205,0.981043,0.980853,0.994422,0.994587
random,115,4,20,23,18,1,411975.00,10235.00,5261.00,57287.0,37068,0.975988,0.975801,0.994422,0.994587
random,116,29,12,9,27,1,405188.00,5927.00,12048.00,62455.0,43266,0.985290,0.985085,0.994422,0.994587
random,117,7,29,1,30,1,416327.00,14131.00,909.00,70356.0,46439,0.967767,0.967536,0.994422,0.994587
random,118,2,27,16,30,1,414088.00,12798.00,3148.00,62515.0,39803,0.970459,0.970254,0.994422,0.994587
random,119,3,17,30,16,1,413179.00,11835.00,4057.00,58503.0,37402,0.972510,0.972318,0.994422,0.994587
random,120,19,21,14,19,1,403948.00,5748.00,13288.00,60077.0,39630,0.985607,0.985410,0.994422,0.994587
random,121,18,28,2,9,1,413898.00,11388.00,3338.00,63312.0,45168,0.973591,0.973384,0.994422,0.994587
random,122,29,27,14,19,1,402454.00,4927.00,14782.00,64879.0,44222,0.987428,0.987215,0.994422,0.994587
random,123,9,6,14,11,1,407936.00,7316.00,9300.00,53910.0,35447,0.982288,0.982111,0.994422,0.994587
random,124,18,3,30,30,1,401055.00,4635.00,16181.00,60636.0,40057,0.988013,0.987814,0.994422,0.994587
random,125,21,17,10,25,1,405250.00,6057.00,11986.00,59760.0,40052,0.984990,0.984794,0.994422,0.994587
random,126,21,5,28,25,1,400430.00,4533.00,16806.00,62704.0,41480,0.988207,0.988002,0.994422,0.994587
random,127,29,22,19,13,1,400410.00,4412.00,16826.00,66640.0,45113,0.988495,0.988277,0.994422,0.994587
random,128,28,26,2,1,1,333891.00,1101.00,83345.00,47838.0,38699,0.991843,0.991686,0.994422,0.994587
random,129,12,25,30,5,1,403274.00,5376.00,13962.00,55805.0,36767,0.986430,0.986247,0.994422,0.994587
random,130,18,12,30,26,1,402013.00,5406.00,15223.00,60876.0,39752,0.986256,0.986056,0.994422,0.994587
random,131,26,15,13,9,1,403113.00,5082.00,14123.00,62652.0,42356,0.987113,0.986908,0.994422,0.994587
random,132,2,26,25,30,1,414004.00,12751.00,3232.00,62244.0,39615,0.970554,0.970350,0.994422,0.994587
random,133,30,17,24,29,1,399142.00,4157.00,18094.00,68647.0,46435,0.989009,0.988784,0.994422,0.994587
random,134,26,8,14,4,1,401649.00,4217.00,15587.00,62389.0,42264,0.989056,0.988851,0.994422,0.994587
random,135,29,19,7,21,1,408177.00,7191.00,9059.00,62017.0,43720,0.982599,0.982396,0.994422,0.994587
random,136,19,11,4,21,1,410740.00,8702.00,6496.00,58500.0,40597,0.979356,0.979165,0.994422,0.994587
random,137,16,24,16,26,1,404699.00,6367.00,12537.00,58501.0,38290,0.984216,0.984024,0.994422,0.994587
random,138,17,17,27,13,1,403178.00,5787.00,14058.00,59369.0,38803,0.985451,0.985257,0.994422,0.994587
random,139,5,1,23,19,1,398733.00,3526.00,18503.00,67572.0,48894,0.990497,0.990276,0.994422,0.994587
random,140,22,7,5,1,1,371812.00,1261.00,45424.00,51409.0,38612,0.994266,0.994098,0.994422,0.994587
random,141,11,18,12,14,1,408472.00,7810.00,8764.00,55952.0,36728,0.981194,0.981010,0.994422,0.994587
random,142,28,11,16,24,1,401649.00,4769.00,15587.00,64671.0,43703,0.987740,0.987528,0.994422,0.994587
random,143,12,19,26,29,1,405105.00,6802.00,12131.00,56728.0,37073,0.983232,0.983046,0.994422,0.994587
random,144,5,28,15,8,1,411106.00,9162.00,6130.00,57072.0,37322,0.978341,0.978154,0.994422,0.994587
random,145,14,30,15,10,1,405048.00,6333.00,12188.00,57320.0,37484,0.984325,0.984138,0.994422,0.994587
random,146,20,8,3,4,1,407899.00,7587.00,9337.00,55868.0,40177,0.981657,0.981474,0.994422,0.994587
random,147,4,5,5,20,1,409877.00,7930.00,7359.00,53267.0,36472,0.981047,0.980872,0.994422,0.994587
random,148,6,11,27,15,1,409364.00,8261.00,7872.00,54930.0,35816,0.980237,0.980057,0.994422,0.994587
random,149,21,6,6,2,1,397919.00,3287.00,19317.00,57417.0,40403,0.991015,0.990827,0.994422,0.994587
