method,eval,param_1,param_2,param_3,param_4,param_5,good,bad,missed,trie_nodes,n_patterns,f_17,score,best_score_so_far,best_f17_so_far
tpe,46,22,11,17,2,1,1486086.00,173.00,5489.00,32939.0,25694,0.999812,0.999781,0.999781,0.999812
tpe,47,22,10,17,2,1,1486168.00,173.00,5407.00,32945.0,25713,0.999813,0.999782,0.999782,0.999813
tpe,48,11,11,18,26,1,1489634.00,687.00,1941.00,30934.0,24555,0.999522,0.999493,0.999782,0.999813
tpe,49,14,11,17,2,1,1486016.00,175.00,5559.00,31202.0,24730,0.999810,0.999780,0.999782,0.999813
tpe,50,13,10,20,6,1,1489278.00,566.00,2297.00,31348.0,24741,0.999597,0.999567,0.999782,0.999813
tpe,51,13,3,20,15,1,1489397.00,568.00,2178.00,32562.0,26134,0.999597,0.999566,0.999782,0.999813
tpe,52,13,25,24,6,1,1488721.00,568.00,2854.00,31546.0,24625,0.999588,0.999558,0.999782,0.999813
tpe,53,13,25,20,6,1,1488899.00,572.00,2676.00,31477.0,24622,0.999588,0.999558,0.999782,0.999813
tpe,54,13,10,20,6,1,1489278.00,566.00,2297.00,31348.0,24741,0.999597,0.999567,0.999782,0.999813
tpe,55,7,10,14,2,1,1485944.00,184.00,5631.00,29371.0,24244,0.999803,0.999775,0.999782,0.999813
tpe,56,11,10,14,2,1,1486115.00,177.00,5460.00,30214.0,24440,0.999810,0.999781,0.999782,0.999813
tpe,57,8,10,17,2,1,1485976.00,181.00,5599.00,29609.0,24354,0.999805,0.999777,0.999782,0.999813
tpe,58,8,10,14,2,1,1485974.00,182.00,5601.00,29520.0,24367,0.999805,0.999777,0.999782,0.999813
tpe,59,10,10,14,2,1,1486105.00,175.00,5470.00,30042.0,24466,0.999811,0.999783,0.999783,0.999811
tpe,60,10,8,13,4,1,1488897.00,488.00,2678.00,30093.0,24537,0.999643,0.999614,0.999783,0.999811
tpe,61,10,8,18,4,1,1488690.00,481.00,2885.00,30353.0,24526,0.999645,0.999616,0.999783,0.999811
tpe,62,15,8,13,4,1,1488867.00,491.00,2708.00,31298.0,24916,0.999641,0.999611,0.999783,0.999811
tpe,63,10,8,13,4,1,1488897.00,488.00,2678.00,30093.0,24537,0.999643,0.999614,0.999783,0.999811
tpe,64,11,8,13,4,1,1488908.00,494.00,2667.00,30258.0,24481,0.999639,0.999611,0.999783,0.999811
tpe,65,3,11,17,1,1,1479996.00,103.00,11579.00,29091.0,23987,0.999775,0.999748,0.999783,0.999811
tpe,66,5,11,17,1,1,1480169.00,103.00,11406.00,28905.0,24019,0.999778,0.999750,0.999783,0.999811
tpe,67,15,11,17,1,1,1481457.00,98.00,10118.00,31132.0,24773,0.999799,0.999769,0.999783,0.999811
tpe,68,15,11,19,1,1,1481591.00,98.00,9984.00,31303.0,24784,0.999800,0.999771,0.999783,0.999811
tpe,69,4,11,19,1,1,1480090.00,102.00,11485.00,29120.0,23966,0.999777,0.999750,0.999783,0.999811
tpe,70,23,12,30,3,1,1487666.00,418.00,3909.00,33979.0,25817,0.999672,0.999640,0.999783,0.999811
tpe,71,23,12,30,3,1,1487666.00,418.00,3909.00,33979.0,25817,0.999672,0.999640,0.999783,0.999811
tpe,72,23,12,11,3,1,1487654.00,457.00,3921.00,32397.0,25638,0.999646,0.999616,0.999783,0.999811
tpe,73,23,12,12,3,1,1487761.00,447.00,3814.00,32527.0,25538,0.999654,0.999624,0.999783,0.999811
tpe,74,23,12,11,3,1,1487654.00,457.00,3921.00,32397.0,25638,0.999646,0.999616,0.999783,0.999811
tpe,75,20,13,14,5,1,1488743.00,490.00,2832.00,32454.0,25400,0.999640,0.999609,0.999783,0.999811
tpe,76,12,15,14,5,1,1488794.00,503.00,2781.00,30744.0,24326,0.999632,0.999603,0.999783,0.999811
tpe,77,20,15,14,1,1,1480172.00,100.00,11403.00,31849.0,25225,0.999780,0.999750,0.999783,0.999811
tpe,78,28,15,14,5,1,1488693.00,474.00,2882.00,33784.0,26181,0.999649,0.999617,0.999783,0.999811
tpe,79,28,15,14,5,1,1488693.00,474.00,2882.00,33784.0,26181,0.999649,0.999617,0.999783,0.999811
tpe,80,25,9,16,17,1,1489593.00,612.00,1982.00,33749.0,26008,0.999571,0.999539,0.999783,0.999811
tpe,81,14,9,16,2,1,1486106.00,175.00,5469.00,31175.0,24754,0.999811,0.999782,0.999783,0.999811
tpe,82,25,9,15,2,1,1486100.00,170.00,5475.00,33324.0,25926,0.999814,0.999783,0.999783,0.999814
tpe,83,12,9,16,2,1,1486046.00,175.00,5529.00,30537.0,24443,0.999810,0.999781,0.999783,0.999814
tpe,84,25,9,16,2,1,1486163.00,170.00,5412.00,33401.0,25943,0.999815,0.999784,0.999784,0.999815
tpe,85,14,6,15,2,1,1486512.00,174.00,5063.00,31406.0,25023,0.999817,0.999787,0.999787,0.999817
tpe,86,14,6,15,2,1,1486512.00,174.00,5063.00,31406.0,25023,0.999817,0.999787,0.999787,0.999817
tpe,87,9,6,15,2,1,1486464.00,174.00,5111.00,30195.0,24723,0.999817,0.999788,0.999788,0.999817
tpe,88,9,6,15,2,1,1486464.00,174.00,5111.00,30195.0,24723,0.999817,0.999788,0.999788,0.999817
tpe,89,14,6,15,2,1,1486512.00,174.00,5063.00,31406.0,25023,0.999817,0.999787,0.999788,0.999817
tpe,90,9,4,15,4,1,1489181.00,484.00,2394.00,30961.0,25558,0.999649,0.999620,0.999788,0.999817
tpe,91,9,4,15,8,1,1489563.00,559.00,2012.00,31005.0,25591,0.999605,0.999576,0.999788,0.999817
tpe,92,9,4,15,24,1,1489699.00,637.00,1876.00,31147.0,25633,0.999556,0.999526,0.999788,0.999817
tpe,93,9,4,15,24,1,1489699.00,637.00,1876.00,31147.0,25633,0.999556,0.999526,0.999788,0.999817
tpe,94,9,4,15,8,1,1489563.00,559.00,2012.00,31005.0,25591,0.999605,0.999576,0.999788,0.999817
tpe,95,14,6,12,3,1,1488278.00,465.00,3297.00,31053.0,24917,0.999650,0.999620,0.999788,0.999817
tpe,96,6,6,12,3,1,1488376.00,516.00,3199.00,29290.0,24524,0.999617,0.999590,0.999788,0.999817
tpe,97,6,6,12,3,1,1488376.00,516.00,3199.00,29290.0,24524,0.999617,0.999590,0.999788,0.999817
tpe,98,6,1,12,3,1,1481707.00,323.00,9868.00,32093.0,28557,0.999653,0.999623,0.999788,0.999817
tpe,99,14,1,12,3,1,1488365.00,294.00,3210.00,34659.0,29593,0.999763,0.999731,0.999788,0.999817
tpe,100,16,7,18,1,1,1482241.00,98.00,9334.00,31768.0,25110,0.999809,0.999779,0.999788,0.999817
tpe,101,17,7,18,1,1,1482279.00,98.00,9296.00,32025.0,25258,0.999810,0.999780,0.999788,0.999817
tpe,102,16,7,18,1,1,1482241.00,98.00,9334.00,31768.0,25110,0.999809,0.999779,0.999788,0.999817
tpe,103,25,7,18,1,1,1482411.00,97.00,9164.00,33656.0,26080,0.999812,0.999780,0.999788,0.999817
tpe,104,16,7,18,1,1,1482241.00,98.00,9334.00,31768.0,25110,0.999809,0.999779,0.999788,0.999817
tpe,105,11,5,16,2,1,1486727.00,174.00,4848.00,31110.0,25288,0.999820,0.999791,0.999791,0.999820
tpe,106,12,5,16,2,1,1486748.00,174.00,4827.00,31423.0,25330,0.999820,0.999791,0.999791,0.999820
tpe,107,12,5,16,2,1,1486748.00,174.00,4827.00,31423.0,25330,0.999820,0.999791,0.999791,0.999820
tpe,108,12,5,16,2,1,1486748.00,174.00,4827.00,31423.0,25330,0.999820,0.999791,0.999791,0.999820
tpe,109,12,5,16,2,1,1486748.00,174.00,4827.00,31423.0,25330,0.999820,0.999791,0.999791,0.999820
tpe,110,11,5,16,4,1,1489023.00,475.00,2552.00,31068.0,25217,0.999653,0.999624,0.999791,0.999820
tpe,111,11,5,16,4,1,1489023.00,475.00,2552.00,31068.0,25217,0.999653,0.999624,0.999791,0.999820
tpe,112,11,5,16,4,1,1489023.00,475.00,2552.00,31068.0,25217,0.999653,0.999624,0.999791,0.999820
tpe,113,11,5,16,4,1,1489023.00,475.00,2552.00,31068.0,25217,0.999653,0.999624,0.999791,0.999820
tpe,114,11,5,16,4,1,1489023.00,475.00,2552.00,31068.0,25217,0.999653,0.999624,0.999791,0.999820
tpe,115,12,5,15,2,1,1486774.00,174.00,4801.00,31417.0,25328,0.999821,0.999791,0.999791,0.999821
tpe,116,12,3,15,2,1,1487578.00,172.00,3997.00,31990.0,26018,0.999833,0.999803,0.999803,0.999833
tpe,117,12,2,15,13,1,1489447.00,433.00,2128.00,33394.0,27481,0.999687,0.999655,0.999803,0.999833
tpe,118,12,3,15,2,1,1487578.00,172.00,3997.00,31990.0,26018,0.999833,0.999803,0.999803,0.999833
tpe,119,12,3,15,2,1,1487578.00,172.00,3997.00,31990.0,26018,0.999833,0.999803,0.999803,0.999833
tpe,120,12,3,13,1,1,1484123.00,105.00,7452.00,31603.0,25998,0.999830,0.999800,0.999803,0.999833
tpe,121,12,3,13,28,1,1489750.00,617.00,1825.00,31999.0,26029,0.999570,0.999540,0.999803,0.999833
tpe,122,12,3,13,28,1,1489750.00,617.00,1825.00,31999.0,26029,0.999570,0.999540,0.999803,0.999833
tpe,123,12,3,13,1,1,1484123.00,105.00,7452.00,31603.0,25998,0.999830,0.999800,0.999803,0.999833
tpe,124,12,3,17,28,1,1489601.00,602.00,1974.00,32119.0,25989,0.999578,0.999547,0.999803,0.999833
tpe,125,10,2,13,1,1,1483856.00,106.00,7719.00,32603.0,27692,0.999826,0.999795,0.999803,0.999833
tpe,126,10,2,13,1,1,1483856.00,106.00,7719.00,32603.0,27692,0.999826,0.999795,0.999803,0.999833
tpe,127,10,2,13,1,1,1483856.00,106.00,7719.00,32603.0,27692,0.999826,0.999795,0.999803,0.999833
tpe,128,10,2,13,1,1,1483856.00,106.00,7719.00,32603.0,27692,0.999826,0.999795,0.999803,0.999833
tpe,129,10,2,10,1,1,1482618.00,106.00,8957.00,32137.0,27770,0.999809,0.999779,0.999803,0.999833
tpe,130,10,2,13,1,1,1483856.00,106.00,7719.00,32603.0,27692,0.999826,0.999795,0.999803,0.999833
tpe,131,8,2,13,1,1,1483229.00,106.00,8346.00,32266.0,27685,0.999817,0.999787,0.999803,0.999833
tpe,132,8,2,13,1,1,1483229.00,106.00,8346.00,32266.0,27685,0.999817,0.999787,0.999803,0.999833
tpe,133,8,2,10,1,1,1481716.00,106.00,9859.00,31695.0,27750,0.999797,0.999767,0.999803,0.999833
tpe,134,8,2,10,1,1,1481716.00,106.00,9859.00,31695.0,27750,0.999797,0.999767,0.999803,0.999833
tpe,135,10,1,11,3,1,1487985.00,300.00,3590.00,33743.0,30007,0.999754,0.999722,0.999803,0.999833
tpe,136,10,1,11,3,1,1487985.00,300.00,3590.00,33743.0,30007,0.999754,0.999722,0.999803,0.999833
tpe,137,10,1,11,3,1,1487985.00,300.00,3590.00,33743.0,30007,0.999754,0.999722,0.999803,0.999833
tpe,138,10,1,11,3,1,1487985.00,300.00,3590.00,33743.0,30007,0.999754,0.999722,0.999803,0.999833
tpe,139,10,1,11,3,1,1487985.00,300.00,3590.00,33743.0,30007,0.999754,0.999722,0.999803,0.999833
tpe,140,13,3,14,1,1,1484366.00,105.00,7209.00,31913.0,26124,0.999834,0.999803,0.999803,0.999834
tpe,141,13,3,14,1,1,1484366.00,105.00,7209.00,31913.0,26124,0.999834,0.999803,0.999803,0.999834
tpe,142,13,3,14,1,1,1484366.00,105.00,7209.00,31913.0,26124,0.999834,0.999803,0.999803,0.999834
tpe,143,13,3,14,1,1,1484366.00,105.00,7209.00,31913.0,26124,0.999834,0.999803,0.999803,0.999834
tpe,144,13,3,14,1,1,1484366.00,105.00,7209.00,31913.0,26124,0.999834,0.999803,0.999803,0.999834
tpe,145,13,3,14,1,1,1484366.00,105.00,7209.00,31913.0,26124,0.999834,0.999803,0.999803,0.999834
tpe,146,13,3,13,1,1,1484184.00,105.00,7391.00,31855.0,26134,0.999831,0.999801,0.999803,0.999834
tpe,147,13,3,14,1,1,1484366.00,105.00,7209.00,31913.0,26124,0.999834,0.999803,0.999803,0.999834
tpe,148,13,3,14,1,1,1484366.00,105.00,7209.00,31913.0,26124,0.999834,0.999803,0.999803,0.999834
tpe,149,13,3,14,1,1,1484366.00,105.00,7209.00,31913.0,26124,0.999834,0.999803,0.999803,0.999834
