method,eval,param_1,param_2,param_3,param_4,param_5,good,bad,missed,trie_nodes,n_patterns,f_17,score,best_score_so_far,best_f17_so_far
random,25,1,20,10,16,1,2760991.00,131.00,216.00,20642.0,15339,0.999952,0.999943,0.999986,0.999993
random,26,28,8,13,23,1,2760953.00,31.00,254.00,15538.0,12140,0.999987,0.999980,0.999986,0.999993
random,27,7,3,9,5,1,2759387.00,29.00,1820.00,14396.0,11477,0.999977,0.999970,0.999986,0.999993
random,28,28,25,20,27,1,2760959.00,48.00,248.00,16641.0,12605,0.999981,0.999974,0.999986,0.999993
random,29,25,6,27,17,1,2760904.00,16.00,303.00,15264.0,11965,0.999992,0.999985,0.999986,0.999993
random,30,25,27,10,4,1,2760688.00,40.00,519.00,16401.0,12463,0.999982,0.999975,0.999986,0.999993
random,31,7,13,25,26,1,2761006.00,78.00,201.00,16704.0,12022,0.999971,0.999964,0.999986,0.999993
random,32,1,16,13,7,1,2760610.00,75.00,597.00,19551.0,14642,0.999969,0.999960,0.999986,0.999993
random,33,4,11,29,10,1,2760923.00,55.00,284.00,16692.0,12161,0.999978,0.999971,0.999986,0.999993
random,34,16,22,11,30,1,2761010.00,61.00,197.00,13712.0,10093,0.999977,0.999971,0.999986,0.999993
random,35,29,8,15,10,1,2760920.00,25.00,287.00,15972.0,12368,0.999989,0.999982,0.999986,0.999993
random,36,9,2,19,16,1,2760813.00,12.00,394.00,15742.0,12688,0.999993,0.999986,0.999986,0.999993
random,37,2,9,28,8,1,2760822.00,44.00,385.00,17876.0,13227,0.999982,0.999974,0.999986,0.999993
random,38,5,15,30,8,1,2760762.00,50.00,445.00,17407.0,12506,0.999979,0.999971,0.999986,0.999993
random,39,21,23,8,22,1,2761009.00,62.00,198.00,15364.0,11551,0.999977,0.999970,0.999986,0.999993
random,40,12,19,20,17,1,2760970.00,46.00,237.00,13518.0,9943,0.999982,0.999976,0.999986,0.999993
random,41,3,26,10,6,1,2760202.00,73.00,1005.00,20105.0,14583,0.999967,0.999958,0.999986,0.999993
random,42,2,18,21,1,1,2755791.00,8.00,5416.00,18509.0,13762,0.999958,0.999950,0.999986,0.999993
random,43,16,7,20,6,1,2760929.00,23.00,278.00,12522.0,9599,0.999990,0.999984,0.999986,0.999993
random,44,21,12,29,5,1,2760850.00,17.00,357.00,14294.0,10944,0.999991,0.999985,0.999986,0.999993
random,45,11,4,28,27,1,2760895.00,17.00,312.00,14013.0,10705,0.999992,0.999986,0.999986,0.999993
random,46,8,20,25,17,1,2760972.00,82.00,235.00,16631.0,11868,0.999969,0.999962,0.999986,0.999993
random,47,16,8,3,27,1,2761021.00,74.00,186.00,13417.0,10349,0.999972,0.999967,0.999986,0.999993
random,48,28,19,11,11,1,2760940.00,38.00,267.00,16220.0,12405,0.999985,0.999977,0.999986,0.999993
random,49,22,27,27,24,1,2760942.00,40.00,265.00,16231.0,12181,0.999984,0.999977,0.999986,0.999993
random,50,20,3,5,27,1,2760928.00,55.00,279.00,14468.0,11731,0.999978,0.999972,0.999986,0.999993
random,51,19,1,4,20,1,2759304.00,81.00,1903.00,15434.0,13447,0.999957,0.999951,0.999986,0.999993
random,52,1,5,17,21,1,2760923.00,51.00,284.00,16631.0,12925,0.999980,0.999973,0.999986,0.999993
random,53,20,7,22,8,1,2760880.00,16.00,327.00,13491.0,10440,0.999992,0.999986,0.999986,0.999993
random,54,10,23,20,26,1,2760989.00,96.00,218.00,16380.0,11612,0.999964,0.999957,0.999986,0.999993
random,55,20,18,3,12,1,2760964.00,71.00,243.00,15169.0,11525,0.999973,0.999966,0.999986,0.999993
random,56,8,8,30,12,1,2760955.00,39.00,252.00,15281.0,11320,0.999984,0.999978,0.999986,0.999993
random,57,27,19,24,16,1,2760917.00,37.00,290.00,16182.0,12285,0.999985,0.999978,0.999986,0.999993
random,58,18,15,6,22,1,2761026.00,54.00,181.00,13150.0,9843,0.999980,0.999974,0.999986,0.999993
random,59,9,1,20,6,1,2758966.00,13.00,2241.00,16650.0,14254,0.999979,0.999972,0.999986,0.999993
random,60,29,29,28,12,1,2760923.00,36.00,284.00,17340.0,12993,0.999985,0.999978,0.999986,0.999993
random,61,1,28,13,29,1,2761063.00,197.00,144.00,22963.0,16919,0.999929,0.999919,0.999986,0.999993
random,62,29,26,9,12,1,2760956.00,47.00,251.00,16777.0,12792,0.999981,0.999974,0.999986,0.999993
random,63,26,10,6,17,1,2761014.00,51.00,193.00,15544.0,12171,0.999981,0.999974,0.999986,0.999993
random,64,29,21,18,3,1,2760723.00,24.00,484.00,16655.0,12642,0.999988,0.999981,0.999986,0.999993
random,65,19,30,5,16,1,2761026.00,82.00,181.00,14852.0,10956,0.999970,0.999963,0.999986,0.999993
random,66,27,23,21,22,1,2760912.00,44.00,295.00,16375.0,12409,0.999982,0.999975,0.999986,0.999993
random,67,11,9,25,25,1,2760950.00,43.00,257.00,14127.0,10353,0.999983,0.999977,0.999986,0.999993
random,68,27,28,16,16,1,2760954.00,54.00,253.00,16547.0,12525,0.999979,0.999972,0.999986,0.999993
random,69,24,20,22,24,1,2760901.00,35.00,306.00,16070.0,12157,0.999985,0.999978,0.999986,0.999993
random,70,27,11,12,3,1,2760725.00,22.00,482.00,15502.0,12014,0.999989,0.999982,0.999986,0.999993
random,71,18,2,14,17,1,2760919.00,16.00,288.00,14443.0,11718,0.999992,0.999986,0.999986,0.999993
random,72,9,18,1,2,1,2749132.00,11.00,12075.00,15234.0,12221,0.999908,0.999902,0.999986,0.999993
random,73,25,11,4,16,1,2761001.00,77.00,206.00,15915.0,12498,0.999971,0.999964,0.999986,0.999993
random,74,24,7,19,3,1,2760854.00,17.00,353.00,15120.0,11813,0.999991,0.999985,0.999986,0.999993
random,75,2,16,17,20,1,2760984.00,90.00,223.00,19251.0,13980,0.999966,0.999958,0.999986,0.999993
random,76,22,30,16,10,1,2760882.00,43.00,325.00,16426.0,12322,0.999982,0.999975,0.999986,0.999993
random,77,24,9,14,3,1,2760703.00,19.00,504.00,15118.0,11769,0.999990,0.999983,0.999986,0.999993
random,78,1,29,26,21,1,2760987.00,188.00,220.00,23160.0,17016,0.999932,0.999922,0.999986,0.999993
random,79,13,6,5,8,1,2760901.00,46.00,306.00,12737.0,9920,0.999981,0.999976,0.999986,0.999993
random,80,17,22,20,9,1,2760949.00,48.00,258.00,13714.0,10097,0.999981,0.999975,0.999986,0.999993
random,81,29,23,17,19,1,2760952.00,50.00,255.00,16798.0,12710,0.999980,0.999973,0.999986,0.999993
random,82,13,8,11,23,1,2760975.00,34.00,232.00,12425.0,9428,0.999986,0.999981,0.999986,0.999993
random,83,1,4,2,2,1,2707969.00,12.00,53238.00,12967.0,11925,0.999603,0.999597,0.999986,0.999993
random,84,26,22,15,3,1,2760695.00,30.00,512.00,16133.0,12342,0.999986,0.999979,0.999986,0.999993
random,85,15,15,6,14,1,2761012.00,45.00,195.00,13130.0,9798,0.999983,0.999977,0.999986,0.999993
random,86,12,19,20,2,1,2760573.00,4.00,634.00,13353.0,9907,0.999994,0.999988,0.999988,0.999994
random,87,12,19,16,26,1,2760984.00,46.00,223.00,13535.0,9952,0.999982,0.999976,0.999988,0.999994
random,88,20,5,3,20,1,2760986.00,75.00,221.00,14402.0,11493,0.999972,0.999965,0.999988,0.999994
random,89,1,18,29,18,1,2760997.00,118.00,210.00,20488.0,15116,0.999957,0.999948,0.999988,0.999994
random,90,12,20,14,17,1,2760976.00,46.00,231.00,13598.0,9996,0.999982,0.999976,0.999988,0.999994
random,91,29,12,29,28,1,2760917.00,33.00,290.00,16392.0,12478,0.999986,0.999979,0.999988,0.999994
random,92,6,3,4,1,1,2731265.00,10.00,29942.00,13142.0,11233,0.999777,0.999771,0.999988,0.999994
random,93,3,21,3,10,1,2760686.00,91.00,521.00,19566.0,14407,0.999964,0.999955,0.999988,0.999994
random,94,26,1,25,9,1,2760803.00,10.00,404.00,18077.0,15615,0.999994,0.999986,0.999988,0.999994
random,95,4,21,19,27,1,2761021.00,112.00,186.00,18620.0,13249,0.999959,0.999951,0.999988,0.999994
random,96,23,25,9,6,1,2760837.00,43.00,370.00,16016.0,12160,0.999982,0.999975,0.999988,0.999994
random,97,23,25,30,13,1,2760906.00,35.00,301.00,16182.0,12190,0.999985,0.999978,0.999988,0.999994
random,98,12,24,11,28,1,2761023.00,59.00,184.00,14107.0,10303,0.999978,0.999972,0.999988,0.999994
random,99,26,13,23,23,1,2760898.00,32.00,309.00,15645.0,12036,0.999986,0.999980,0.999988,0.999994
random,100,4,28,16,25,1,2761037.00,130.00,170.00,20164.0,14324,0.999953,0.999944,0.999988,0.999994
random,101,10,27,12,1,1,2756166.00,7.00,5041.00,15839.0,11509,0.999961,0.999954,0.999988,0.999994
random,102,28,3,10,29,1,2760944.00,20.00,263.00,15771.0,12777,0.999991,0.999984,0.999988,0.999994
random,103,29,18,19,14,1,2760924.00,31.00,283.00,16644.0,12594,0.999987,0.999980,0.999988,0.999994
random,104,9,10,21,23,1,2760941.00,47.00,266.00,14728.0,10767,0.999981,0.999975,0.999988,0.999994
random,105,24,24,3,15,1,2760975.00,91.00,232.00,16730.0,12893,0.999966,0.999959,0.999988,0.999994
random,106,2,17,14,27,1,2760994.00,105.00,213.00,19413.0,14092,0.999961,0.999953,0.999988,0.999994
random,107,11,4,5,23,1,2760855.00,64.00,352.00,13950.0,10918,0.999975,0.999969,0.999988,0.999994
random,108,19,4,3,22,1,2760957.00,66.00,250.00,13814.0,11019,0.999975,0.999969,0.999988,0.999994
random,109,3,25,22,3,1,2759218.00,55.00,1989.00,19555.0,14262,0.999966,0.999957,0.999988,0.999994
random,110,3,30,12,12,1,2760736.00,102.00,471.00,21142.0,15189,0.999960,0.999951,0.999988,0.999994
random,111,25,29,30,23,1,2760932.00,45.00,275.00,16743.0,12577,0.999982,0.999975,0.999988,0.999994
random,112,12,3,24,17,1,2760905.00,13.00,302.00,13357.0,10531,0.999993,0.999987,0.999988,0.999994
random,113,13,28,4,15,1,2761029.00,94.00,178.00,14897.0,10929,0.999965,0.999959,0.999988,0.999994
random,114,1,15,2,4,1,2757882.00,146.00,3325.00,19205.0,15294,0.999924,0.999916,0.999988,0.999994
random,115,4,20,23,18,1,2760983.00,87.00,224.00,18283.0,13066,0.999967,0.999959,0.999988,0.999994
random,116,29,12,9,27,1,2760963.00,44.00,244.00,16017.0,12388,0.999983,0.999976,0.999988,0.999994
random,117,7,29,1,30,1,2761029.00,289.00,178.00,21690.0,16097,0.999896,0.999887,0.999988,0.999994
random,118,2,27,16,30,1,2761042.00,177.00,165.00,21979.0,15841,0.999936,0.999926,0.999988,0.999994
random,119,3,17,30,16,1,2760952.00,86.00,255.00,18864.0,13599,0.999968,0.999959,0.999988,0.999994
random,120,19,21,14,19,1,2760990.00,51.00,217.00,13840.0,10187,0.999980,0.999974,0.999988,0.999994
random,121,18,28,2,9,1,2760682.00,164.00,525.00,15626.0,11620,0.999938,0.999931,0.999988,0.999994
random,122,29,27,14,19,1,2760976.00,55.00,231.00,16976.0,12819,0.999979,0.999971,0.999988,0.999994
random,123,9,6,14,11,1,2760902.00,30.00,305.00,14328.0,10740,0.999987,0.999981,0.999988,0.999994
random,124,18,3,30,30,1,2760896.00,8.00,311.00,13286.0,10471,0.999995,0.999989,0.999989,0.999995
random,125,21,17,10,25,1,2760960.00,41.00,247.00,14807.0,11205,0.999984,0.999977,0.999989,0.999995
random,126,21,5,28,25,1,2760904.00,16.00,303.00,13889.0,10936,0.999992,0.999986,0.999989,0.999995
random,127,29,22,19,13,1,2760934.00,39.00,273.00,16797.0,12707,0.999984,0.999977,0.999989,0.999995
random,128,28,26,2,1,1,2749538.00,9.00,11669.00,16217.0,13104,0.999912,0.999905,0.999989,0.999995
random,129,12,25,30,5,1,2760774.00,35.00,433.00,14026.0,10296,0.999984,0.999978,0.999989,0.999995
random,130,18,12,30,26,1,2760931.00,30.00,276.00,12726.0,9543,0.999987,0.999982,0.999989,0.999995
random,131,26,15,13,9,1,2760941.00,33.00,266.00,15766.0,12129,0.999986,0.999979,0.999989,0.999995
random,132,2,26,25,30,1,2761036.00,168.00,171.00,21622.0,15575,0.999939,0.999930,0.999989,0.999995
random,133,30,17,24,29,1,2760918.00,34.00,289.00,17096.0,13049,0.999986,0.999978,0.999989,0.999995
random,134,26,8,14,4,1,2760839.00,26.00,368.00,15311.0,12005,0.999988,0.999981,0.999989,0.999995
random,135,29,19,7,21,1,2761016.00,63.00,191.00,16518.0,12702,0.999976,0.999969,0.999989,0.999995
random,136,19,11,4,21,1,2761026.00,72.00,181.00,13513.0,10241,0.999973,0.999967,0.999989,0.999995
random,137,16,24,16,26,1,2761018.00,55.00,189.00,13988.0,10275,0.999979,0.999973,0.999989,0.999995
random,138,17,17,27,13,1,2760921.00,22.00,286.00,13245.0,9833,0.999990,0.999984,0.999989,0.999995
random,139,5,1,23,19,1,2760279.00,26.00,928.00,17049.0,14185,0.999984,0.999977,0.999989,0.999995
random,140,22,7,5,1,1,2758121.00,11.00,3086.00,14620.0,11763,0.999974,0.999967,0.999989,0.999995
random,141,11,18,12,14,1,2760916.00,45.00,291.00,14859.0,10715,0.999982,0.999975,0.999989,0.999995
random,142,28,11,16,24,1,2760942.00,41.00,265.00,15773.0,12180,0.999984,0.999977,0.999989,0.999995
random,143,12,19,26,29,1,2760943.00,38.00,264.00,13572.0,9977,0.999985,0.999979,0.999989,0.999995
random,144,5,28,15,8,1,2760485.00,69.00,722.00,19701.0,14060,0.999970,0.999962,0.999989,0.999995
random,145,14,30,15,10,1,2760935.00,57.00,272.00,14512.0,10554,0.999978,0.999971,0.999989,0.999995
random,146,20,8,3,4,1,2760378.00,54.00,829.00,14128.0,11123,0.999975,0.999969,0.999989,0.999995
random,147,4,5,5,20,1,2760729.00,82.00,478.00,15354.0,12035,0.999967,0.999961,0.999989,0.999995
random,148,6,11,27,15,1,2760972.00,61.00,235.00,16581.0,11983,0.999977,0.999969,0.999989,0.999995
random,149,21,6,6,2,1,2760413.00,14.00,794.00,13825.0,10976,0.999989,0.999983,0.999989,0.999995
