method,eval,param_1,param_2,param_3,param_4,param_5,good,bad,missed,trie_nodes,n_patterns,f_17,score,best_score_so_far,best_f17_so_far
gp,138,5,1,6,9,1,406551.00,7273.00,10685.00,57108.0,43023,0.982263,0.982076,0.995513,0.995746
gp,139,30,26,12,13,1,403256.00,5196.00,13980.00,64771.0,44537,0.986854,0.986642,0.995513,0.995746
gp,140,29,1,30,3,1,394313.00,2181.00,22923.00,74364.0,55508,0.993460,0.993216,0.995513,0.995746
gp,141,4,28,5,1,1,370624.00,1285.00,46612.00,49360.0,35791,0.994122,0.993960,0.995513,0.995746
gp,142,30,27,18,23,1,400555.00,4471.00,16681.00,67199.0,45686,0.988365,0.988145,0.995513,0.995746
gp,143,2,1,17,22,1,401949.00,4859.00,15287.00,63155.0,44469,0.987549,0.987343,0.995513,0.995746
gp,144,15,30,29,7,1,403345.00,5635.00,13891.00,58063.0,37961,0.985824,0.985634,0.995513,0.995746
gp,145,28,1,29,9,1,394836.00,2322.00,22400.00,73434.0,54821,0.993149,0.992909,0.995513,0.995746
gp,146,1,30,1,2,1,387899.00,3210.00,29337.00,54763.0,39356,0.990469,0.990290,0.995513,0.995746
gp,147,29,26,20,30,1,400263.00,4413.00,16973.00,66952.0,45296,0.988481,0.988262,0.995513,0.995746
gp,148,4,2,21,26,1,403870.00,5148.00,13366.00,61944.0,43308,0.987017,0.986814,0.995513,0.995746
gp,149,30,18,5,3,1,405711.00,6094.00,11525.00,59934.0,44173,0.984942,0.984746,0.995513,0.995746
