method,eval,param_1,param_2,param_3,param_4,param_5,good,bad,missed,trie_nodes,n_patterns,f_17,score,best_score_so_far,best_f17_so_far
tpe,54,23,1,28,4,1,223056.00,539.00,4711.00,34419.0,24989,0.997217,0.996784,0.997571,0.998001
tpe,55,28,26,23,4,1,223265.00,879.00,4502.00,34284.0,22983,0.995757,0.995325,0.997571,0.998001
tpe,56,28,7,3,4,1,225147.00,1716.00,2620.00,33730.0,23256,0.992357,0.991932,0.997571,0.998001
tpe,57,28,26,23,4,1,223265.00,879.00,4502.00,34284.0,22983,0.995757,0.995325,0.997571,0.998001
tpe,58,28,7,12,17,1,224395.00,1305.00,3372.00,33861.0,22845,0.994036,0.993609,0.997571,0.998001
tpe,59,28,8,4,15,1,226090.00,2204.00,1677.00,34069.0,23220,0.990392,0.989962,0.997571,0.998001
tpe,60,1,10,16,2,1,221345.00,838.00,6422.00,26501.0,18977,0.995728,0.995394,0.997571,0.998001
tpe,61,30,10,16,2,1,222716.00,569.00,5051.00,34254.0,23242,0.997051,0.996620,0.997571,0.998001
tpe,62,1,10,16,24,1,226738.00,3488.00,1029.00,28538.0,19257,0.985060,0.984701,0.997571,0.998001
tpe,63,30,10,16,2,1,222716.00,569.00,5051.00,34254.0,23242,0.997051,0.996620,0.997571,0.998001
tpe,64,30,10,16,2,1,222716.00,569.00,5051.00,34254.0,23242,0.997051,0.996620,0.997571,0.998001
tpe,65,25,4,14,1,1,221460.00,361.00,6307.00,33297.0,22957,0.997838,0.997418,0.997571,0.998001
tpe,66,25,4,14,1,1,221460.00,361.00,6307.00,33297.0,22957,0.997838,0.997418,0.997571,0.998001
tpe,67,25,4,14,1,1,221460.00,361.00,6307.00,33297.0,22957,0.997838,0.997418,0.997571,0.998001
tpe,68,25,4,14,1,1,221460.00,361.00,6307.00,33297.0,22957,0.997838,0.997418,0.997571,0.998001
tpe,69,25,4,14,1,1,221460.00,361.00,6307.00,33297.0,22957,0.997838,0.997418,0.997571,0.998001
tpe,70,29,12,12,5,1,224135.00,1102.00,3632.00,33875.0,22837,0.994884,0.994457,0.997571,0.998001
tpe,71,29,12,12,5,1,224135.00,1102.00,3632.00,33875.0,22837,0.994884,0.994457,0.997571,0.998001
tpe,72,12,6,12,5,1,225012.00,1535.00,2755.00,30132.0,20229,0.993117,0.992738,0.997571,0.998001
tpe,73,10,6,18,5,1,225114.00,1615.00,2653.00,29474.0,19916,0.992786,0.992415,0.997571,0.998001
tpe,74,29,6,12,5,1,224193.00,1097.00,3574.00,33807.0,22885,0.994912,0.994486,0.997571,0.998001
tpe,75,27,3,20,3,1,223691.00,860.00,4076.00,33961.0,23131,0.995885,0.995457,0.997571,0.998001
tpe,76,27,3,20,3,1,223691.00,860.00,4076.00,33961.0,23131,0.995885,0.995457,0.997571,0.998001
tpe,77,27,3,20,3,1,223691.00,860.00,4076.00,33961.0,23131,0.995885,0.995457,0.997571,0.998001
tpe,78,27,14,15,3,1,223701.00,916.00,4066.00,33788.0,22727,0.995643,0.995217,0.997571,0.998001
tpe,79,27,3,20,2,1,222928.00,546.00,4839.00,34090.0,23311,0.997174,0.996744,0.997571,0.998001
tpe,80,30,8,18,1,1,221032.00,332.00,6735.00,34143.0,23301,0.997923,0.997493,0.997571,0.998001
tpe,81,30,8,18,1,1,221032.00,332.00,6735.00,34143.0,23301,0.997923,0.997493,0.997571,0.998001
tpe,82,30,8,18,1,1,221032.00,332.00,6735.00,34143.0,23301,0.997923,0.997493,0.997571,0.998001
tpe,83,30,8,18,1,1,221032.00,332.00,6735.00,34143.0,23301,0.997923,0.997493,0.997571,0.998001
tpe,84,30,8,15,1,1,221058.00,346.00,6709.00,34062.0,23280,0.997864,0.997435,0.997571,0.998001
tpe,85,30,9,18,2,1,222595.00,543.00,5172.00,34300.0,23234,0.997153,0.996721,0.997571,0.998001
tpe,86,30,9,18,2,1,222595.00,543.00,5172.00,34300.0,23234,0.997153,0.996721,0.997571,0.998001
tpe,87,30,9,18,2,1,222595.00,543.00,5172.00,34300.0,23234,0.997153,0.996721,0.997571,0.998001
tpe,88,30,9,18,2,1,222595.00,543.00,5172.00,34300.0,23234,0.997153,0.996721,0.997571,0.998001
tpe,89,30,9,18,2,1,222595.00,543.00,5172.00,34300.0,23234,0.997153,0.996721,0.997571,0.998001
tpe,90,28,11,17,3,1,223642.00,888.00,4125.00,33997.0,22919,0.995758,0.995330,0.997571,0.998001
tpe,91,28,11,17,3,1,223642.00,888.00,4125.00,33997.0,22919,0.995758,0.995330,0.997571,0.998001
tpe,92,18,11,17,13,1,224595.00,1525.00,3172.00,32212.0,21443,0.993111,0.992705,0.997571,0.998001
tpe,93,28,8,17,7,1,224041.00,1106.00,3726.00,34145.0,22965,0.994856,0.994426,0.997571,0.998001
tpe,94,28,11,17,3,1,223642.00,888.00,4125.00,33997.0,22919,0.995758,0.995330,0.997571,0.998001
tpe,95,29,7,21,1,1,221060.00,325.00,6707.00,34057.0,23229,0.997957,0.997528,0.997571,0.998001
tpe,96,29,5,22,1,1,221192.00,318.00,6575.00,34098.0,23347,0.998001,0.997571,0.997571,0.998001
tpe,97,29,5,25,1,1,221108.00,304.00,6659.00,34186.0,23382,0.998054,0.997623,0.997623,0.998054
tpe,98,29,7,21,1,1,221060.00,325.00,6707.00,34057.0,23229,0.997957,0.997528,0.997623,0.998054
tpe,99,29,7,22,1,1,221004.00,317.00,6763.00,34075.0,23239,0.997986,0.997557,0.997623,0.998054
tpe,100,29,5,23,4,1,223470.00,874.00,4297.00,34220.0,23185,0.995800,0.995369,0.997623,0.998054
tpe,101,29,5,25,4,1,223379.00,859.00,4388.00,34273.0,23197,0.995856,0.995424,0.997623,0.998054
tpe,102,4,5,25,4,1,225162.00,1613.00,2605.00,28169.0,19817,0.992800,0.992446,0.997623,0.998054
tpe,103,4,5,25,4,1,225162.00,1613.00,2605.00,28169.0,19817,0.992800,0.992446,0.997623,0.998054
tpe,104,29,7,25,4,1,223366.00,869.00,4401.00,34303.0,23096,0.995811,0.995379,0.997623,0.998054
tpe,105,26,8,22,1,1,220913.00,324.00,6854.00,33583.0,22840,0.997946,0.997523,0.997623,0.998054
tpe,106,26,8,21,1,1,220969.00,332.00,6798.00,33574.0,22832,0.997917,0.997494,0.997623,0.998054
tpe,107,26,8,22,1,1,220913.00,324.00,6854.00,33583.0,22840,0.997946,0.997523,0.997623,0.998054
tpe,108,26,8,22,1,1,220913.00,324.00,6854.00,33583.0,22840,0.997946,0.997523,0.997623,0.998054
tpe,109,26,8,22,1,1,220913.00,324.00,6854.00,33583.0,22840,0.997946,0.997523,0.997623,0.998054
tpe,110,26,7,22,2,1,222633.00,540.00,5134.00,33785.0,22841,0.997170,0.996744,0.997623,0.998054
tpe,111,26,7,22,2,1,222633.00,540.00,5134.00,33785.0,22841,0.997170,0.996744,0.997623,0.998054
tpe,112,26,7,22,2,1,222633.00,540.00,5134.00,33785.0,22841,0.997170,0.996744,0.997623,0.998054
tpe,113,26,7,22,2,1,222633.00,540.00,5134.00,33785.0,22841,0.997170,0.996744,0.997623,0.998054
tpe,114,26,7,22,2,1,222633.00,540.00,5134.00,33785.0,22841,0.997170,0.996744,0.997623,0.998054
tpe,115,24,6,27,1,1,220799.00,314.00,6968.00,33187.0,22599,0.997979,0.997561,0.997623,0.998054
tpe,116,24,6,21,1,1,220949.00,332.00,6818.00,33165.0,22602,0.997915,0.997497,0.997623,0.998054
tpe,117,24,6,27,1,1,220799.00,314.00,6968.00,33187.0,22599,0.997979,0.997561,0.997623,0.998054
tpe,118,24,6,27,1,1,220799.00,314.00,6968.00,33187.0,22599,0.997979,0.997561,0.997623,0.998054
tpe,119,27,6,21,1,1,221069.00,329.00,6698.00,33814.0,23035,0.997940,0.997514,0.997623,0.998054
tpe,120,24,6,27,19,1,223851.00,1226.00,3916.00,33416.0,22400,0.994315,0.993894,0.997623,0.998054
tpe,121,22,6,27,3,1,223599.00,921.00,4168.00,32952.0,22172,0.995610,0.995195,0.997623,0.998054
tpe,122,25,6,27,3,1,223440.00,873.00,4327.00,33557.0,22587,0.995801,0.995379,0.997623,0.998054
tpe,123,22,5,27,3,1,223626.00,915.00,4141.00,32975.0,22296,0.995639,0.995224,0.997623,0.998054
tpe,124,22,6,27,3,1,223599.00,921.00,4168.00,32952.0,22172,0.995610,0.995195,0.997623,0.998054
tpe,125,19,5,23,1,1,221060.00,352.00,6707.00,32028.0,21997,0.997837,0.997434,0.997623,0.998054
tpe,126,25,30,23,1,1,219819.00,315.00,7948.00,33396.0,22662,0.997877,0.997456,0.997623,0.998054
tpe,127,25,5,23,1,1,221094.00,317.00,6673.00,33450.0,22884,0.997995,0.997574,0.997623,0.998054
tpe,128,25,5,23,1,1,221094.00,317.00,6673.00,33450.0,22884,0.997995,0.997574,0.997623,0.998054
tpe,129,25,18,23,1,1,220317.00,316.00,7450.00,33388.0,22678,0.997922,0.997502,0.997623,0.998054
tpe,130,24,5,24,2,1,222677.00,542.00,5090.00,33423.0,22689,0.997166,0.996745,0.997623,0.998054
tpe,131,24,5,28,2,1,222640.00,537.00,5127.00,33429.0,22693,0.997184,0.996763,0.997623,0.998054
tpe,132,24,5,24,2,1,222677.00,542.00,5090.00,33423.0,22689,0.997166,0.996745,0.997623,0.998054
tpe,133,24,5,24,2,1,222677.00,542.00,5090.00,33423.0,22689,0.997166,0.996745,0.997623,0.998054
tpe,134,24,5,24,2,1,222677.00,542.00,5090.00,33423.0,22689,0.997166,0.996745,0.997623,0.998054
tpe,135,20,7,26,1,1,220875.00,345.00,6892.00,32256.0,21996,0.997850,0.997444,0.997623,0.998054
tpe,136,20,7,26,1,1,220875.00,345.00,6892.00,32256.0,21996,0.997850,0.997444,0.997623,0.998054
tpe,137,27,7,26,1,1,220878.00,305.00,6889.00,33914.0,23063,0.998027,0.997600,0.997623,0.998054
tpe,138,27,7,26,1,1,220878.00,305.00,6889.00,33914.0,23063,0.998027,0.997600,0.997623,0.998054
tpe,139,27,7,26,1,1,220878.00,305.00,6889.00,33914.0,23063,0.998027,0.997600,0.997623,0.998054
tpe,140,27,2,28,11,1,223352.00,801.00,4415.00,34413.0,23946,0.996105,0.995672,0.997623,0.998054
tpe,141,27,4,28,3,1,223338.00,804.00,4429.00,34076.0,23106,0.996091,0.995662,0.997623,0.998054
tpe,142,27,2,28,3,1,223260.00,707.00,4507.00,34433.0,23964,0.996505,0.996071,0.997623,0.998054
tpe,143,27,2,28,3,1,223260.00,707.00,4507.00,34433.0,23964,0.996505,0.996071,0.997623,0.998054
tpe,144,27,4,29,11,1,223534.00,1007.00,4233.00,34044.0,23085,0.995229,0.994800,0.997623,0.998054
tpe,145,28,6,25,2,1,222464.00,489.00,5303.00,34290.0,23219,0.997376,0.996944,0.997623,0.998054
tpe,146,28,6,25,2,1,222464.00,489.00,5303.00,34290.0,23219,0.997376,0.996944,0.997623,0.998054
tpe,147,28,6,25,2,1,222464.00,489.00,5303.00,34290.0,23219,0.997376,0.996944,0.997623,0.998054
tpe,148,28,6,25,2,1,222464.00,489.00,5303.00,34290.0,23219,0.997376,0.996944,0.997623,0.998054
tpe,149,28,6,25,2,1,222464.00,489.00,5303.00,34290.0,23219,0.997376,0.996944,0.997623,0.998054
