method,eval,param_1,param_2,param_3,param_4,param_5,good,bad,missed,trie_nodes,n_patterns,f_17,score,best_score_so_far,best_f17_so_far
random,17,3,30,24,6,1,1488810.00,705.00,2765.00,31529.0,24434,0.999499,0.999469,0.999702,0.999735
random,18,1,25,22,22,1,1490194.00,865.00,1381.00,33310.0,25548,0.999413,0.999381,0.999702,0.999735
random,19,24,3,11,4,1,1488833.00,456.00,2742.00,33286.0,26915,0.999663,0.999632,0.999702,0.999735
random,20,26,19,10,2,1,1484502.00,175.00,7073.00,32893.0,26034,0.999789,0.999758,0.999758,0.999789
random,21,10,10,22,20,1,1489556.00,650.00,2019.00,30764.0,24567,0.999545,0.999516,0.999758,0.999789
random,22,27,15,4,22,1,1490447.00,771.00,1128.00,33358.0,27452,0.999478,0.999447,0.999758,0.999789
random,23,23,17,24,15,1,1489177.00,592.00,2398.00,34204.0,25916,0.999578,0.999546,0.999758,0.999789
random,24,16,13,1,4,1,1471988.00,564.00,19587.00,29958.0,27128,0.999359,0.999330,0.999758,0.999789
random,25,1,20,10,16,1,1490215.00,841.00,1360.00,32512.0,25467,0.999429,0.999398,0.999758,0.999789
random,26,28,8,13,23,1,1489751.00,616.00,1824.00,33824.0,26392,0.999570,0.999538,0.999758,0.999789
random,27,7,3,9,5,1,1489322.00,521.00,2253.00,30352.0,26175,0.999627,0.999598,0.999758,0.999789
random,28,28,25,20,27,1,1489460.00,623.00,2115.00,34976.0,26512,0.999562,0.999529,0.999758,0.999789
random,29,25,6,27,17,1,1489135.00,567.00,2440.00,34725.0,26277,0.999594,0.999561,0.999758,0.999789
random,30,25,27,10,4,1,1487752.00,484.00,3823.00,32788.0,25857,0.999630,0.999599,0.999758,0.999789
random,31,7,13,25,26,1,1489615.00,739.00,1960.00,30491.0,24401,0.999488,0.999459,0.999758,0.999789
random,32,1,16,13,7,1,1489596.00,709.00,1979.00,31195.0,24938,0.999507,0.999478,0.999758,0.999789
random,33,4,11,29,10,1,1489559.00,710.00,2016.00,30264.0,24214,0.999506,0.999477,0.999758,0.999789
random,34,16,22,11,30,1,1489963.00,708.00,1612.00,32306.0,25268,0.999513,0.999482,0.999758,0.999789
random,35,29,8,15,10,1,1489542.00,583.00,2033.00,34162.0,26419,0.999589,0.999557,0.999758,0.999789
random,36,9,2,19,16,1,1489240.00,413.00,2335.00,33400.0,27828,0.999697,0.999665,0.999758,0.999789
random,37,2,9,28,8,1,1489418.00,677.00,2157.00,30787.0,24593,0.999526,0.999497,0.999758,0.999789
random,38,5,15,30,8,1,1489254.00,652.00,2321.00,30133.0,24080,0.999540,0.999511,0.999758,0.999789
random,39,21,23,8,22,1,1490030.00,696.00,1545.00,32732.0,25839,0.999522,0.999491,0.999758,0.999789
random,40,12,19,20,17,1,1489539.00,652.00,2036.00,31441.0,24533,0.999544,0.999514,0.999758,0.999789
random,41,3,26,10,6,1,1489372.00,724.00,2203.00,31155.0,24438,0.999494,0.999465,0.999758,0.999789
random,42,2,18,21,1,1,1477224.00,102.00,14351.00,30081.0,24353,0.999738,0.999710,0.999758,0.999789
random,43,16,7,20,6,1,1489311.00,545.00,2264.00,32313.0,25206,0.999611,0.999581,0.999758,0.999789
random,44,21,12,29,5,1,1488433.00,467.00,3142.00,33539.0,25646,0.999650,0.999619,0.999758,0.999789
random,45,11,4,28,27,1,1489245.00,607.00,2330.00,32051.0,25694,0.999569,0.999539,0.999758,0.999789
random,46,8,20,25,17,1,1489447.00,709.00,2128.00,30768.0,24493,0.999505,0.999476,0.999758,0.999789
random,47,16,8,3,27,1,1490612.00,830.00,963.00,31657.0,26652,0.999442,0.999412,0.999758,0.999789
random,48,28,19,11,11,1,1489606.00,615.00,1969.00,33706.0,26361,0.999569,0.999537,0.999758,0.999789
random,49,22,27,27,24,1,1489175.00,643.00,2400.00,33988.0,25871,0.999545,0.999513,0.999758,0.999789
random,50,20,3,5,27,1,1490427.00,712.00,1148.00,32067.0,27725,0.999517,0.999486,0.999758,0.999789
random,51,19,1,4,20,1,1489977.00,687.00,1598.00,33224.0,31129,0.999527,0.999495,0.999758,0.999789
random,52,1,5,17,21,1,1489550.00,677.00,2025.00,31794.0,26295,0.999528,0.999498,0.999758,0.999789
random,53,20,7,22,8,1,1489331.00,557.00,2244.00,33278.0,25689,0.999604,0.999572,0.999758,0.999789
random,54,10,23,20,26,1,1489609.00,701.00,1966.00,31279.0,24668,0.999513,0.999483,0.999758,0.999789
random,55,20,18,3,12,1,1489943.00,779.00,1632.00,32276.0,26671,0.999466,0.999435,0.999758,0.999789
random,56,8,8,30,12,1,1489412.00,659.00,2163.00,30264.0,24550,0.999538,0.999509,0.999758,0.999789
random,57,27,19,24,16,1,1489143.00,581.00,2432.00,35025.0,26425,0.999585,0.999552,0.999758,0.999789
random,58,18,15,6,22,1,1490136.00,712.00,1439.00,32049.0,25694,0.999513,0.999482,0.999758,0.999789
random,59,9,1,20,6,1,1488874.00,297.00,2701.00,35599.0,30300,0.999768,0.999735,0.999758,0.999789
random,60,29,29,28,12,1,1488970.00,573.00,2605.00,35420.0,26606,0.999588,0.999555,0.999758,0.999789
random,61,1,28,13,29,1,1490468.00,924.00,1107.00,33876.0,25808,0.999378,0.999346,0.999758,0.999789
random,62,29,26,9,12,1,1489660.00,644.00,1915.00,33745.0,26462,0.999551,0.999519,0.999758,0.999789
random,63,26,10,6,17,1,1490034.00,693.00,1541.00,32718.0,26480,0.999524,0.999493,0.999758,0.999789
random,64,29,21,18,3,1,1487528.00,428.00,4047.00,34270.0,26250,0.999664,0.999631,0.999758,0.999789
random,65,19,30,5,16,1,1490197.00,733.00,1378.00,32666.0,26298,0.999500,0.999469,0.999758,0.999789
random,66,27,23,21,22,1,1489360.00,598.00,2215.00,34929.0,26459,0.999577,0.999544,0.999758,0.999789
random,67,11,9,25,25,1,1489402.00,661.00,2173.00,30989.0,24544,0.999536,0.999507,0.999758,0.999789
random,68,27,28,16,16,1,1489458.00,620.00,2117.00,34396.0,26341,0.999564,0.999531,0.999758,0.999789
random,69,24,20,22,24,1,1489412.00,629.00,2163.00,34316.0,26044,0.999557,0.999525,0.999758,0.999789
random,70,27,11,12,3,1,1487849.00,446.00,3726.00,33190.0,26062,0.999656,0.999625,0.999758,0.999789
random,71,18,2,14,17,1,1489483.00,428.00,2092.00,34246.0,27873,0.999690,0.999658,0.999758,0.999789
random,72,9,18,1,2,1,1455021.00,155.00,36554.00,27715.0,25195,0.999394,0.999367,0.999758,0.999789
random,73,25,11,4,16,1,1490303.00,757.00,1272.00,32703.0,27152,0.999485,0.999454,0.999758,0.999789
random,74,24,7,19,3,1,1488225.00,426.00,3350.00,33793.0,25977,0.999675,0.999643,0.999758,0.999789
random,75,2,16,17,20,1,1490113.00,806.00,1462.00,31369.0,24705,0.999451,0.999421,0.999758,0.999789
random,76,22,30,16,10,1,1489271.00,600.00,2304.00,33247.0,25695,0.999574,0.999543,0.999758,0.999789
random,77,24,9,14,3,1,1488023.00,447.00,3552.00,32910.0,25703,0.999658,0.999627,0.999758,0.999789
random,78,1,29,26,21,1,1489991.00,874.00,1584.00,33813.0,25781,0.999404,0.999372,0.999758,0.999789
random,79,13,6,5,8,1,1490019.00,648.00,1556.00,30304.0,25741,0.999553,0.999524,0.999758,0.999789
random,80,17,22,20,9,1,1489213.00,605.00,2362.00,32605.0,25199,0.999570,0.999539,0.999758,0.999789
random,81,29,23,17,19,1,1489544.00,611.00,2031.00,34675.0,26457,0.999571,0.999538,0.999758,0.999789
random,82,13,8,11,23,1,1489936.00,662.00,1639.00,31113.0,24980,0.999543,0.999513,0.999758,0.999789
random,83,1,4,2,2,1,1380956.00,174.00,110619.00,22429.0,22161,0.998277,0.998256,0.999758,0.999789
random,84,26,22,15,3,1,1487536.00,442.00,4039.00,33517.0,25931,0.999655,0.999623,0.999758,0.999789
random,85,15,15,6,14,1,1490001.00,696.00,1574.00,31232.0,25156,0.999521,0.999492,0.999758,0.999789
random,86,12,19,20,2,1,1485126.00,174.00,6449.00,30840.0,24351,0.999798,0.999769,0.999769,0.999798
random,87,12,19,16,26,1,1489728.00,695.00,1847.00,31436.0,24562,0.999518,0.999489,0.999769,0.999798
random,88,20,5,3,20,1,1490472.00,776.00,1103.00,31855.0,27687,0.999475,0.999445,0.999769,0.999798
random,89,1,18,29,18,1,1489994.00,828.00,1581.00,32410.0,25256,0.999435,0.999404,0.999769,0.999798
random,90,12,20,14,17,1,1489748.00,671.00,1827.00,31348.0,24529,0.999534,0.999505,0.999769,0.999798
random,91,29,12,29,28,1,1489171.00,603.00,2404.00,35524.0,26607,0.999571,0.999537,0.999769,0.999798
random,92,6,3,4,1,1,1462400.00,108.00,29175.00,27544.0,26145,0.999529,0.999503,0.999769,0.999798
random,93,3,21,3,10,1,1490092.00,799.00,1483.00,31614.0,25080,0.999455,0.999425,0.999769,0.999798
random,94,26,1,25,9,1,1488754.00,283.00,2821.00,37859.0,30423,0.999776,0.999740,0.999769,0.999798
random,95,4,21,19,27,1,1490002.00,828.00,1573.00,31283.0,24399,0.999435,0.999405,0.999769,0.999798
random,96,23,25,9,6,1,1489037.00,582.00,2538.00,32622.0,25742,0.999583,0.999552,0.999769,0.999798
random,97,23,25,30,13,1,1488983.00,589.00,2592.00,34370.0,25957,0.999578,0.999545,0.999769,0.999798
random,98,12,24,11,28,1,1490007.00,718.00,1568.00,31711.0,24801,0.999507,0.999477,0.999769,0.999798
random,99,26,13,23,23,1,1489386.00,594.00,2189.00,34832.0,26341,0.999580,0.999547,0.999769,0.999798
random,100,4,28,16,25,1,1490109.00,823.00,1466.00,31722.0,24541,0.999439,0.999409,0.999769,0.999798
random,101,10,27,12,1,1,1477829.00,103.00,13746.00,29924.0,24323,0.999746,0.999717,0.999769,0.999798
random,102,28,3,10,29,1,1489927.00,625.00,1648.00,34130.0,27525,0.999567,0.999535,0.999769,0.999798
random,103,29,18,19,14,1,1489323.00,583.00,2252.00,34833.0,26451,0.999586,0.999553,0.999769,0.999798
random,104,9,10,21,23,1,1489577.00,655.00,1998.00,30540.0,24505,0.999542,0.999514,0.999769,0.999798
random,105,24,24,3,15,1,1489974.00,796.00,1601.00,32905.0,27211,0.999455,0.999424,0.999769,0.999798
random,106,2,17,14,27,1,1490260.00,864.00,1315.00,31611.0,24800,0.999415,0.999385,0.999769,0.999798
random,107,11,4,5,23,1,1490402.00,708.00,1173.00,30507.0,26680,0.999519,0.999490,0.999769,0.999798
random,108,19,4,3,22,1,1490519.00,792.00,1056.00,31734.0,27956,0.999465,0.999435,0.999769,0.999798
random,109,3,25,22,3,1,1486798.00,559.00,4777.00,30605.0,24068,0.999567,0.999539,0.999769,0.999798
random,110,3,30,12,12,1,1489896.00,804.00,1679.00,31902.0,24635,0.999449,0.999419,0.999769,0.999798
random,111,25,29,30,23,1,1489100.00,602.00,2475.00,34866.0,26209,0.999571,0.999538,0.999769,0.999798
random,112,12,3,24,17,1,1489182.00,556.00,2393.00,32524.0,26016,0.999602,0.999571,0.999769,0.999798
random,113,13,28,4,15,1,1490224.00,769.00,1351.00,31851.0,25748,0.999476,0.999446,0.999769,0.999798
random,114,1,15,2,4,1,1486112.00,647.00,5463.00,30971.0,26437,0.999500,0.999471,0.999769,0.999798
random,115,4,20,23,18,1,1489903.00,784.00,1672.00,31169.0,24352,0.999462,0.999433,0.999769,0.999798
random,116,29,12,9,27,1,1489986.00,686.00,1589.00,33837.0,26573,0.999528,0.999496,0.999769,0.999798
random,117,7,29,1,30,1,1491053.00,1036.00,522.00,35279.0,29231,0.999313,0.999279,0.999769,0.999798
random,118,2,27,16,30,1,1490321.00,901.00,1254.00,32977.0,25266,0.999391,0.999360,0.999769,0.999798
random,119,3,17,30,16,1,1489801.00,790.00,1774.00,31115.0,24233,0.999457,0.999427,0.999769,0.999798
random,120,19,21,14,19,1,1489727.00,656.00,1848.00,32844.0,25487,0.999544,0.999513,0.999769,0.999798
random,121,18,28,2,9,1,1488930.00,824.00,2645.00,32807.0,27714,0.999422,0.999391,0.999769,0.999798
random,122,29,27,14,19,1,1489634.00,632.00,1941.00,34436.0,26413,0.999558,0.999526,0.999769,0.999798
random,123,9,6,14,11,1,1489713.00,613.00,1862.00,30305.0,24759,0.999572,0.999543,0.999769,0.999798
random,124,18,3,30,30,1,1489178.00,586.00,2397.00,34292.0,26743,0.999582,0.999550,0.999769,0.999798
random,125,21,17,10,25,1,1489966.00,706.00,1609.00,32790.0,25753,0.999514,0.999483,0.999769,0.999798
random,126,21,5,28,25,1,1489196.00,599.00,2379.00,34304.0,26401,0.999574,0.999542,0.999769,0.999798
random,127,29,22,19,13,1,1489285.00,583.00,2290.00,34834.0,26469,0.999586,0.999553,0.999769,0.999798
random,128,28,26,2,1,1,1421292.00,81.00,70283.00,28159.0,25026,0.998956,0.998930,0.999769,0.999798
random,129,12,25,30,5,1,1488100.00,485.00,3475.00,31295.0,24421,0.999634,0.999604,0.999769,0.999798
random,130,18,12,30,26,1,1489291.00,649.00,2284.00,33234.0,25455,0.999542,0.999511,0.999769,0.999798
random,131,26,15,13,9,1,1489538.00,601.00,2037.00,33680.0,26121,0.999577,0.999546,0.999769,0.999798
random,132,2,26,25,30,1,1490043.00,899.00,1532.00,32894.0,25230,0.999389,0.999357,0.999769,0.999798
random,133,30,17,24,29,1,1489237.00,607.00,2338.00,35386.0,26595,0.999569,0.999536,0.999769,0.999798
random,134,26,8,14,4,1,1488733.00,464.00,2842.00,33492.0,26149,0.999656,0.999625,0.999769,0.999798
random,135,29,19,7,21,1,1490054.00,692.00,1521.00,33557.0,26650,0.999525,0.999493,0.999769,0.999798
random,136,19,11,4,21,1,1490475.00,777.00,1100.00,32198.0,26600,0.999475,0.999444,0.999769,0.999798
random,137,16,24,16,26,1,1489677.00,675.00,1898.00,32512.0,25110,0.999531,0.999500,0.999769,0.999798
random,138,17,17,27,13,1,1489183.00,615.00,2392.00,32835.0,25222,0.999563,0.999532,0.999769,0.999798
random,139,5,1,23,19,1,1488705.00,406.00,2870.00,35165.0,29674,0.999694,0.999661,0.999769,0.999798
random,140,22,7,5,1,1,1470662.00,101.00,20913.00,29845.0,25666,0.999648,0.999620,0.999769,0.999798
random,141,11,18,12,14,1,1489740.00,660.00,1835.00,30906.0,24446,0.999541,0.999512,0.999769,0.999798
random,142,28,11,16,24,1,1489636.00,637.00,1939.00,34369.0,26447,0.999555,0.999523,0.999769,0.999798
random,143,12,19,26,29,1,1489439.00,684.00,2136.00,31625.0,24595,0.999521,0.999492,0.999769,0.999798
random,144,5,28,15,8,1,1489334.00,682.00,2241.00,30591.0,24263,0.999521,0.999492,0.999769,0.999798
random,145,14,30,15,10,1,1489344.00,631.00,2231.00,31765.0,24796,0.999555,0.999525,0.999769,0.999798
random,146,20,8,3,4,1,1486678.00,592.00,4897.00,30391.0,26266,0.999544,0.999515,0.999769,0.999798
random,147,4,5,5,20,1,1490176.00,755.00,1399.00,29606.0,26291,0.999485,0.999457,0.999769,0.999798
random,148,6,11,27,15,1,1489431.00,698.00,2144.00,30143.0,24242,0.999512,0.999484,0.999769,0.999798
random,149,21,6,6,2,1,1484088.00,182.00,7487.00,30858.0,25670,0.999779,0.999750,0.999769,0.999798
