method,eval,param_1,param_2,param_3,param_4,param_5,good,bad,missed,trie_nodes,n_patterns,f_17,score,best_score_so_far,best_f17_so_far
gp,44,9,30,28,26,1,2760996.00,100.00,211.00,17522.0,12361,0.999963,0.999955,0.999988,0.999995
gp,45,22,27,1,27,1,2760994.00,240.00,213.00,18693.0,14501,0.999913,0.999905,0.999988,0.999995
gp,46,9,3,30,4,1,2760695.00,18.00,512.00,14926.0,11600,0.999990,0.999983,0.999988,0.999995
gp,47,28,16,12,1,1,2760112.00,3.00,1095.00,15971.0,12314,0.999991,0.999984,0.999988,0.999995
gp,48,2,28,30,29,1,2761029.00,167.00,178.00,22269.0,16044,0.999939,0.999930,0.999988,0.999995
gp,49,30,3,27,27,1,2760901.00,8.00,306.00,16777.0,13391,0.999995,0.999988,0.999988,0.999995
gp,50,26,24,1,2,1,2750733.00,10.00,10474.00,16253.0,13438,0.999920,0.999913,0.999988,0.999995
gp,51,12,2,29,29,1,2760897.00,9.00,310.00,14909.0,12039,0.999995,0.999988,0.999988,0.999995
gp,52,1,30,29,8,1,2760383.00,93.00,824.00,22820.0,16879,0.999961,0.999951,0.999988,0.999995
gp,53,9,29,3,30,1,2761059.00,147.00,148.00,17781.0,12737,0.999947,0.999939,0.999988,0.999995
gp,54,9,6,14,1,1,2759163.00,5.00,2044.00,13943.0,10610,0.999983,0.999977,0.999988,0.999995
gp,55,10,6,1,3,1,2743466.00,58.00,17741.00,13657.0,11634,0.999850,0.999844,0.999988,0.999995
gp,56,28,29,27,27,1,2760944.00,50.00,263.00,16932.0,12769,0.999980,0.999973,0.999988,0.999995
gp,57,28,2,30,5,1,2760878.00,7.00,329.00,16754.0,13697,0.999995,0.999988,0.999988,0.999995
gp,58,23,1,6,30,1,2760743.00,64.00,464.00,17083.0,14980,0.999974,0.999966,0.999988,0.999995
gp,59,8,25,30,1,1,2755972.00,10.00,5235.00,16572.0,12081,0.999958,0.999951,0.999988,0.999995
gp,60,28,30,26,4,1,2760762.00,30.00,445.00,16909.0,12778,0.999986,0.999979,0.999988,0.999995
gp,61,1,3,8,27,1,2760809.00,77.00,398.00,15639.0,12556,0.999970,0.999963,0.999988,0.999995
gp,62,18,1,15,2,1,2758909.00,3.00,2298.00,16210.0,14062,0.999982,0.999975,0.999988,0.999995
gp,63,29,22,9,30,1,2760974.00,53.00,233.00,16622.0,12690,0.999980,0.999972,0.999988,0.999995
gp,64,5,28,11,12,1,2760784.00,98.00,423.00,19955.0,14194,0.999962,0.999953,0.999988,0.999995
gp,65,21,24,30,25,1,2760943.00,41.00,264.00,15407.0,11496,0.999984,0.999977,0.999988,0.999995
gp,66,12,1,2,3,1,2735766.00,92.00,25441.00,12960.0,12158,0.999781,0.999775,0.999988,0.999995
gp,67,30,3,10,29,1,2760947.00,20.00,260.00,16367.0,13303,0.999991,0.999984,0.999988,0.999995
gp,68,30,10,27,3,1,2760839.00,13.00,368.00,16696.0,12875,0.999993,0.999985,0.999988,0.999995
gp,69,12,30,1,28,1,2761028.00,240.00,179.00,17579.0,13226,0.999914,0.999906,0.999988,0.999995
gp,70,15,1,28,28,1,2760861.00,17.00,346.00,17681.0,14943,0.999991,0.999984,0.999988,0.999995
gp,71,23,30,3,1,1,2755373.00,10.00,5834.00,16136.0,12613,0.999954,0.999947,0.999988,0.999995
gp,72,7,11,2,18,1,2761007.00,216.00,200.00,17351.0,13161,0.999922,0.999914,0.999988,0.999995
gp,73,29,14,30,4,1,2760852.00,17.00,355.00,16507.0,12546,0.999991,0.999984,0.999988,0.999995
gp,74,13,28,24,15,1,2760959.00,60.00,248.00,14478.0,10526,0.999977,0.999971,0.999988,0.999995
gp,75,12,26,30,27,1,2760982.00,52.00,225.00,14338.0,10436,0.999980,0.999974,0.999988,0.999995
gp,76,29,2,6,5,1,2760647.00,36.00,560.00,16548.0,13870,0.999983,0.999976,0.999988,0.999995
gp,77,2,29,3,1,1,2749278.00,11.00,11929.00,20410.0,15570,0.999909,0.999900,0.999988,0.999995
gp,78,6,1,4,30,1,2754908.00,148.00,6299.00,18031.0,14814,0.999902,0.999894,0.999988,0.999995
gp,79,21,22,1,20,1,2760849.00,227.00,358.00,17701.0,13708,0.999917,0.999909,0.999988,0.999995
gp,80,17,1,30,13,1,2760839.00,12.00,368.00,17713.0,14906,0.999993,0.999985,0.999988,0.999995
gp,81,11,28,1,30,1,2761041.00,285.00,166.00,18816.0,13998,0.999898,0.999889,0.999988,0.999995
gp,82,30,7,3,2,1,2758264.00,14.00,2943.00,16176.0,13252,0.999974,0.999967,0.999988,0.999995
gp,83,30,27,29,24,1,2760936.00,36.00,271.00,17593.0,13311,0.999985,0.999978,0.999988,0.999995
gp,84,16,26,16,4,1,2760729.00,38.00,478.00,14138.0,10417,0.999983,0.999977,0.999988,0.999995
gp,85,19,27,30,4,1,2760687.00,27.00,520.00,14297.0,10532,0.999987,0.999980,0.999988,0.999995
gp,86,4,2,1,29,1,2752994.00,260.00,8213.00,20331.0,17218,0.999848,0.999839,0.999988,0.999995
gp,87,28,30,6,27,1,2761043.00,78.00,164.00,16894.0,12900,0.999971,0.999964,0.999988,0.999995
gp,88,29,1,22,17,1,2760843.00,15.00,364.00,18450.0,15866,0.999992,0.999984,0.999988,0.999995
gp,89,16,12,2,1,1,2750331.00,9.00,10876.00,12842.0,10306,0.999918,0.999912,0.999988,0.999995
gp,90,8,18,18,30,1,2761010.00,109.00,197.00,16361.0,11724,0.999960,0.999953,0.999988,0.999995
gp,91,30,6,25,1,1,2760601.00,2.00,606.00,16439.0,12884,0.999995,0.999988,0.999988,0.999995
gp,92,18,29,4,3,1,2760344.00,56.00,863.00,14618.0,10886,0.999974,0.999967,0.999988,0.999995
gp,93,3,1,7,12,1,2752454.00,56.00,8753.00,14945.0,12805,0.999916,0.999910,0.999988,0.999995
gp,94,28,1,11,30,1,2760919.00,38.00,288.00,17688.0,15459,0.999984,0.999977,0.999988,0.999995
gp,95,3,25,13,21,1,2760993.00,157.00,214.00,20477.0,14684,0.999943,0.999934,0.999988,0.999995
gp,96,27,1,27,3,1,2760682.00,6.00,525.00,18138.0,15615,0.999994,0.999986,0.999988,0.999995
gp,97,24,8,4,30,1,2761031.00,67.00,176.00,15666.0,12399,0.999975,0.999968,0.999988,0.999995
gp,98,27,28,1,2,1,2751105.00,10.00,10102.00,16423.0,13493,0.999923,0.999916,0.999988,0.999995
gp,99,23,29,30,15,1,2760923.00,45.00,284.00,16444.0,12342,0.999982,0.999975,0.999988,0.999995
gp,100,16,13,30,21,1,2760937.00,32.00,270.00,12837.0,9609,0.999987,0.999981,0.999988,0.999995
gp,101,25,27,2,1,1,2749910.00,9.00,11297.00,16121.0,12920,0.999915,0.999908,0.999988,0.999995
gp,102,2,8,1,13,1,2757756.00,193.00,3451.00,19436.0,16340,0.999906,0.999898,0.999988,0.999995
gp,103,10,30,7,30,1,2761056.00,140.00,151.00,17236.0,12199,0.999949,0.999942,0.999988,0.999995
gp,104,25,1,14,11,1,2760733.00,22.00,474.00,17634.0,15435,0.999989,0.999981,0.999988,0.999995
gp,105,11,19,29,2,1,2759481.00,6.00,1726.00,14610.0,10637,0.999985,0.999979,0.999988,0.999995
gp,106,17,3,1,30,1,2760365.00,239.00,842.00,17068.0,13953,0.999909,0.999902,0.999988,0.999995
gp,107,27,29,11,16,1,2760974.00,57.00,233.00,16641.0,12612,0.999978,0.999971,0.999988,0.999995
gp,108,1,5,22,18,1,2760907.00,49.00,300.00,16975.0,13068,0.999980,0.999973,0.999988,0.999995
gp,109,7,30,1,1,1,2740596.00,10.00,20611.00,18069.0,14026,0.999846,0.999838,0.999988,0.999995
gp,110,18,2,24,30,1,2760891.00,7.00,316.00,14644.0,11798,0.999995,0.999989,0.999989,0.999995
gp,111,5,24,2,4,1,2759165.00,137.00,2042.00,19280.0,14349,0.999937,0.999928,0.999989,0.999995
gp,112,28,28,30,12,1,2760926.00,36.00,281.00,16809.0,12698,0.999985,0.999978,0.999989,0.999995
gp,113,30,6,1,17,1,2760489.00,224.00,718.00,18803.0,15463,0.999915,0.999907,0.999989,0.999995
gp,114,3,30,14,30,1,2761046.00,187.00,161.00,21516.0,15358,0.999932,0.999923,0.999989,0.999995
gp,115,14,25,30,1,1,2760040.00,6.00,1167.00,13803.0,10158,0.999989,0.999983,0.999989,0.999995
gp,116,26,1,6,30,1,2760825.00,62.00,382.00,17302.0,15182,0.999975,0.999968,0.999989,0.999995
gp,117,5,30,4,20,1,2760977.00,117.00,230.00,20597.0,14711,0.999957,0.999948,0.999989,0.999995
gp,118,5,1,25,19,1,2760320.00,27.00,887.00,17609.0,14554,0.999984,0.999976,0.999989,0.999995
gp,119,13,7,1,4,1,2752563.00,83.00,8644.00,13618.0,11303,0.999908,0.999902,0.999989,0.999995
gp,120,29,2,28,25,1,2760900.00,7.00,307.00,17186.0,13941,0.999995,0.999988,0.999989,0.999995
gp,121,2,30,2,7,1,2759998.00,147.00,1209.00,22284.0,16706,0.999939,0.999929,0.999989,0.999995
gp,122,21,20,22,1,1,2760168.00,2.00,1039.00,14836.0,11227,0.999992,0.999985,0.999989,0.999995
gp,123,7,27,26,30,1,2761053.00,138.00,154.00,19317.0,13577,0.999950,0.999941,0.999989,0.999995
gp,124,26,23,1,26,1,2760911.00,236.00,296.00,18722.0,14772,0.999914,0.999906,0.999989,0.999995
gp,125,1,28,17,2,1,2757530.00,13.00,3677.00,21718.0,16402,0.999969,0.999959,0.999989,0.999995
gp,126,26,2,9,30,1,2760952.00,19.00,255.00,16231.0,13482,0.999991,0.999984,0.999989,0.999995
gp,127,28,27,25,19,1,2760934.00,46.00,273.00,16770.0,12670,0.999982,0.999974,0.999989,0.999995
gp,128,3,12,25,29,1,2760979.00,86.00,228.00,17960.0,13085,0.999968,0.999960,0.999989,0.999995
gp,129,19,5,21,5,1,2760867.00,13.00,340.00,12683.0,9841,0.999993,0.999987,0.999989,0.999995
gp,130,4,29,20,27,1,2761044.00,143.00,163.00,20451.0,14537,0.999948,0.999939,0.999989,0.999995
gp,131,30,2,8,1,1,2758760.00,13.00,2447.00,16535.0,14003,0.999978,0.999970,0.999989,0.999995
gp,132,3,1,26,8,1,2759493.00,17.00,1714.00,17440.0,14556,0.999982,0.999974,0.999989,0.999995
gp,133,28,3,26,29,1,2760897.00,8.00,310.00,15953.0,12782,0.999995,0.999988,0.999989,0.999995
gp,134,26,30,23,2,1,2760593.00,4.00,614.00,16667.0,12641,0.999994,0.999987,0.999989,0.999995
gp,135,26,25,30,16,1,2760930.00,46.00,277.00,16485.0,12508,0.999982,0.999974,0.999989,0.999995
gp,136,7,1,4,8,1,2745176.00,58.00,16031.00,13998.0,12251,0.999863,0.999856,0.999989,0.999995
gp,137,16,30,2,30,1,2761106.00,217.00,101.00,16089.0,11899,0.999922,0.999915,0.999989,0.999995
gp,138,21,1,18,30,1,2760876.00,26.00,331.00,17289.0,14904,0.999988,0.999981,0.999989,0.999995
gp,139,2,17,23,22,1,2760980.00,105.00,227.00,19422.0,14072,0.999961,0.999953,0.999989,0.999995
gp,140,19,17,30,17,1,2760927.00,30.00,280.00,13403.0,9946,0.999987,0.999981,0.999989,0.999995
gp,141,6,3,2,6,1,2749136.00,136.00,12071.00,15077.0,12776,0.999864,0.999857,0.999989,0.999995
gp,142,30,30,4,9,1,2760745.00,74.00,462.00,17577.0,13723,0.999970,0.999963,0.999989,0.999995
gp,143,27,3,9,30,1,2760953.00,20.00,254.00,15633.0,12672,0.999991,0.999984,0.999989,0.999995
gp,144,4,27,12,21,1,2760999.00,130.00,208.00,19917.0,14157,0.999952,0.999944,0.999989,0.999995
gp,145,8,30,21,25,1,2761038.00,123.00,169.00,18262.0,12900,0.999955,0.999947,0.999989,0.999995
gp,146,28,3,12,1,1,2760237.00,3.00,970.00,15625.0,12683,0.999992,0.999985,0.999989,0.999995
gp,147,1,24,6,1,1,2753266.00,11.00,7941.00,20135.0,15493,0.999938,0.999930,0.999989,0.999995
gp,148,29,7,29,30,1,2760910.00,22.00,297.00,16148.0,12447,0.999990,0.999983,0.999989,0.999995
gp,149,3,1,27,16,1,2760210.00,27.00,997.00,17910.0,14827,0.999983,0.999975,0.999989,0.999995
