method,eval,param_1,param_2,param_3,param_4,param_5,good,bad,missed,trie_nodes,n_patterns,f_17,score,best_score_so_far,best_f17_so_far
gp,40,13,3,29,6,1,1489018.00,505.00,2557.00,32845.0,26182,0.999633,0.999602,0.999808,0.999840
gp,41,27,15,1,28,1,1490001.00,997.00,1574.00,36646.0,32366,0.999324,0.999289,0.999808,0.999840
gp,42,2,24,4,2,1,1483650.00,191.00,7925.00,30945.0,25179,0.999767,0.999738,0.999808,0.999840
gp,43,1,16,25,30,1,1489988.00,883.00,1587.00,32056.0,25129,0.999398,0.999368,0.999808,0.999840
gp,44,30,22,18,5,1,1488389.00,453.00,3186.00,34648.0,26416,0.999659,0.999626,0.999808,0.999840
gp,45,30,18,29,6,1,1488703.00,519.00,2872.00,35452.0,26565,0.999620,0.999586,0.999808,0.999840
gp,46,6,1,4,21,1,1488622.00,710.00,2953.00,31787.0,30107,0.999493,0.999463,0.999808,0.999840
gp,47,2,26,8,1,1,1474753.00,104.00,16822.00,30373.0,24685,0.999703,0.999674,0.999808,0.999840
gp,48,25,30,3,24,1,1490440.00,844.00,1135.00,33701.0,27609,0.999430,0.999398,0.999808,0.999840
gp,49,24,1,26,29,1,1488784.00,315.00,2791.00,37805.0,30361,0.999755,0.999719,0.999808,0.999840
gp,50,30,21,3,1,1,1450376.00,93.00,41199.00,29547.0,25505,0.999369,0.999341,0.999808,0.999840
gp,51,2,1,27,20,1,1488428.00,417.00,3147.00,36279.0,29527,0.999683,0.999649,0.999808,0.999840
gp,52,29,21,30,29,1,1489183.00,610.00,2392.00,35552.0,26615,0.999567,0.999533,0.999808,0.999840
gp,53,13,29,30,1,1,1477840.00,96.00,13735.00,31010.0,24542,0.999751,0.999721,0.999808,0.999840
gp,54,3,23,8,14,1,1490185.00,808.00,1390.00,31402.0,24520,0.999450,0.999421,0.999808,0.999840
gp,55,9,7,7,1,1,1478911.00,106.00,12664.00,28824.0,24654,0.999759,0.999731,0.999808,0.999840
gp,56,30,11,29,30,1,1489174.00,623.00,2401.00,35740.0,26762,0.999558,0.999524,0.999808,0.999840
gp,57,1,26,29,15,1,1489828.00,842.00,1747.00,33296.0,25560,0.999423,0.999392,0.999808,0.999840
gp,58,19,26,3,28,1,1490622.00,858.00,953.00,33074.0,26935,0.999423,0.999392,0.999808,0.999840
gp,59,29,29,19,2,1,1485199.00,167.00,6376.00,34453.0,26380,0.999804,0.999771,0.999808,0.999840
gp,60,2,25,21,1,1,1474990.00,102.00,16585.00,30496.0,24520,0.999707,0.999679,0.999808,0.999840
gp,61,27,1,15,28,1,1489336.00,368.00,2239.00,36720.0,30224,0.999728,0.999693,0.999808,0.999840
gp,62,13,7,2,7,1,1488976.00,767.00,2599.00,30920.0,27452,0.999461,0.999431,0.999808,0.999840
gp,63,30,12,29,5,1,1488431.00,438.00,3144.00,35441.0,26612,0.999669,0.999636,0.999808,0.999840
gp,64,3,1,30,16,1,1488331.00,402.00,3244.00,36576.0,29900,0.999692,0.999657,0.999808,0.999840
gp,65,30,15,26,1,1,1481751.00,92.00,9824.00,34790.0,26489,0.999807,0.999774,0.999808,0.999840
gp,66,1,3,20,29,1,1489348.00,625.00,2227.00,33433.0,27433,0.999559,0.999527,0.999808,0.999840
gp,67,1,25,1,3,1,1479233.00,572.00,12342.00,31700.0,26844,0.999454,0.999424,0.999808,0.999840
gp,68,26,19,14,30,1,1489771.00,677.00,1804.00,34168.0,26221,0.999531,0.999498,0.999808,0.999840
gp,69,16,7,11,10,1,1489802.00,610.00,1773.00,31601.0,25326,0.999575,0.999545,0.999808,0.999840
gp,70,18,1,30,1,1,1486560.00,94.00,5015.00,37384.0,30390,0.999871,0.999835,0.999835,0.999871
gp,71,1,28,1,1,1,1454555.00,97.00,37020.00,29860.0,25845,0.999426,0.999398,0.999835,0.999871
gp,72,27,22,20,29,1,1489468.00,626.00,2107.00,34878.0,26460,0.999560,0.999527,0.999835,0.999871
gp,73,2,5,13,20,1,1489813.00,734.00,1762.00,30530.0,25661,0.999494,0.999465,0.999835,0.999871
gp,74,29,9,2,2,1,1463010.00,175.00,28565.00,29514.0,26911,0.999493,0.999465,0.999835,0.999871
gp,75,19,27,21,1,1,1479211.00,99.00,12364.00,32345.0,25276,0.999767,0.999737,0.999835,0.999871
gp,76,6,8,15,30,1,1489889.00,762.00,1686.00,29805.0,24369,0.999476,0.999448,0.999835,0.999871
gp,77,30,3,9,9,1,1489672.00,575.00,1903.00,33826.0,27491,0.999596,0.999564,0.999835,0.999871
gp,78,1,16,7,4,1,1488319.00,621.00,3256.00,30705.0,24998,0.999548,0.999519,0.999835,0.999871
gp,79,29,19,25,29,1,1489238.00,608.00,2337.00,35287.0,26573,0.999569,0.999535,0.999835,0.999871
gp,80,18,21,26,1,1,1480068.00,94.00,11507.00,32342.0,25261,0.999782,0.999752,0.999835,0.999871
gp,81,30,1,10,24,1,1489672.00,452.00,1903.00,35944.0,30391,0.999677,0.999643,0.999835,0.999871
gp,82,1,4,14,9,1,1488531.00,644.00,3044.00,31023.0,26236,0.999535,0.999506,0.999835,0.999871
gp,83,25,30,12,15,1,1489590.00,635.00,1985.00,33629.0,25965,0.999556,0.999524,0.999835,0.999871
gp,84,3,27,11,1,1,1475459.00,103.00,16116.00,29973.0,24197,0.999713,0.999685,0.999835,0.999871
gp,85,11,8,10,2,1,1486258.00,177.00,5317.00,30152.0,24683,0.999812,0.999783,0.999835,0.999871
gp,86,30,27,21,21,1,1489310.00,596.00,2265.00,35278.0,26627,0.999578,0.999544,0.999835,0.999871
gp,87,3,25,29,7,1,1489006.00,703.00,2569.00,31202.0,24286,0.999503,0.999474,0.999835,0.999871
gp,88,23,1,29,14,1,1488717.00,290.00,2858.00,37874.0,30384,0.999771,0.999735,0.999835,0.999871
gp,89,17,1,8,26,1,1489716.00,484.00,1859.00,34230.0,30046,0.999657,0.999624,0.999835,0.999871
gp,90,6,17,18,1,1,1479030.00,102.00,12545.00,29356.0,23956,0.999763,0.999735,0.999835,0.999871
gp,91,28,1,30,28,1,1488711.00,301.00,2864.00,38361.0,30607,0.999763,0.999727,0.999835,0.999871
gp,92,30,27,10,11,1,1489554.00,623.00,2021.00,33899.0,26537,0.999563,0.999531,0.999835,0.999871
gp,93,7,1,14,22,1,1489150.00,448.00,2425.00,34326.0,29910,0.999673,0.999640,0.999835,0.999871
gp,94,30,9,25,4,1,1488414.00,433.00,3161.00,35108.0,26576,0.999673,0.999639,0.999835,0.999871
gp,95,21,7,17,1,1,1481894.00,100.00,9681.00,32583.0,25643,0.999803,0.999772,0.999835,0.999871
gp,96,3,30,10,25,1,1490365.00,871.00,1210.00,32510.0,24882,0.999411,0.999381,0.999835,0.999871
gp,97,29,30,30,14,1,1488973.00,573.00,2602.00,35458.0,26601,0.999588,0.999555,0.999835,0.999871
gp,98,16,1,23,30,1,1488992.00,325.00,2583.00,36707.0,30114,0.999751,0.999717,0.999835,0.999871
gp,99,3,23,28,1,1,1476533.00,100.00,15042.00,29803.0,23950,0.999730,0.999702,0.999835,0.999871
gp,100,29,17,15,1,1,1480058.00,96.00,11517.00,33476.0,26100,0.999781,0.999749,0.999835,0.999871
gp,101,19,4,27,27,1,1489187.00,590.00,2388.00,34117.0,26475,0.999580,0.999548,0.999835,0.999871
gp,102,15,30,9,20,1,1489908.00,696.00,1667.00,32253.0,25214,0.999520,0.999490,0.999835,0.999871
gp,103,1,1,17,5,1,1482214.00,353.00,9361.00,31960.0,26386,0.999640,0.999610,0.999835,0.999871
gp,104,8,30,26,2,1,1484100.00,174.00,7475.00,30394.0,24361,0.999784,0.999756,0.999835,0.999871
gp,105,30,1,30,4,1,1488471.00,234.00,3104.00,38549.0,30618,0.999804,0.999768,0.999835,0.999871
gp,106,1,30,11,3,1,1486625.00,575.00,4950.00,32315.0,25358,0.999555,0.999524,0.999835,0.999871
gp,107,3,1,23,30,1,1488973.00,472.00,2602.00,35695.0,29664,0.999655,0.999621,0.999835,0.999871
gp,108,23,18,15,19,1,1489647.00,625.00,1928.00,33582.0,25814,0.999563,0.999531,0.999835,0.999871
gp,109,7,15,30,10,1,1489301.00,673.00,2274.00,30390.0,24281,0.999527,0.999498,0.999835,0.999871
gp,110,30,7,11,1,1,1479800.00,102.00,11775.00,32979.0,26350,0.999773,0.999742,0.999835,0.999871
gp,111,7,2,30,28,1,1489016.00,458.00,2559.00,33640.0,27846,0.999664,0.999632,0.999835,0.999871
gp,112,3,28,23,3,1,1486722.00,559.00,4853.00,30858.0,24207,0.999566,0.999537,0.999835,0.999871
gp,113,29,1,1,30,1,1488764.00,1012.00,2811.00,37688.0,36093,0.999297,0.999261,0.999835,0.999871
gp,114,19,16,21,16,1,1489463.00,630.00,2112.00,33198.0,25493,0.999557,0.999526,0.999835,0.999871
gp,115,29,18,27,3,1,1487465.00,416.00,4110.00,34958.0,26377,0.999671,0.999638,0.999835,0.999871
gp,116,2,7,3,26,1,1490586.00,823.00,989.00,30257.0,26404,0.999446,0.999417,0.999835,0.999871
gp,117,26,26,2,17,1,1489959.00,897.00,1616.00,34351.0,29158,0.999389,0.999356,0.999835,0.999871
gp,118,1,30,20,1,1,1473609.00,101.00,17966.00,31493.0,25178,0.999689,0.999659,0.999835,0.999871
gp,119,9,4,30,15,1,1489214.00,590.00,2361.00,31734.0,25732,0.999580,0.999550,0.999835,0.999871
gp,120,25,15,20,1,1,1481538.00,98.00,10037.00,33602.0,25918,0.999800,0.999768,0.999835,0.999871
gp,121,2,1,25,30,1,1488783.00,474.00,2792.00,35980.0,29428,0.999651,0.999617,0.999835,0.999871
gp,122,2,29,30,3,1,1486309.00,562.00,5266.00,31647.0,24739,0.999559,0.999529,0.999835,0.999871
gp,123,1,8,8,6,1,1486711.00,686.00,4864.00,29319.0,24916,0.999483,0.999455,0.999835,0.999871
gp,124,28,1,10,24,1,1489676.00,459.00,1899.00,35789.0,30356,0.999673,0.999639,0.999835,0.999871
gp,125,28,6,13,3,1,1488224.00,438.00,3351.00,33480.0,26324,0.999667,0.999635,0.999835,0.999871
gp,126,1,30,2,30,1,1491150.00,1036.00,425.00,35347.0,27570,0.999314,0.999280,0.999835,0.999871
gp,127,12,16,30,21,1,1489346.00,654.00,2229.00,31561.0,24533,0.999540,0.999510,0.999835,0.999871
gp,128,4,1,6,17,1,1486142.00,630.00,5433.00,30609.0,27584,0.999512,0.999483,0.999835,0.999871
gp,129,2,22,18,2,1,1484112.00,185.00,7463.00,30884.0,24610,0.999777,0.999748,0.999835,0.999871
gp,130,27,25,13,2,1,1484870.00,171.00,6705.00,33443.0,26108,0.999797,0.999765,0.999835,0.999871
gp,131,2,1,30,22,1,1488492.00,412.00,3083.00,36738.0,29764,0.999687,0.999653,0.999835,0.999871
gp,132,9,21,1,24,1,1490669.00,997.00,906.00,34834.0,29435,0.999333,0.999300,0.999835,0.999871
gp,133,29,10,22,26,1,1489399.00,601.00,2176.00,35087.0,26603,0.999576,0.999542,0.999835,0.999871
gp,134,8,28,28,10,1,1489047.00,672.00,2528.00,30825.0,24475,0.999524,0.999495,0.999835,0.999871
gp,135,4,11,30,1,1,1480006.00,100.00,11569.00,29285.0,23982,0.999777,0.999750,0.999835,0.999871
gp,136,27,24,1,21,1,1489124.00,950.00,2451.00,36366.0,31834,0.999342,0.999308,0.999835,0.999871
gp,137,13,1,19,26,1,1489081.00,355.00,2494.00,35929.0,29965,0.999733,0.999699,0.999835,0.999871
gp,138,30,30,28,2,1,1485288.00,162.00,6287.00,35206.0,26631,0.999808,0.999775,0.999835,0.999871
gp,139,1,10,3,16,1,1490383.00,828.00,1192.00,31111.0,26412,0.999440,0.999410,0.999835,0.999871
gp,140,16,1,28,1,1,1486462.00,94.00,5113.00,36868.0,30144,0.999869,0.999834,0.999835,0.999871
gp,141,28,30,1,1,1,1335938.00,61.00,155637.00,25890.0,23131,0.997631,0.997606,0.999835,0.999871
gp,142,1,20,13,13,1,1490025.00,812.00,1550.00,32210.0,25265,0.999445,0.999415,0.999835,0.999871
gp,143,30,3,16,28,1,1489584.00,582.00,1991.00,35060.0,27431,0.999591,0.999557,0.999835,0.999871
gp,144,28,21,24,10,1,1488969.00,561.00,2606.00,34985.0,26441,0.999596,0.999563,0.999835,0.999871
gp,145,7,19,18,1,1,1478308.00,103.00,13267.00,29439.0,24009,0.999752,0.999724,0.999835,0.999871
gp,146,27,28,1,28,1,1489999.00,1001.00,1576.00,36941.0,32283,0.999321,0.999286,0.999835,0.999871
gp,147,25,2,27,18,1,1488946.00,380.00,2629.00,36355.0,28412,0.999715,0.999680,0.999835,0.999871
gp,148,1,11,5,30,1,1490644.00,894.00,931.00,31389.0,25980,0.999400,0.999370,0.999835,0.999871
gp,149,28,11,8,7,1,1489475.00,587.00,2100.00,32971.0,26460,0.999586,0.999555,0.999835,0.999871
