observation,param_1,param_2,param_3,param_4,param_5,param_6,validation_good,validation_bad,validation_missed,validation_f17,objective_score,train_good,train_bad,train_missed,n_patterns,trie_nodes
112,10,28,2,3,2,1,26576,855,730,0.9689191898937238,0.9688797820340267,213739,1919,2520,5791,8287
113,29,29,29,14,2,1,26119,541,1187,0.9792328698920104,0.9791766374869278,211553,632,4706,8195,11825
114,13,2,4,29,1,1,26545,801,761,0.9707370946272106,0.9706589731937479,215575,168,684,11435,16428
115,27,3,13,1,1,2,26471,779,835,0.971372919718529,0.9712931909655806,215187,43,1072,11749,16766
116,14,28,6,29,2,1,26371,673,935,0.9749257280426363,0.9748811225492178,212784,1301,3475,6398,9380
117,25,13,30,1,2,1,26133,544,1173,0.9791461686545837,0.9790916862304796,211585,658,4674,7895,11457
118,10,6,3,3,1,1,26572,815,734,0.9702987506472432,0.970223696435876,215662,198,597,10833,15783
119,28,1,14,23,1,2,26437,780,869,0.971277919142592,0.9711949947722047,215309,70,950,12582,17438
120,30,30,5,3,1,3,26608,843,698,0.96939314560935,0.96931821028256,215648,212,611,11092,15758
121,28,17,7,30,1,1,26447,724,859,0.9732572303366858,0.973167429682345,215328,95,931,13540,18884
122,25,30,30,18,2,1,26135,546,1171,0.97907730346339,0.9790228495715845,211600,687,4659,7891,11451
123,12,1,19,24,2,1,26274,734,1032,0.972608236630246,0.9725646155011278,212156,1009,4103,6187,9173
124,11,25,4,7,1,1,26557,806,749,0.9705846020701808,0.9705066565858926,215599,184,660,11173,16391
125,28,2,1,1,1,2,26060,822,1246,0.9691162076690337,0.9690450290948878,209765,62,6494,12156,14968
126,30,4,18,18,2,1,26136,540,1170,0.9792945302488703,0.9792384452606636,211674,621,4585,8221,11794
127,19,30,30,27,2,1,26211,648,1095,0.9755492977876237,0.975499052409856,211892,855,4367,7168,10566
128,24,19,27,1,1,2,26447,805,859,0.9704224256487708,0.9703415936469447,214963,19,1296,11632,16998
129,28,22,2,28,1,2,26634,860,672,0.9688529456272482,0.9687722467761488,215862,266,397,12115,16970
130,11,29,3,1,1,1,26564,805,742,0.9706318461078628,0.9705551275124128,215596,180,663,11134,16133
131,25,30,30,22,1,1,26407,727,899,0.9730836807009062,0.9729915499088496,215036,51,1223,13688,19374
132,29,10,20,3,2,1,26140,546,1166,0.9790848889821113,0.9790295077906025,211678,665,4581,8104,11646
133,13,29,10,1,1,1,26473,821,833,0.9699116003962741,0.96982914205343,215228,79,1031,11859,17340
134,20,1,13,24,2,2,26491,887,815,0.967652619613275,0.967575449256431,215415,113,844,11534,16228
135,10,21,1,30,1,1,26647,868,659,0.9686007178266587,0.9685231860606996,215870,268,389,11453,16304
136,10,2,27,1,2,1,26329,748,977,0.9722106317282817,0.9721687082709279,212394,1183,3865,5891,8816
137,25,30,20,4,2,1,26156,549,1150,0.979001400605307,0.9789476647763486,211726,715,4533,7821,11300
138,11,3,8,30,1,1,26500,781,806,0.9713542143943698,0.9712757981271553,215312,111,947,11217,16490
139,29,6,30,24,2,3,26497,794,809,0.9708954868401285,0.9708183069725184,215267,96,992,10992,16230
140,29,13,1,12,1,1,26608,765,698,0.97210034027896,0.9720115525212182,215846,254,413,13962,18671
141,13,30,5,6,1,1,26536,830,770,0.9697129158627142,0.9696327829022029,215541,166,718,11592,16851
142,23,1,29,30,1,1,26398,803,908,0.9704041083552978,0.9703132282289948,215037,43,1222,13520,19111
143,30,25,30,8,2,1,26112,537,1194,0.9793662474204996,0.9793091828233756,211523,590,4736,8329,12000
144,11,5,1,26,2,1,26656,884,650,0.9680657424718508,0.9680261919506609,214139,2273,2120,5956,8317
145,30,2,7,2,1,1,26440,716,866,0.9735262712176442,0.9734357429896902,215317,90,942,13707,19037
146,14,1,2,1,2,1,26505,668,801,0.9753212985443591,0.975280017063723,213333,1582,2926,6215,8681
147,26,30,18,27,2,1,26159,549,1147,0.9790059565957434,0.9789518974007346,211754,715,4505,7869,11368
148,30,3,26,12,2,3,26470,878,836,0.9679250057409985,0.9678473455796959,215277,86,982,11249,16331
149,13,3,16,30,1,1,26475,803,831,0.9705424333249263,0.970460826195656,215247,91,1012,11764,17161
150,12,25,30,3,1,1,26482,818,824,0.9700323661580974,0.969950449928926,215236,100,1023,11684,17226
151,26,30,22,5,2,1,26133,545,1173,0.9791102172453481,0.9790555778936019,211615,689,4644,7928,11490
152,30,21,21,19,2,1,26132,541,1174,0.9792525273873683,0.9791961808530916,211643,618,4616,8255,11849
153,30,16,21,5,2,1,26132,541,1174,0.9792525273873683,0.9791961808530916,211643,618,4616,8255,11849
