observation,param_1,param_2,param_3,param_4,param_5,param_6,validation_good,validation_bad,validation_missed,validation_f17,objective_score,train_good,train_bad,train_missed,n_patterns,trie_nodes
83,28,1,27,12,2,4,11155,769,459,0.9359948983872862,0.9359052982983347,92728,19,263,7592,9670
84,10,5,1,1,1,1,11251,612,363,0.9488093290448153,0.9487244823008103,92784,67,207,6595,9157
85,30,28,9,2,1,1,11152,566,462,0.9518672029170566,0.9517586450429971,92737,25,254,8489,11716
86,8,2,29,23,2,1,11150,679,464,0.9429414699738683,0.9428990975636538,91030,888,1961,3097,4573
87,25,29,28,27,2,1,10983,427,631,0.9622326109506855,0.9621725964960692,90462,485,2529,4407,6477
88,27,15,20,1,1,3,11183,611,431,0.9484835120097707,0.9483976645615664,92529,8,462,6469,9265
89,12,2,2,7,1,1,11223,618,391,0.9481720041296131,0.9480838772996216,92854,62,137,6771,9511
90,30,6,9,27,1,1,11152,566,462,0.9518672029170566,0.9517586821061156,92738,25,253,8488,11712
91,30,1,22,21,2,1,10936,420,678,0.9625777649465371,0.9625134141070575,90294,382,2697,4775,6945
92,19,30,30,26,1,2,11202,609,412,0.9487543893229982,0.9486659937853976,92764,41,227,6574,9540
93,18,11,1,30,1,2,11281,649,333,0.9461005327214417,0.9460087088453808,92961,121,30,7155,9910
94,10,5,30,5,1,1,11203,602,411,0.9493118484761696,0.9492239347591094,92758,37,233,6577,9488
95,8,28,4,4,2,1,11189,695,425,0.9419460205748152,0.9419032034071788,91262,1014,1729,3135,4621
96,23,1,15,27,2,1,10986,432,628,0.9618347878465267,0.961776135461515,90477,471,2514,4316,6330
97,10,30,28,3,2,1,11122,528,492,0.9547371168003517,0.9546916774170819,91000,818,1991,3297,4904
98,30,4,29,1,2,3,11180,592,434,0.9499661818836861,0.9498787036582682,92647,12,344,6645,9441
99,30,29,24,23,1,3,11203,607,411,0.9489178457201713,0.9488292185380802,92766,41,225,6606,9565
100,30,22,3,5,1,1,11183,570,431,0.9517268612842995,0.951621101675686,92822,50,169,8345,11414
101,16,1,1,27,2,1,11235,575,379,0.9516283135469183,0.9515801500244395,91637,1217,1354,3796,5198
102,9,22,28,29,2,1,11141,537,473,0.9541206777245665,0.9540760815272425,91057,884,1934,3226,4813
103,27,29,23,1,2,1,10970,423,644,0.9624985303691538,0.9624370982502553,90412,457,2579,4519,6630
104,30,1,26,17,2,2,11153,610,461,0.9483827408456789,0.9482878129334443,92723,22,268,7336,10245
105,9,30,2,9,1,1,11241,618,373,0.948279498232679,0.9481938916947449,92865,74,126,6447,9239
106,24,6,24,9,2,1,10985,431,629,0.9619123009187425,0.9618527868162259,90467,488,2524,4365,6423
107,9,29,2,27,2,1,11227,563,387,0.9525320536750582,0.9524895422781493,91493,1108,1498,3186,4588
108,30,30,30,27,1,3,11202,607,412,0.9489119109537404,0.9488234042267844,92764,41,227,6597,9552
109,29,1,3,28,2,1,11060,450,554,0.9607299462825137,0.9606702098012863,90909,660,2082,4582,6447
110,30,24,2,1,2,2,11222,625,392,0.9476167716853257,0.9475271623305945,92576,61,415,7110,9671
111,10,28,2,3,2,1,11216,551,398,0.9534220677766123,0.9533790374960445,91459,1056,1532,3246,4644
112,26,5,20,22,2,1,10974,426,640,0.9622703055344135,0.9622092440466999,90434,473,2557,4487,6590
113,11,27,26,30,1,1,11187,607,427,0.9488227710679875,0.9487323555904292,92749,34,242,6762,9758
114,9,1,27,2,2,1,11115,514,499,0.9558248127477706,0.9557811987230866,90918,767,2073,3221,4707
115,29,25,29,1,1,3,11175,600,439,0.9493041833945249,0.9492169460793772,92514,6,477,6574,9415
116,11,2,1,14,2,1,11252,594,362,0.9502286899477763,0.9501852427071255,91702,1288,1289,3408,4689
117,30,4,29,4,2,1,10943,420,671,0.9626126625392989,0.9625480615237695,90312,400,2679,4777,6972
118,18,30,6,28,1,5,11303,1506,311,0.8840759947125951,0.8840007473162792,92908,103,83,5336,8121
119,28,26,2,1,2,1,11125,463,489,0.9600017948797603,0.9599432907472226,91200,808,1791,4559,6314
120,10,23,29,18,1,1,11203,608,411,0.9488390844122075,0.9487501143962704,92761,40,230,6620,9602
121,9,5,5,27,2,1,11161,533,453,0.9545516745920427,0.9545083663380862,91155,895,1836,3174,4674
122,9,30,2,5,2,1,11227,562,387,0.9526112595986593,0.9525687389359708,91492,1101,1499,3187,4589
123,24,30,13,25,1,2,11196,620,418,0.947852854225717,0.9477618642698221,92774,36,217,6832,9820
124,30,9,27,30,2,1,10943,420,671,0.9626126625392989,0.9625480244606509,90313,400,2678,4779,6976
125,18,2,19,3,1,2,11187,600,427,0.9493751453298415,0.9492884732272507,92751,29,240,6578,9354
126,9,27,30,28,1,1,11207,618,407,0.9480761844819039,0.9479882522332845,92762,43,229,6529,9490
127,27,22,28,4,2,3,11202,614,412,0.9483608139546698,0.9482740491942828,92746,31,245,6479,9364
128,28,2,18,23,2,1,10956,425,658,0.9622630572140746,0.9622001055073179,90382,427,2609,4654,6794
129,24,24,2,29,1,2,11253,644,361,0.9463189178006853,0.9462288636885323,92901,97,90,6993,9719
130,11,29,3,1,1,1,11213,605,401,0.949134580224007,0.9490466572411672,92802,43,189,6632,9489
131,9,3,10,30,2,1,11133,531,481,0.954557146531767,0.9545134398492868,91018,838,1973,3187,4717
132,26,25,1,30,2,3,11290,710,324,0.9414389924184559,0.9413450652104206,92955,125,36,7348,10137
133,23,10,30,21,2,1,10986,432,628,0.9618347878465267,0.9617755517173987,90474,492,2517,4337,6393
134,13,29,10,1,1,1,11188,616,426,0.9481195233979085,0.9480274493457977,92734,27,257,6939,9937
135,30,2,6,7,2,2,11198,614,416,0.9483368958777241,0.9482456372142202,92824,52,167,7067,9849
136,26,6,30,2,2,1,10973,426,641,0.962265309164891,0.9622041642851608,90426,471,2565,4490,6599
137,10,29,8,30,2,1,11122,533,492,0.9543356975780364,0.954290397181461,91028,843,1963,3287,4889
138,30,26,4,2,1,1,11175,558,439,0.9526350695871147,0.9525285223872334,92794,36,197,8383,11499
139,29,15,21,28,1,3,11201,601,413,0.9493788904107733,0.9492914863115923,92764,38,227,6544,9433
140,21,2,2,20,1,1,11205,626,409,0.9474357088138156,0.9473386405064882,92851,61,140,7617,10476
141,29,30,23,2,2,1,10952,422,662,0.9624916511407179,0.9624276801982028,90346,414,2645,4727,6904
142,10,2,29,4,2,1,11113,516,501,0.9556528244773708,0.9556081634195893,90934,772,2057,3256,4820
143,30,8,28,26,1,2,11176,615,438,0.9481262290603744,0.9480319219553746,92736,27,255,7137,10178
144,9,3,6,30,1,1,11209,612,405,0.9485599389347086,0.948473730121099,92774,40,217,6434,9304
145,19,28,1,20,2,2,11277,633,337,0.9473222626192028,0.947233014629877,92915,107,76,6918,9632
146,11,5,5,1,1,2,11237,961,377,0.9220995345600641,0.9220237682800894,92626,26,365,5828,8177
147,4,29,27,4,1,2,11311,1799,303,0.8647500626907481,0.8646691724346419,92897,97,94,5458,8730
148,1,22,3,21,2,5,11333,1980,281,0.8534515348271183,0.8533741748330484,92955,120,36,5463,8349
149,28,6,1,30,1,4,11299,908,315,0.9265166287553894,0.9264216267169179,92944,133,47,7998,10253
150,10,1,29,24,2,5,11223,1059,391,0.914771319396445,0.9146895674228339,92748,50,243,6695,8823
151,30,10,22,22,2,1,10944,420,670,0.9626176444718093,0.9625531546456353,90316,401,2675,4773,6960
152,30,11,25,7,2,1,10944,420,670,0.9626176444718093,0.9625531083167372,90317,400,2674,4774,6965
153,30,16,21,5,2,1,10945,420,669,0.9626226255455155,0.9625581635166803,90324,402,2667,4771,6957
