observation,param_1,param_2,param_3,param_4,param_5,param_6,validation_good,validation_bad,validation_missed,validation_f17,objective_score,train_good,train_bad,train_missed,n_patterns,trie_nodes
57,27,2,29,3,2,3,3737,299,378,0.9255544162592445,0.9254162910206039,31709,10,89,2802,4341
58,30,11,8,30,2,4,3775,328,340,0.920004679229097,0.9198807769763288,31735,20,63,2577,3894
59,24,29,3,1,1,4,3716,393,399,0.9043298808504011,0.9042105286803617,30913,1,885,2681,3751
60,4,3,1,7,2,3,3767,653,348,0.8534402682435035,0.8533258479813169,31325,38,473,2748,3596
61,30,30,2,20,2,2,3755,238,360,0.939821396391887,0.9396775755951452,31747,24,51,3009,4520
62,19,1,30,22,2,5,3733,412,382,0.9007335199305089,0.9005828899190541,31701,4,97,3494,4734
63,23,17,26,2,2,1,3670,166,445,0.9553360856730824,0.9552527205209886,30569,287,1229,1536,2620
64,11,1,4,30,1,2,3753,404,362,0.9029969972282107,0.9028664130357709,31727,12,71,2922,4104
65,9,28,26,30,2,1,3725,279,390,0.9298041545396907,0.9297433807074392,30822,502,976,1104,1910
66,10,4,30,6,1,1,3744,226,371,0.9423846560447029,0.9422456080620123,31710,13,88,2763,4370
67,11,7,2,29,2,1,3743,193,372,0.9501012798318602,0.9500399332619226,30925,511,873,1151,1928
68,27,1,3,1,2,1,3691,163,424,0.956410880955219,0.9563250339398187,30660,306,1138,1618,2698
69,29,30,18,5,2,2,3738,226,377,0.9422690079707188,0.9421195552533966,31707,8,91,2981,4697
70,17,26,28,29,1,1,3737,229,378,0.9415517336948034,0.9413978899885542,31706,8,92,3090,4835
71,14,18,7,1,1,5,3755,528,360,0.877410249460235,0.8773028293253236,31270,0,528,2372,3376
72,30,25,25,6,2,1,3653,155,462,0.957751944081759,0.9576594469454475,30458,236,1340,1710,2907
73,18,3,30,14,2,2,3747,305,368,0.9244410671903605,0.9243049465336213,31713,13,85,2723,4278
74,30,1,2,7,2,1,3693,164,422,0.9562006752697971,0.956112600941173,30765,359,1033,1705,2768
75,26,28,1,30,2,2,3759,246,356,0.9380614893192255,0.9379209458547989,31752,29,46,2951,4417
76,10,24,23,2,2,1,3726,187,389,0.9512284786471418,0.9511664002457163,30797,464,1001,1119,1951
77,22,1,5,10,2,1,3675,168,440,0.9549323881884607,0.9548514412621529,30597,301,1201,1496,2544
78,26,29,30,29,2,2,3738,227,377,0.9420362903225807,0.9418918967881529,31709,12,89,2884,4538
79,9,13,9,30,2,1,3725,274,390,0.9309427888796697,0.9308823968725424,30820,495,978,1095,1898
80,28,29,1,5,1,2,3768,270,347,0.9327794748907056,0.9326267130223079,31781,42,17,3228,4801
81,22,30,25,28,2,1,3674,167,441,0.9551590025165867,0.9550771964837498,30574,295,1224,1501,2571
82,30,2,30,6,1,2,3737,223,378,0.9429487017738639,0.9427989945064591,31705,7,93,3000,4705
83,30,24,3,13,1,2,3753,231,362,0.9413989795867175,0.9412552542462568,31744,22,54,2983,4517
84,25,1,7,29,1,2,3726,215,389,0.9446112035046444,0.9444629280814549,31700,3,98,3080,4660
85,10,5,1,1,1,1,3756,232,359,0.9412259994887909,0.9410942061834581,31717,21,81,2765,4142
86,8,2,29,23,2,1,3738,285,377,0.9287325707357311,0.9286748196857121,30830,486,968,1056,1815
87,30,29,12,7,1,4,3766,331,349,0.9191284143936583,0.9189984665764253,31715,13,83,2633,4084
88,25,14,30,1,2,1,3666,161,449,0.9564908838539329,0.9564055777574584,30540,269,1258,1569,2681
89,11,28,7,28,1,1,3744,228,371,0.9419199669925482,0.9417792326155595,31710,13,88,2816,4423
90,29,1,2,14,1,3,3783,268,332,0.9335485208327164,0.9333983681026669,31784,44,14,3554,4719
91,25,4,9,29,1,3,3758,322,357,0.9209204303183276,0.9207890824756395,31714,13,84,2668,4128
92,13,30,1,27,2,1,3764,202,351,0.9483544890626809,0.9482901833480316,31070,582,728,1238,2021
93,28,1,28,8,2,1,3655,158,460,0.9570467971008422,0.9569565909152752,30479,248,1319,1657,2835
94,29,23,5,4,2,3,3756,233,359,0.9409949092075199,0.9408622567956579,31729,17,69,2736,4169
95,11,30,30,1,2,1,3722,184,393,0.9518743382657576,0.9518110189326788,30764,433,1034,1155,1990
96,24,30,30,6,2,1,3668,162,447,0.9562791667752952,0.9561947834228707,30555,281,1243,1552,2652
97,10,4,1,26,1,1,3759,238,356,0.9399003840614499,0.9397669361805794,31749,26,49,2777,4194
98,29,3,11,1,2,2,3738,225,377,0.9425018406269225,0.942353183378609,31704,7,94,2972,4672
99,30,5,30,27,2,1,3653,155,462,0.957751944081759,0.9576594469454475,30458,236,1340,1710,2907
100,28,26,9,30,2,2,3738,227,377,0.9420362903225807,0.9418881739931929,31709,10,89,2963,4655
101,7,3,18,27,2,2,3779,446,336,0.8949038552619115,0.89478431217931,31720,16,78,2494,3757
102,16,9,1,1,2,1,3755,198,360,0.94913352071664,0.9490647285567826,31022,531,776,1334,2162
103,14,30,8,21,2,1,3708,174,407,0.9540325112049935,0.9539633690387723,30697,375,1101,1252,2173
104,28,25,29,30,2,3,3746,309,369,0.9235244810413687,0.9233864512590091,31710,13,88,2763,4338
105,28,4,30,2,1,3,3744,302,371,0.9250428672375711,0.9249049965490131,31672,1,126,2776,4333
106,27,30,6,2,1,3,3756,314,359,0.9226460979144662,0.922514177334092,31664,5,134,2713,4146
107,26,8,30,8,2,1,3663,158,452,0.9571766033949327,0.9570901200043256,30527,263,1271,1590,2718
108,9,29,2,27,2,1,3745,284,370,0.9291144013972689,0.9290554730531172,30963,558,835,1103,1852
109,28,29,27,30,2,2,3738,227,377,0.9420362903225807,0.9418877285305481,31708,10,90,2967,4669
110,29,1,1,21,1,2,3773,274,342,0.9319823335869342,0.9318254034609319,31787,44,11,3578,4932
111,30,7,25,8,2,1,3653,155,462,0.957751944081759,0.9576594469454475,30458,236,1340,1710,2907
112,29,28,2,1,1,1,3735,234,380,0.9403512658865234,0.9401816082563846,31724,14,74,3582,5332
113,23,1,3,22,2,1,3691,170,424,0.9547138186483466,0.9546322671655924,30678,321,1120,1532,2563
114,10,27,30,2,1,1,3746,228,369,0.941958650378946,0.9418192523898916,31709,11,89,2773,4381
115,12,30,5,29,1,1,3739,225,376,0.9425210863570135,0.9423790155920905,31711,13,87,2844,4465
116,19,1,9,27,2,1,3681,167,434,0.9552751638837995,0.9551971442834432,30594,311,1204,1432,2452
117,30,29,25,5,1,2,3739,226,376,0.9422883064516129,0.942138312815365,31706,8,92,2992,4714
118,11,20,4,1,2,1,3726,185,389,0.9517046905810355,0.9516419121668824,30786,441,1012,1152,1973
119,11,3,30,9,1,1,3746,225,369,0.9426555406806445,0.9425156335914247,31709,11,89,2806,4397
120,21,30,1,22,1,2,3775,272,340,0.9324763607979528,0.9323303126879872,31787,44,11,3047,4590
121,18,18,26,28,2,1,3689,167,426,0.955407414313759,0.9553304765512542,30615,323,1183,1407,2418
122,29,1,4,1,2,1,3678,159,437,0.9571743837441705,0.9570859912279429,30587,280,1211,1659,2778
123,22,5,3,30,2,5,3796,464,319,0.8916868290620376,0.8915562448695977,31786,39,12,2894,4104
124,30,22,30,2,2,2,3739,225,376,0.9425210863570135,0.9423711563582863,31704,8,94,2992,4712
125,12,28,1,8,1,1,3754,237,361,0.9400322525716919,0.9398954955397458,31749,26,49,2861,4298
126,23,25,3,30,1,3,3772,339,343,0.9175204569115658,0.9173926409512756,31750,27,48,2680,4017
127,30,23,30,6,2,3,3745,228,370,0.9419393134532577,0.941799883645443,31709,11,89,2773,4382
128,21,3,20,26,2,1,3675,165,440,0.9556624626186452,0.9555819611549822,30584,301,1214,1481,2530
129,11,29,3,1,1,1,3748,229,367,0.9417653325828694,0.9416261573251374,31707,9,91,2804,4374
130,12,30,29,25,1,1,3739,225,376,0.9425210863570135,0.9423785701294457,31710,13,88,2848,4479
131,27,6,30,29,2,1,3659,158,456,0.9571117667985017,0.9570228015445881,30492,252,1306,1631,2796
132,29,20,23,8,2,3,3745,228,370,0.9419393134532577,0.9418001700142861,31709,11,89,2769,4373
133,10,21,1,30,1,1,3760,240,355,0.9394598106088999,0.9393259490841449,31749,26,49,2786,4207
134,10,1,14,11,1,1,3742,221,373,0.9435104033242228,0.9433716098916148,31707,10,91,2770,4362
135,17,30,6,2,1,4,3783,428,332,0.8987712279167895,0.8986492347896418,31646,4,152,2588,3834
136,21,29,1,1,2,2,3746,223,369,0.9431207073657072,0.9429908868235155,31443,11,355,2758,4080
137,13,30,17,24,2,1,3713,177,402,0.9533958146103481,0.9533296315888385,30734,409,1064,1203,2080
138,12,18,30,1,1,1,3739,224,376,0.9427539813012475,0.9426114014361591,31705,9,93,2848,4481
139,25,7,30,28,2,1,3666,161,449,0.9564908838539329,0.9564055459386981,30542,271,1256,1569,2682
140,10,4,6,15,1,1,3744,226,371,0.9423846560447029,0.9422458944308554,31710,13,88,2760,4361
141,29,30,27,13,2,1,3658,158,457,0.9570955368683248,0.9570044397574683,30465,244,1333,1678,2863
142,11,30,2,30,1,1,3756,235,359,0.9405330689023107,0.9403986028211092,31733,20,65,2784,4226
143,10,2,4,1,1,1,3747,225,368,0.9426747105558435,0.9425366807734838,31709,9,89,2742,4338
144,19,1,28,29,2,3,3738,393,377,0.9049357490776339,0.9047931373937851,31700,5,98,3097,4482
145,28,8,1,22,2,2,3760,245,355,0.9383110401277699,0.9381669647809454,31752,29,46,3041,4528
146,29,28,2,25,2,1,3701,167,414,0.9556047860281853,0.9555180162687351,30775,368,1023,1673,2727
147,10,23,1,2,1,1,3760,239,355,0.9396899023322304,0.9395563589950788,31747,24,51,2783,4197
148,6,2,30,2,2,1,3761,366,354,0.9113687251015327,0.9113152695841596,30900,553,898,981,1680
149,24,3,21,30,2,1,3668,162,447,0.9562791667752952,0.9561947834228707,30555,281,1243,1552,2652
150,12,30,30,22,1,1,3739,225,376,0.9425210863570135,0.9423785701294457,31710,13,88,2848,4479
151,30,26,28,10,2,1,3653,155,462,0.957751944081759,0.9576594469454475,30458,236,1340,1710,2907
152,30,11,25,7,2,1,3653,155,462,0.957751944081759,0.9576594469454475,30458,236,1340,1710,2907
153,30,16,21,5,2,1,3653,155,462,0.957751944081759,0.9576594469454475,30458,236,1340,1710,2907
