observation,param_1,param_2,param_3,param_4,param_5,param_6,validation_good,validation_bad,validation_missed,validation_f17,objective_score,train_good,train_bad,train_missed,n_patterns,trie_nodes
38,29,1,2,2,2,2,29611,760,1663,0.974396707236091,0.9743651991608916,238215,192,781,6917,8943
39,7,2,13,28,1,1,29608,1013,1666,0.9665059087825774,0.9664767471658463,238302,147,694,5677,8277
40,19,18,30,20,1,1,29538,564,1736,0.9805002018227783,0.9804606643499071,238137,111,859,7551,11222
41,26,7,30,1,1,1,29520,545,1754,0.981083565587364,0.9810420163610611,238061,56,935,7970,11793
42,29,30,12,8,1,2,29578,565,1696,0.9805202081044581,0.9804855925572329,238382,167,614,6708,9825
43,10,1,6,3,2,1,29522,947,1752,0.9684075171149185,0.9683896685284307,236888,750,2108,3384,5066
44,29,3,9,29,2,2,29589,600,1685,0.9794211984495559,0.9793875235996446,238365,139,631,6622,9558
45,9,30,2,30,1,1,29668,1016,1606,0.9665165918464416,0.9664848547625328,238700,323,296,6117,9008
46,23,26,23,16,2,1,29426,495,1848,0.9825678190841077,0.9825425153833269,236437,622,2559,4658,7182
47,3,10,27,30,2,2,29673,3127,1601,0.9055071975508919,0.9054799701769524,238630,366,366,5188,7728
48,30,5,5,26,1,4,29672,1247,1602,0.9594484917270526,0.9594202179594717,238702,264,294,5995,8025
49,7,30,3,27,2,2,29683,2033,1591,0.9361607914426899,0.9361309251837762,238757,347,239,5754,8477
50,4,1,1,3,2,2,29521,2679,1753,0.9173288487664334,0.9173073747959156,236747,229,2249,5036,6095
51,29,22,29,26,1,2,29564,574,1710,0.9802153264245682,0.9801800168047932,238254,160,742,6808,10022
52,12,15,15,28,2,1,29529,719,1745,0.975568015879204,0.9755483634087285,236985,1090,2011,3604,5578
53,14,2,27,13,2,1,29478,498,1796,0.9825358076605663,0.9825152285856205,236624,699,2372,3807,5841
54,17,27,15,5,1,1,29556,639,1718,0.9781384921787972,0.9781010228307322,238212,134,784,7219,10635
55,26,3,2,30,2,3,29677,1261,1597,0.9590327525988278,0.9590027101793684,238783,318,213,6496,8527
56,10,27,4,25,2,1,29588,1035,1686,0.9657912483410052,0.9657725259982108,237415,1279,1581,3458,5314
57,28,2,2,29,1,2,29661,802,1613,0.9731548248281945,0.9731224958448522,238726,275,270,6865,9176
58,11,1,12,1,1,1,29571,912,1703,0.9695784951680098,0.9695458420492634,238185,78,811,6327,9268
59,11,9,30,30,1,1,29579,903,1695,0.9698719647030741,0.9698389874489238,238283,189,713,6304,9360
60,22,28,27,7,1,1,29537,550,1737,0.9809456692196871,0.9809053249315166,238147,100,849,7704,11451
61,24,2,2,27,1,2,29667,943,1607,0.968772776789423,0.9687420860991555,238726,315,270,6509,8711
62,1,6,30,24,2,3,29657,3500,1617,0.8954586655410404,0.8954326254891787,238465,201,531,5079,7391
63,29,29,26,29,2,1,29408,483,1866,0.9829317222094841,0.9829048682959014,236308,551,2688,4943,7622
64,17,5,18,2,2,1,29470,573,1804,0.9801241335363424,0.9801015532775978,236573,670,2423,4170,6409
65,26,29,4,1,1,4,29279,1586,1995,0.9483635958459737,0.948337721385025,234814,8,4182,5470,7344
66,14,11,25,2,2,1,29484,513,1790,0.9820621439758261,0.9820411879173127,236722,768,2274,3855,5948
67,29,2,27,30,2,2,29560,604,1714,0.9792554213514787,0.9792202526601401,238179,101,817,6839,9982
68,21,27,1,4,1,5,29393,1916,1881,0.9388245289587746,0.938800155385675,235565,55,3431,5509,6918
69,14,12,4,27,2,4,29709,2259,1565,0.9297392636692859,0.9297129699462385,238760,314,236,5425,7463
70,16,30,30,24,1,5,29678,2603,1596,0.9199382781488156,0.9199118928222844,238590,270,406,5101,7489
71,13,18,16,1,2,1,29490,654,1784,0.9775712211518699,0.977550888701688,236682,715,2314,3803,5771
72,13,28,1,24,1,1,29664,933,1610,0.9690779711824751,0.9690442963325638,238789,406,207,6776,9558
73,18,2,17,30,2,3,29593,1660,1681,0.946872374287358,0.9468429942315504,238310,98,686,5888,8339
74,30,1,29,3,1,1,29517,537,1757,0.9813354433746475,0.9812928865100233,238067,52,929,8201,12079
75,30,27,30,27,2,2,29563,571,1711,0.9803095819185059,0.9802738142813121,238239,177,757,6897,10152
76,16,24,28,6,2,1,29469,588,1805,0.9796438589504324,0.9796220150427687,236697,851,2299,4054,6200
77,14,28,7,28,1,1,29572,571,1702,0.980321306175706,0.9802863171681241,238377,202,619,6743,9931
78,12,6,3,2,1,1,29643,708,1631,0.9760792585709459,0.9760480323526196,238526,192,470,6136,8863
79,27,16,29,29,1,3,29597,1000,1677,0.9668891826148771,0.966857826037747,238351,185,645,6045,8900
80,29,1,2,25,1,1,29631,557,1643,0.9808432517745945,0.9808045951044516,238600,197,396,7954,10972
81,30,22,30,29,2,1,29397,487,1877,0.982789400838465,0.9827623813339694,236270,544,2726,4966,7669
82,14,26,2,27,2,1,29616,584,1658,0.9799652432640625,0.9799453300759794,237618,1289,1378,3799,5652
83,24,30,18,1,1,1,29538,548,1736,0.9810108084554643,0.9809703126692245,238106,59,890,7772,11494
84,10,5,1,1,1,1,29640,1175,1634,0.961582757432639,0.9615533773768313,238340,202,656,6123,8339
85,20,1,19,20,1,2,29549,985,1725,0.967272036872152,0.9672380801653677,238192,57,804,6751,9638
86,30,4,30,4,1,1,29524,535,1750,0.9814082896490743,0.9813657257380284,238093,73,903,8168,12081
87,11,28,7,28,1,1,29596,901,1678,0.969961858304815,0.9699286097634243,238414,235,582,6386,9437
88,25,30,30,19,2,3,29591,1024,1683,0.9661364142433537,0.9661048462735687,238358,195,638,6050,8960
89,29,25,1,2,2,1,29617,684,1657,0.976799164656473,0.9767751398812539,237546,1136,1450,4921,6819
90,14,1,3,8,1,1,29623,596,1651,0.9795933214506566,0.9795606507158557,238513,170,483,6585,9273
91,26,13,30,18,2,1,29412,488,1862,0.9827756964502191,0.9827494590985463,236356,585,2640,4823,7447
92,19,29,17,30,1,1,29546,566,1728,0.9804468124362041,0.980407310195442,238182,112,814,7547,11212
93,27,1,11,1,1,2,29559,585,1715,0.9798585190243516,0.9798234842150277,238169,27,827,6983,9944
94,15,29,3,2,2,2,29630,1010,1644,0.9666365224835154,0.9666071741366059,238389,186,607,5845,8330
95,13,3,1,29,1,1,29672,908,1602,0.969867176049589,0.9698350619821126,238756,350,240,6590,9115
96,30,20,3,1,2,2,29562,541,1712,0.9812649495027951,0.9812328072496312,237869,142,1127,6575,9123
97,11,28,9,29,1,1,29589,900,1685,0.9699816749550069,0.9699482396834378,238352,227,644,6411,9490
98,23,8,30,10,2,1,29420,496,1854,0.9825282301533972,0.9825030180561002,236412,601,2584,4640,7156
99,29,1,11,30,1,2,29568,590,1706,0.9797112820540008,0.9796758068433128,238285,71,711,7083,10069
100,15,28,23,3,1,2,29596,1004,1678,0.9667636609754918,0.9667330337030208,238246,137,750,5896,8693
101,15,25,30,21,2,1,29479,538,1795,0.9812549971473404,0.9812335020375572,236737,918,2259,3976,6101
102,12,1,15,29,1,1,29569,753,1705,0.9745545966782946,0.9745214714492859,238176,98,820,6442,9402
103,30,30,2,28,2,3,29680,1246,1594,0.9594943387247779,0.9594617384541952,238827,362,169,6567,9253
104,11,19,12,4,1,1,29586,888,1688,0.9703509347326992,0.9703177531323158,238290,179,706,6370,9418
105,30,5,4,1,2,2,29606,534,1668,0.981544080300557,0.9815119697562913,238208,135,788,6540,9114
106,30,4,30,9,2,2,29569,545,1705,0.9811462245994983,0.9811112003598073,238195,127,801,6772,9941
107,23,24,12,1,1,3,29528,974,1746,0.9675778833349062,0.9675481403883744,237500,20,1496,5897,8442
108,8,11,28,26,2,1,29564,1034,1710,0.9657802030085407,0.9657626327557152,237179,1231,1817,3211,4987
109,12,29,3,28,2,1,29609,729,1665,0.9753688804324051,0.975349943173745,237515,1279,1481,3563,5375
110,30,2,1,26,2,2,29662,780,1612,0.9738451880976957,0.9738106606307434,238820,469,176,7427,9800
111,15,28,4,9,2,1,29548,543,1726,0.9811832509482095,0.9811626542572092,237190,1027,1806,3877,5846
112,24,19,30,4,2,1,29417,493,1857,0.9826209996365735,0.9825956078555199,236408,570,2588,4681,7207
113,13,2,4,29,1,1,29609,689,1665,0.9766300145922227,0.9765977314106222,238473,162,523,6385,9163
114,29,30,13,28,1,2,29583,571,1691,0.9803356265160855,0.9803006656941908,238399,190,597,6755,9923
115,30,4,1,1,2,2,29243,645,2031,0.9775128260326009,0.9774839920744849,234849,95,4147,6375,8184
116,10,8,24,4,2,1,29538,1010,1736,0.9664778951473897,0.9664591340492753,237023,1023,1973,3444,5325
117,30,28,30,9,2,1,29397,487,1877,0.982789400838465,0.9827623813339694,236270,544,2726,4966,7669
118,29,5,30,30,1,2,29572,557,1702,0.9807673811600597,0.9807326669629289,238217,134,779,6724,9853
119,14,3,5,28,2,1,29532,526,1742,0.9817061981921609,0.9816864576414125,237025,918,1971,3717,5603
120,16,26,2,1,1,2,29487,1118,1787,0.9630489921413217,0.9630206338166789,237042,40,1954,5849,8049
121,30,28,30,23,2,2,29563,571,1711,0.9803095819185059,0.9802738142813121,238239,177,757,6897,10152
122,11,27,1,25,2,1,29680,1108,1594,0.9637077030377574,0.9636889877413849,237978,1656,1018,3624,5312
123,21,14,27,1,1,1,29532,541,1742,0.98122671281077,0.9811866609491053,238073,60,923,7656,11368
124,28,27,5,3,1,3,29644,975,1630,0.967742988564284,0.9677131962927994,238421,192,575,6036,8456
125,27,1,12,29,2,2,29565,591,1709,0.9796755025786691,0.9796409927277714,238295,86,701,6807,9795
126,15,5,30,28,2,1,29481,528,1793,0.9815777294626479,0.9815565197329487,236691,840,2305,3922,6020
127,9,26,26,7,2,1,29552,1000,1722,0.9668119676350926,0.9667933545118366,237151,1160,1845,3388,5283
128,30,30,8,1,2,1,29438,477,1836,0.9831615466876492,0.983135446741202,236508,517,2488,4872,7408
129,25,21,1,28,1,1,29659,750,1615,0.9747816855812241,0.9747429866325503,238770,371,226,7974,10984
130,12,1,1,6,1,1,29666,941,1608,0.9688331350990879,0.9688024937337731,238711,274,285,6490,8697
131,12,28,4,27,2,1,29575,728,1699,0.9753509119654697,0.975331756267733,237347,1210,1649,3570,5437
132,12,7,1,1,2,1,29637,857,1637,0.9713991661640926,0.9713815324934706,237515,1144,1481,3568,5005
133,24,30,12,1,2,2,29546,678,1728,0.9768887419408168,0.9768564517127946,237962,85,1034,6250,9165
134,24,1,13,30,1,2,29570,733,1704,0.9751860174748586,0.9751519867806451,238270,66,726,6785,9659
135,28,9,30,6,1,2,29564,556,1710,0.980788957200127,0.9807543804082219,238227,133,769,6672,9814
136,10,3,27,26,2,1,29520,990,1754,0.9670672963524003,0.9670490566895011,236876,916,2120,3377,5177
137,27,6,30,1,1,2,29543,538,1731,0.9813365682484492,0.9813027066683595,237898,30,1098,6574,9611
138,10,30,27,4,1,1,29587,1035,1687,0.9657895011725136,0.9657561610276392,238312,184,684,6374,9463
139,13,27,7,28,1,1,29579,725,1695,0.9754513016350411,0.9754169996535873,238393,215,603,6640,9736
140,22,1,2,15,2,2,29658,1101,1616,0.9638828312636296,0.9638520560163002,238710,283,286,6637,8735
141,30,25,30,8,2,1,29397,487,1877,0.982789400838465,0.9827623813339694,236270,544,2726,4966,7669
142,13,30,5,6,1,1,29585,721,1689,0.9755861101071841,0.9755524035483747,238422,189,574,6571,9567
143,11,5,1,26,2,1,29676,1084,1598,0.9644371126944572,0.964419359234664,237891,1518,1105,3477,5039
144,23,1,29,30,1,1,29529,541,1745,0.9812228850325381,0.9811825900693204,238087,63,909,7792,11437
145,30,2,7,2,1,1,29561,529,1713,0.9816468794248994,0.9816059643765609,238284,76,712,7978,11613
146,12,21,15,30,2,1,29530,719,1744,0.9755694676159171,0.9755497904829652,236994,1100,2002,3624,5585
147,29,1,25,29,2,3,29556,988,1718,0.9671909053425222,0.9671565963146466,238234,54,762,6928,9738
148,21,29,3,9,1,1,29613,544,1661,0.9812341820596475,0.9811965330278258,238525,175,471,7426,10686
149,16,8,30,2,1,1,29554,622,1720,0.9786753807210817,0.9786392043914219,238154,117,842,6979,10268
150,30,3,1,1,2,2,29234,645,2040,0.9775001755447741,0.9774715212704146,234746,95,4250,6397,8133
151,30,26,18,18,2,1,29412,485,1862,0.9828722513361944,0.9828454714100409,236322,555,2674,4941,7601
152,30,27,18,10,2,1,29412,485,1862,0.9828722513361944,0.9828454714100409,236322,555,2674,4941,7601
153,30,27,18,16,1,1,29542,548,1732,0.9810159369429442,0.9809734117872183,238154,82,842,8175,12070
