observation,weight_1,weight_2,weight_3,weight_4,weight_code_1,weight_code_2,weight_code_3,weight_code_4,good_wt_1,good_wt_2,good_wt_3,good_wt_4,bad_wt_1,bad_wt_2,bad_wt_3,bad_wt_4,threshold_1,threshold_2,threshold_3,threshold_4,validation_good,validation_bad,validation_missed,validation_f17,objective_score,train_good,train_bad,train_missed,n_patterns,trie_nodes
30,11,30,1/5,4,14,33,0,7,1,1,5,1,11,30,1,4,38,33,27,2,234883,5714,3123,0.9764610540107268,0.9764472993740192,1888155,3490,20601,16602,22204
31,17,12,30,2,20,15,33,5,1,1,1,1,17,12,30,2,2,42,39,20,232020,3685,5986,0.9841738966813378,0.9841650525564831,1864079,16364,44677,10603,14277
32,10,6,8,7,13,9,11,10,1,1,1,1,10,6,8,7,41,20,12,36,234030,4298,3976,0.9819925650033511,0.9819874209525845,1879543,22838,29213,4878,8304
33,14,24,27,21,17,27,30,24,1,1,1,1,14,24,27,21,1,11,17,41,234345,4040,3661,0.9830838843712632,0.9830736390129265,1882409,17286,26347,12258,16539
34,19,1,16,30,22,4,19,33,1,1,1,1,19,1,16,30,18,38,1,19,237191,4171,815,0.9829922624135248,0.9829719680677682,1905237,15260,3519,21855,32761
35,26,19,1/3,30,29,22,2,33,1,1,3,1,26,19,1,30,7,3,33,7,236455,7278,1551,0.9705955780198265,0.9705850885916438,1898594,19042,10162,13086,16933
36,28,30,25,27,31,33,28,30,1,1,1,1,28,30,25,27,40,38,1,25,237060,3921,946,0.9839719576708598,0.9839490225389258,1904425,13768,4331,24947,37024
37,27,29,8,1/5,30,32,11,0,1,1,1,5,27,29,8,1,16,5,24,40,230485,2026,7521,0.9908181079172165,0.9908121263475872,1851373,7163,57383,6136,9656
38,12,8,1/5,1/5,15,11,0,0,1,1,5,5,12,8,1,1,31,42,38,14,186478,2089,51528,0.9837631962475638,0.9837583049391759,1497806,2414,410950,6055,7896
39,5,6,30,28,8,9,33,31,1,1,1,1,5,6,30,28,1,27,13,4,235631,6783,2375,0.9723725707501932,0.9723620800830772,1892652,9081,16104,11834,16935
40,26,1/4,7,8,29,1,10,11,1,4,1,1,26,1,7,8,34,7,3,4,236050,2614,1956,0.9891019030144625,0.9890868555509306,1898680,4191,10076,17353,24291
41,23,2,29,28,26,5,32,31,1,1,1,1,23,2,29,28,33,26,41,2,226400,1293,11606,0.9934213915394021,0.9934143599738613,1818353,1716,90403,6431,11351
42,8,9,28,1/5,11,12,31,0,1,1,1,5,8,9,28,1,13,15,42,40,229863,2879,8143,0.9871835307674627,0.9871791808728959,1845113,9778,63643,4637,7022
43,8,19,12,21,11,22,15,24,1,1,1,1,8,19,12,21,29,42,1,35,237400,6344,606,0.9744314762874934,0.9744153428989862,1906435,30736,2321,16260,26044
44,30,22,24,26,33,25,27,29,1,1,1,1,30,22,24,26,6,2,12,25,233274,2048,4732,0.9910709551641018,0.9910600414012881,1874881,4359,33875,11874,17618
45,10,1/5,1/3,1/3,13,0,2,2,1,5,3,3,10,1,1,1,42,40,30,16,200353,3887,37653,0.9777355836547507,0.9777313087156442,1607521,6689,301235,5959,6901
46,24,22,1/5,29,27,25,0,32,1,1,5,1,24,22,1,29,35,40,36,37,237112,17381,894,0.9329121762130373,0.9329076262307541,1902854,81420,5902,5554,7345
47,10,4,19,22,13,7,22,25,1,1,1,1,10,4,19,22,2,11,1,38,237301,4533,705,0.9815664825041166,0.9815488339002705,1905892,17216,2864,18821,28490
48,28,23,9,9,31,26,12,12,1,1,1,1,28,23,9,9,38,1,10,22,233721,2113,4285,0.9908577946241914,0.9908477896189012,1878272,6493,30484,10467,16151
49,25,1/5,1/5,1/5,28,0,0,0,1,5,5,5,25,1,1,1,1,21,40,27,187682,2339,50324,0.9827275740428223,0.9827158295752786,1507123,4759,401633,16514,18959
50,1/2,1,27,26,3,4,30,29,2,1,1,1,1,1,27,26,18,40,40,2,230261,24962,7745,0.9034141971713129,0.9034044281828028,1849594,2586,59162,10021,15770
51,26,24,6,1/5,29,27,9,0,1,1,1,5,26,24,6,1,23,2,6,24,234432,2294,3574,0.9902023893397132,0.9901914210638374,1884450,4488,24306,11946,17706
52,5,28,29,23,8,31,32,26,1,1,1,1,5,28,29,23,37,42,35,1,231592,4906,6414,0.9791307724205016,0.979118129726367,1859766,1074,48990,12087,20409
53,1/2,2,25,30,3,5,28,33,2,1,1,1,1,2,25,30,37,11,5,42,235955,37312,2051,0.8656936420065937,0.8656861030978956,1895490,22902,13266,7871,12170
54,29,1/3,1/4,25,32,2,1,28,1,3,4,1,29,1,1,25,3,42,36,37,236781,14005,1225,0.9451188358778015,0.9451096089225791,1901227,65093,7529,11791,14895
55,1/5,1/4,2,1/3,0,1,5,2,5,4,1,3,1,1,2,1,30,19,41,1,188913,6611,49093,0.96200793548462,0.9620015345360927,1516303,163,392453,7932,10333
56,17,30,14,12,20,33,17,15,1,1,1,1,17,30,14,12,3,40,3,40,236239,4714,1767,0.9806759037561988,0.9806621825706884,1899000,22097,9756,14099,22150
57,30,14,25,20,33,17,28,23,1,1,1,1,30,14,25,20,1,33,39,2,231379,2023,6627,0.9909416118815518,0.9909273684856854,1858428,1763,50328,17502,22993
58,14,28,4,27,17,31,7,30,1,1,1,1,14,28,4,27,29,1,39,10,230438,1900,7568,0.9913385750894295,0.9913302060954681,1851292,5609,57464,8629,13510
59,13,10,1/5,1/4,16,13,0,1,1,1,5,4,13,10,1,1,32,7,11,40,192833,3073,45173,0.9801014495700082,0.9800959109190083,1547655,8831,361101,6793,8941
60,16,1/4,27,23,19,1,30,26,1,4,1,1,16,1,27,23,40,25,4,13,235329,2652,2677,0.9888541756397032,0.9888406656923083,1892963,7465,15793,14339,21809
61,7,1/2,8,16,10,3,11,19,1,2,1,1,7,1,8,16,1,38,34,39,233496,6491,4510,0.9731133551031064,0.973105863273871,1874375,21210,34381,8987,12094
62,26,7,3,29,29,10,6,32,1,1,1,1,26,7,3,29,34,3,25,33,231961,3215,6045,0.9860920637700727,0.9860869228166393,1862576,17034,46180,5311,8299
63,5,15,23,5,8,18,26,8,1,1,1,1,5,15,23,5,40,42,4,34,236233,9474,1773,0.9620449322178863,0.9620362788887489,1898341,34680,10415,7922,13969
64,29,17,4,3,32,20,7,6,1,1,1,1,29,17,4,3,41,40,38,1,229125,1093,8881,0.9945794173780904,0.9945701018391421,1840635,730,68121,9066,15038
65,17,21,22,1/2,20,24,25,3,1,1,1,2,17,21,22,1,18,3,1,8,236764,2801,1242,0.9884366224360301,0.9884155525180723,1902214,4236,6542,23710,34013
66,12,19,13,7,15,22,16,10,1,1,1,1,12,19,13,7,42,37,4,38,235974,4926,2032,0.9797870903976429,0.9797764547753391,1896911,25323,11845,10284,17169
67,28,10,24,1/4,31,13,27,1,1,1,1,4,28,10,24,1,22,19,23,2,227487,1009,10519,0.994756133076679,0.9947477808083162,1828641,126,80115,8439,13483
68,9,17,11,30,12,20,14,33,1,1,1,1,9,17,11,30,41,1,41,5,229449,1747,8557,0.9918593261119723,0.9918505315444467,1842567,2954,66189,8745,14197
69,14,30,6,29,17,33,9,32,1,1,1,1,14,30,6,29,1,37,5,6,236469,3603,1537,0.9851615635134642,0.9851483205561801,1899940,11146,8816,15328,21378
70,15,1/4,1/5,25,18,1,0,28,1,4,5,1,15,1,1,25,3,11,16,42,237221,20857,785,0.9206153636947031,0.9206060977130839,1904717,78638,4039,12508,14958
71,8,1/5,21,13,11,0,24,16,1,5,1,1,8,1,21,13,42,18,6,35,234453,2666,3553,0.9886827321654166,0.9886725320281428,1884963,5952,23793,11144,16466
72,24,19,28,26,27,22,31,29,1,1,1,1,24,19,28,26,20,38,36,41,228382,3029,9624,0.9863485341161401,0.9863441551066424,1833812,15852,74944,4252,7069
73,16,23,1,19,19,26,4,22,1,1,1,1,16,23,1,19,35,21,42,3,232683,2571,5323,0.988840037764805,0.9888315238156558,1868777,6684,39979,8477,13744
74,10,30,29,15,13,33,32,18,1,1,1,1,10,30,29,15,2,27,11,3,235094,2680,2912,0.9887094988851816,0.9886975884005852,1889616,5681,19140,13529,19227
75,3,1/3,1/4,1/3,6,2,1,2,1,3,4,3,3,1,1,1,9,6,24,6,188008,7318,49998,0.9583463316267339,0.9583394295297155,1510393,1158,398363,11749,11142
76,18,25,24,30,21,28,27,33,1,1,1,1,18,25,24,30,36,41,34,27,227898,3264,10108,0.9852965997933063,0.985293110337867,1829906,18477,78850,3197,5633
77,12,5,30,1,15,8,33,4,1,1,1,1,12,5,30,1,33,5,29,2,229510,1540,8496,0.9927370284553184,0.9927294883076871,1843468,1749,65288,7095,12172
78,8,29,1/5,1,11,32,0,4,1,1,5,1,8,29,1,1,13,16,42,41,231206,10223,6800,0.9579279197834079,0.957923531481911,1855405,42005,53351,5229,7084
79,27,14,5,12,30,17,8,15,1,1,1,1,27,14,5,12,3,39,1,22,237383,4756,623,0.9806931725068636,0.9806743345271177,1906765,19062,1991,20968,30410
80,19,2,1/3,28,22,5,2,31,1,1,3,1,19,2,1,28,41,11,1,42,237692,16650,314,0.9357389838910478,0.9357312318858344,1907922,82794,834,9013,12514
81,29,17,13,29,32,20,16,32,1,1,1,1,29,17,13,29,12,40,20,29,231523,3153,6483,0.9862845516748984,0.9862784833799431,1859737,15529,49019,6135,9796
82,10,30,29,15,13,33,32,18,1,1,1,1,10,30,29,15,2,27,42,7,233087,3337,4919,0.985753606892185,0.9857448402006571,1872614,12231,36142,10049,14152
83,23,2,13,1/5,26,5,16,0,1,1,1,5,23,2,13,1,32,14,3,42,235419,2814,2587,0.9882068666354977,0.9881925036825747,1893103,8394,15653,15019,23186
84,6,2,1/5,29,9,5,0,32,1,1,5,1,6,2,1,29,42,33,1,1,237381,8196,625,0.9672219171286058,0.9671983891671218,1907737,1694,1019,30081,37981
85,1/4,16,30,11,1,19,33,14,4,1,1,1,1,16,30,11,23,1,1,1,237375,58082,631,0.806553053709247,0.8065310700780328,1907514,1404,1242,26432,35488
86,10,2,26,15,13,5,29,18,1,1,1,1,10,2,26,15,19,42,31,4,231058,2248,6948,0.9899657240788347,0.9899595616249539,1855048,6722,53708,5778,9948
87,30,27,3,25,33,30,6,28,1,1,1,1,30,27,3,25,40,37,15,4,233692,2456,4314,0.9894440446639408,0.9894365119499089,1877754,7849,31002,7633,12160
88,11,29,23,1/4,14,32,26,1,1,1,1,4,11,29,23,1,39,9,2,13,234798,2623,3208,0.9889033818846351,0.9888867033655072,1889075,4660,19681,17965,26924
89,22,29,1/2,8,25,32,3,11,1,1,2,1,22,29,1,8,4,7,41,3,235296,4781,2710,0.9802546772440985,0.9802425691496521,1890670,6966,18086,14644,19546
90,30,12,1/2,23,33,15,3,26,1,1,2,1,30,12,1,23,12,2,1,39,237649,12572,357,0.9506846038050746,0.9506730383633825,1908019,60738,737,14332,18670
91,26,6,16,1/5,29,9,19,0,1,1,1,5,26,6,16,1,34,32,28,33,227394,1737,10612,0.9916509854628154,0.9916462353928156,1826128,6228,82628,4524,7668
92,18,30,28,18,21,33,31,21,1,1,1,1,18,30,28,18,16,7,36,7,229620,2280,8386,0.9896470215857005,0.9896416644384186,1843689,9362,65067,5277,8648
93,7,10,12,29,10,13,15,32,1,1,1,1,7,10,12,29,39,3,1,13,237355,5423,651,0.97804720701809,0.9780297244312965,1906443,9052,2313,19575,28222
94,2,1/5,5,29,5,0,8,32,1,5,1,1,2,1,5,29,3,36,2,38,236963,9810,1043,0.960929637369633,0.9609170950290898,1905117,32143,3639,14734,20247
95,25,1/4,1/4,15,28,1,1,18,1,4,4,1,25,1,1,15,1,39,38,7,236737,8470,1269,0.9660251417819209,0.9660106896258054,1900830,19929,7926,19395,23330
96,15,28,28,6,18,31,31,9,1,1,1,1,15,28,28,6,1,6,42,37,232665,3468,5341,0.9851570767995288,0.9851470247147759,1867937,12840,40819,12414,16227
97,21,1/2,18,1/3,24,3,21,2,1,2,1,3,21,1,18,1,42,41,41,32,225972,2021,12034,0.9902658825243131,0.9902623051046145,1814300,8933,94456,3301,5775
98,10,12,6,29,13,15,9,32,1,1,1,1,10,12,6,29,34,2,33,40,230571,2427,7435,0.9891583871790324,0.9891513463214924,1851834,8012,56922,7145,11366
99,22,18,30,21,25,21,33,24,1,1,1,1,22,18,30,21,16,1,10,4,233296,1547,4710,0.9931450954095477,0.9931335559854534,1874540,1855,34216,11974,18628
100,9,13,1/4,1/5,12,16,1,0,1,1,4,5,9,13,1,1,2,37,15,6,204635,2653,33371,0.9842841610840781,0.9842738723630785,1644010,985,264746,13731,16609
101,25,10,29,1/2,28,13,32,3,1,1,1,2,25,10,29,1,39,41,39,10,225450,1549,12556,0.9922139481735561,0.9922094904917984,1810191,4942,98565,4123,7196
102,21,1/5,22,1/5,24,0,25,0,1,5,1,5,21,1,22,1,2,27,14,39,233068,2376,4938,0.9896930400801306,0.9896814926029703,1873961,6125,34795,13822,18641
103,6,24,7,28,9,27,10,31,1,1,1,1,6,24,7,28,19,38,28,1,232873,3919,5133,0.9833487799065167,0.9833357921694778,1870893,1150,37863,12675,20966
104,6,20,20,5,9,23,23,8,1,1,1,1,6,20,20,5,37,5,4,3,236086,4893,1920,0.9799371192556653,0.9799252019569362,1898073,5753,10683,12699,19238
105,21,19,1/5,26,24,22,0,29,1,1,5,1,21,19,1,26,11,1,1,31,237593,15468,413,0.9399948330411588,0.93998334751066,1907277,73254,1479,14855,18541
106,28,2,30,30,31,5,33,33,1,1,1,1,28,2,30,30,21,17,36,31,227885,2403,10121,0.9889023875645087,0.9888978406795584,1830036,11309,78720,4429,7340
107,14,14,21,1/5,17,17,24,0,1,1,1,5,14,14,21,1,40,41,24,41,227533,2074,10473,0.9902427148508511,0.9902384027437479,1827809,8116,80947,4087,6961
108,29,8,17,13,32,11,20,16,1,1,1,1,29,8,17,13,1,39,5,1,235793,2029,2213,0.9914530676418123,0.9914333494000073,1895759,597,12997,23197,31831
109,17,22,1,4,20,25,4,7,1,1,1,1,17,22,1,4,40,3,7,10,236212,4865,1794,0.9800694212382454,0.9800619033914122,1897142,19579,11614,8699,12136
110,1/3,1/5,1/4,27,2,0,1,30,3,5,4,1,1,1,1,27,27,29,19,5,236842,46811,1164,0.8376669369031047,0.8376557375661817,1902028,17585,6728,13472,18079
111,17,1/5,29,27,20,0,32,30,1,5,1,1,17,1,29,27,41,42,22,30,229123,2039,8883,0.9905927776217508,0.9905877841013716,1840636,8187,68120,4810,8061
112,11,11,21,23,14,14,24,26,1,1,1,1,11,11,21,23,3,4,42,34,232743,3122,5263,0.986584505761615,0.986576555527085,1869505,10784,39251,9446,12834
113,30,26,25,1/2,33,29,28,3,1,1,1,2,30,26,25,1,3,40,3,20,235589,2816,2417,0.988221245383017,0.9882046405804162,1894220,8036,14536,17608,26805
114,26,30,1/4,17,29,33,1,20,1,1,4,1,26,30,1,17,42,4,1,19,237378,13639,628,0.9466463877866035,0.9466377493246647,1905410,55161,3346,10515,13945
115,1/4,3,4,2,1,6,7,5,4,1,1,1,1,3,4,2,32,16,27,11,234188,48183,3818,0.8319771269171182,0.8319730836585256,1880551,23587,28205,4412,6527
116,12,21,24,28,15,24,27,31,1,1,1,1,12,21,24,28,10,4,41,29,231483,2769,6523,0.9878627771062568,0.9878567540323644,1858334,10669,50422,6468,9723
117,23,8,13,1/2,26,11,16,3,1,1,1,2,23,8,13,1,2,10,3,42,236246,3659,1760,0.9849040522536194,0.9848878674493833,1899720,11947,9036,17855,26127
118,13,30,28,1/4,16,33,31,1,1,1,1,4,13,30,28,1,37,42,6,14,231283,2077,6723,0.9907051066227829,0.9906952651566788,1859489,4289,49267,9974,15887
119,28,25,1/3,4,31,28,2,7,1,1,3,1,28,25,1,4,9,34,36,6,235241,6981,2765,0.9715175267228132,0.9715085494126364,1889430,15589,19326,11155,14492
120,1/5,1/5,28,22,0,0,31,25,5,5,1,1,1,1,28,22,41,12,12,35,232462,6133,5544,0.9743434596951118,0.9743354159211229,1867559,12064,41197,8704,12985
121,24,1/5,27,4,27,0,30,7,1,5,1,1,24,1,27,4,7,31,35,15,229229,2092,8777,0.9903838634514659,0.9903772302029582,1840920,6646,67836,7390,10708
122,10,25,22,1/4,13,28,25,1,1,1,1,4,10,25,22,1,38,41,22,4,226205,1186,11801,0.9938564159658494,0.9938484093598574,1818287,226,90469,8097,12925
123,25,1/4,29,1/5,28,1,32,0,1,4,1,5,25,1,29,1,41,4,3,35,235456,1978,2550,0.9916214857611079,0.9916030423815954,1894499,1241,14257,20948,29773
124,15,29,1/5,23,18,32,0,26,1,1,5,1,15,29,1,23,42,16,10,37,237425,17673,581,0.9319696136101282,0.9319635223949082,1906386,83521,2370,7005,9833
125,4,16,7,29,7,19,10,32,1,1,1,1,4,16,7,29,8,34,3,3,236777,6909,1229,0.9721011083357557,0.9720891662583621,1902814,7403,5942,13238,19278
126,16,19,25,30,19,22,28,33,1,1,1,1,16,19,25,30,22,34,36,40,229478,3820,8528,0.9832292567153926,0.9832257245167569,1842624,22205,66132,3428,5702
127,26,27,17,1/4,29,30,20,1,1,1,1,4,26,27,17,1,5,16,40,15,229469,1853,8537,0.9914165856720387,0.9914085140220522,1843685,3885,65071,9210,13030
128,11,25,1,18,14,28,4,21,1,1,1,1,11,25,1,18,2,6,3,34,237048,6478,958,0.9738406248408071,0.9738295555918732,1904908,29918,3848,13027,17869
129,9,1/5,7,1/5,12,0,10,0,1,5,1,5,9,1,7,1,17,39,10,22,233253,2577,4753,0.9888901475672218,0.9888829072414319,1873578,6546,35178,7886,11688
130,30,1/5,29,2,33,0,32,5,1,5,1,1,30,1,29,2,40,29,32,1,225782,936,12224,0.9948808462501898,0.9948733209697572,1814104,366,94652,6985,12148
131,29,11,29,1/3,32,14,32,2,1,1,1,3,29,11,29,1,38,41,42,17,224574,1549,13432,0.9921070207164089,0.9921028126796968,1803461,5241,105295,3927,6793
132,7,1,28,23,10,4,31,26,1,1,1,1,7,1,28,23,17,16,38,30,231284,5771,6722,0.9755771636217246,0.975573891599067,1856286,19205,52470,3440,5282
133,13,1/3,5,4,16,2,8,7,1,3,1,1,13,1,5,4,36,5,7,38,234751,2998,3255,0.9873687162713549,0.9873592694054844,1886598,8815,22158,10573,15250
134,24,28,30,28,27,31,33,31,1,1,1,1,24,28,30,28,2,23,18,5,233041,2625,4965,0.9886650194643651,0.9886532074749604,1873970,6574,34786,13849,19068
135,9,1/4,1/5,4,12,1,0,7,1,4,5,1,9,1,1,4,9,39,28,4,235057,11620,2949,0.9535642443813597,0.9535539655718258,1888900,10761,19856,13566,16593
136,15,7,11,28,18,10,14,31,1,1,1,1,15,7,11,28,4,1,42,5,232015,1891,5991,0.9915679436552303,0.991557151307873,1864735,2656,44021,12598,17422
137,1,2,27,22,4,5,30,25,1,1,1,1,1,2,27,22,39,22,6,23,235925,29367,2081,0.8911362229527834,0.891130638461254,1895045,32406,13711,5435,9015
138,27,30,1/4,1/4,30,33,1,1,1,1,4,4,27,30,1,1,1,42,40,25,195298,2468,42708,0.9835182212087579,0.9835065597497405,1568677,6177,340079,15679,18825
139,28,24,1/5,15,31,27,0,18,1,1,5,1,28,24,1,15,40,39,1,1,236832,7719,1174,0.9689546808957202,0.9689319037277729,1903343,1518,5413,29393,36769
140,1/3,24,7,1/4,2,27,10,1,3,1,1,4,1,24,7,1,26,1,23,40,234697,43403,3309,0.846370685816406,0.8463536387146424,1885795,4720,22961,20264,27519
141,20,11,30,8,23,14,33,11,1,1,1,1,20,11,30,8,40,23,35,19,227211,2772,10795,0.987258121521246,0.9872544753407533,1824668,14249,84088,3309,5886
142,4,21,4,30,7,24,7,33,1,1,1,1,4,21,4,30,7,36,42,39,234275,10975,3731,0.955814386904688,0.9558111458553611,1881084,44089,27672,3464,5232
143,27,1/4,14,8,30,1,17,11,1,4,1,1,27,1,14,8,4,39,5,30,235147,2909,2859,0.9877843355527084,0.9877713992313985,1891180,9449,17576,13980,20883
144,4,2,21,30,7,5,24,33,1,1,1,1,4,2,21,30,34,3,8,35,235008,6639,2998,0.9728191978132764,0.9728111825347519,1887933,9051,20823,8613,12939
145,7,27,1/3,12,10,30,2,15,1,1,3,1,7,27,1,12,2,4,10,2,237019,5992,987,0.9757446042972959,0.9757281971045452,1904980,3999,3776,20776,26486
146,24,7,18,23,27,10,21,26,1,1,1,1,24,7,18,23,4,4,42,36,230677,2524,7329,0.9887692560259,0.9887608988018043,1853552,7484,55204,9869,13491
147,23,2,28,30,26,5,31,33,1,1,1,1,23,2,28,30,37,40,10,40,233174,3189,4832,0.9863709119102172,0.9863628353044978,1873099,15291,35657,7594,13038
148,28,25,19,2,31,28,22,5,1,1,1,1,28,25,19,2,1,33,1,33,237114,4099,892,0.9832681771748786,0.9832451906272156,1904698,14533,4058,25416,37107
149,11,17,2,22,14,20,5,25,1,1,1,1,11,17,2,22,18,42,39,16,232311,4126,5695,0.9824188756230325,0.9824151204164157,1865142,22204,43614,3778,6062
150,14,21,30,1/4,17,24,33,1,1,1,1,4,14,21,30,1,33,23,18,3,227697,1181,10309,0.9940471637718863,0.994038641769671,1831074,156,77682,8684,13757
151,27,17,29,21,30,20,32,24,1,1,1,1,27,17,29,21,19,7,11,29,232733,2425,5273,0.9894481201365765,0.9894399122039348,1870008,9347,38748,7995,13250
152,26,20,30,9,29,23,33,12,1,1,1,1,26,20,30,9,18,25,36,23,228456,2733,9550,0.9875960843719068,0.9875913881955025,1834430,13388,74326,4618,7581
153,1/5,1/4,1,26,0,1,4,29,5,4,1,1,1,1,1,26,41,22,40,6,234572,27705,3434,0.8960257621730997,0.8960180591057488,1883554,16630,25202,8432,12435
